# id;timestamp;commentText;codeText;commentWords;codeWords
ScriptTemplateConfig -> @Nullable 	String[] getScripts()_;1496837955;Return the scripts to be loaded by the script engine (library or user provided).;@Nullable_	String[] getScripts()_;return,the,scripts,to,be,loaded,by,the,script,engine,library,or,user,provided;nullable,string,get,scripts
ScriptTemplateConfig -> @Nullable 	String[] getScripts()_;1497602339;Return the scripts to be loaded by the script engine (library or user provided).;@Nullable_	String[] getScripts()_;return,the,scripts,to,be,loaded,by,the,script,engine,library,or,user,provided;nullable,string,get,scripts
ScriptTemplateConfig -> @Nullable 	String[] getScripts()_;1530174524;Return the scripts to be loaded by the script engine (library or user provided).;@Nullable_	String[] getScripts()_;return,the,scripts,to,be,loaded,by,the,script,engine,library,or,user,provided;nullable,string,get,scripts
ScriptTemplateConfig -> @Nullable 	ScriptEngine getEngine()_;1496837955;Return the {@link ScriptEngine} to use by the views.;@Nullable_	ScriptEngine getEngine()_;return,the,link,script,engine,to,use,by,the,views;nullable,script,engine,get,engine
ScriptTemplateConfig -> @Nullable 	ScriptEngine getEngine()_;1497602339;Return the {@link ScriptEngine} to use by the views.;@Nullable_	ScriptEngine getEngine()_;return,the,link,script,engine,to,use,by,the,views;nullable,script,engine,get,engine
ScriptTemplateConfig -> @Nullable 	ScriptEngine getEngine()_;1530174524;Return the {@link ScriptEngine} to use by the views.;@Nullable_	ScriptEngine getEngine()_;return,the,link,script,engine,to,use,by,the,views;nullable,script,engine,get,engine
ScriptTemplateConfig -> @Nullable 	String getRenderFunction()_;1496837955;Return the render function name (mandatory).;@Nullable_	String getRenderFunction()_;return,the,render,function,name,mandatory;nullable,string,get,render,function
ScriptTemplateConfig -> @Nullable 	String getRenderFunction()_;1497602339;Return the render function name (optional). If not specified, the script templates_will be evaluated with {@link ScriptEngine#eval(String, Bindings)}.;@Nullable_	String getRenderFunction()_;return,the,render,function,name,optional,if,not,specified,the,script,templates,will,be,evaluated,with,link,script,engine,eval,string,bindings;nullable,string,get,render,function
ScriptTemplateConfig -> @Nullable 	String getRenderFunction()_;1530174524;Return the render function name (optional). If not specified, the script templates_will be evaluated with {@link ScriptEngine#eval(String, Bindings)}.;@Nullable_	String getRenderFunction()_;return,the,render,function,name,optional,if,not,specified,the,script,templates,will,be,evaluated,with,link,script,engine,eval,string,bindings;nullable,string,get,render,function
ScriptTemplateConfig -> @Nullable 	String getResourceLoaderPath()_;1496837955;Return the resource loader path(s) via a Spring resource location.;@Nullable_	String getResourceLoaderPath()_;return,the,resource,loader,path,s,via,a,spring,resource,location;nullable,string,get,resource,loader,path
ScriptTemplateConfig -> @Nullable 	String getResourceLoaderPath()_;1497602339;Return the resource loader path(s) via a Spring resource location.;@Nullable_	String getResourceLoaderPath()_;return,the,resource,loader,path,s,via,a,spring,resource,location;nullable,string,get,resource,loader,path
ScriptTemplateConfig -> @Nullable 	String getResourceLoaderPath()_;1530174524;Return the resource loader path(s) via a Spring resource location.;@Nullable_	String getResourceLoaderPath()_;return,the,resource,loader,path,s,via,a,spring,resource,location;nullable,string,get,resource,loader,path
ScriptTemplateConfig -> @Nullable 	Boolean isSharedEngine()_;1496837955;Return whether to use a shared engine for all threads or whether to create_thread-local engine instances for each thread.;@Nullable_	Boolean isSharedEngine()_;return,whether,to,use,a,shared,engine,for,all,threads,or,whether,to,create,thread,local,engine,instances,for,each,thread;nullable,boolean,is,shared,engine
ScriptTemplateConfig -> @Nullable 	Boolean isSharedEngine()_;1497602339;Return whether to use a shared engine for all threads or whether to create_thread-local engine instances for each thread.;@Nullable_	Boolean isSharedEngine()_;return,whether,to,use,a,shared,engine,for,all,threads,or,whether,to,create,thread,local,engine,instances,for,each,thread;nullable,boolean,is,shared,engine
ScriptTemplateConfig -> @Nullable 	Boolean isSharedEngine()_;1530174524;Return whether to use a shared engine for all threads or whether to create_thread-local engine instances for each thread.;@Nullable_	Boolean isSharedEngine()_;return,whether,to,use,a,shared,engine,for,all,threads,or,whether,to,create,thread,local,engine,instances,for,each,thread;nullable,boolean,is,shared,engine
ScriptTemplateConfig -> @Nullable 	String getEngineName()_;1496837955;Return the engine name that will be used to instantiate the {@link ScriptEngine}.;@Nullable_	String getEngineName()_;return,the,engine,name,that,will,be,used,to,instantiate,the,link,script,engine;nullable,string,get,engine,name
ScriptTemplateConfig -> @Nullable 	String getEngineName()_;1497602339;Return the engine name that will be used to instantiate the {@link ScriptEngine}.;@Nullable_	String getEngineName()_;return,the,engine,name,that,will,be,used,to,instantiate,the,link,script,engine;nullable,string,get,engine,name
ScriptTemplateConfig -> @Nullable 	String getEngineName()_;1530174524;Return the engine name that will be used to instantiate the {@link ScriptEngine}.;@Nullable_	String getEngineName()_;return,the,engine,name,that,will,be,used,to,instantiate,the,link,script,engine;nullable,string,get,engine,name
ScriptTemplateConfig -> @Nullable 	Charset getCharset()_;1496837955;Return the charset used to read script and template files.;@Nullable_	Charset getCharset()_;return,the,charset,used,to,read,script,and,template,files;nullable,charset,get,charset
