# id;timestamp;commentText;codeText;commentWords;codeWords
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1428663519;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1431464429;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1437575568;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1440758046;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1440782435;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1442492511;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1455479358;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1468944004;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes(Object name, 												Class<? extends Accumulator> first, 												Class<? extends Accumulator> second) 			throws UnsupportedOperationException;1494598316;Compare both classes and throw {@link UnsupportedOperationException} if_they differ;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(Object name,_												Class<? extends Accumulator> first,_												Class<? extends Accumulator> second)_			throws UnsupportedOperationException_	{_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes( 			Object name, 			Class<? extends Accumulator> first, 			Class<? extends Accumulator> second) throws UnsupportedOperationException;1516970986;Compare both classes and throw {@link UnsupportedOperationException} if_they differ.;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(_			Object name,_			Class<? extends Accumulator> first,_			Class<? extends Accumulator> second) throws UnsupportedOperationException {_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
AccumulatorHelper -> @SuppressWarnings("rawtypes") 	public static void compareAccumulatorTypes( 			Object name, 			Class<? extends Accumulator> first, 			Class<? extends Accumulator> second) throws UnsupportedOperationException;1522049586;Compare both classes and throw {@link UnsupportedOperationException} if_they differ.;@SuppressWarnings("rawtypes")_	public static void compareAccumulatorTypes(_			Object name,_			Class<? extends Accumulator> first,_			Class<? extends Accumulator> second) throws UnsupportedOperationException {_		if (first == null || second == null) {_			throw new NullPointerException()__		}__		if (first != second) {_			if (!first.getName().equals(second.getName())) {_				throw new UnsupportedOperationException("The accumulator object '" + name_					+ "' was created with two different types: " + first.getName() + " and " + second.getName())__			} else {_				_				throw new UnsupportedOperationException("The accumulator object '" + name_						+ "' was created with two different classes: " + first + " and " + second_						+ " Both have the same type (" + first.getName() + ") but different classloaders: "_						+ first.getClassLoader() + " and " + second.getClassLoader())__			}_		}_	};compare,both,classes,and,throw,link,unsupported,operation,exception,if,they,differ;suppress,warnings,rawtypes,public,static,void,compare,accumulator,types,object,name,class,extends,accumulator,first,class,extends,accumulator,second,throws,unsupported,operation,exception,if,first,null,second,null,throw,new,null,pointer,exception,if,first,second,if,first,get,name,equals,second,get,name,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,types,first,get,name,and,second,get,name,else,throw,new,unsupported,operation,exception,the,accumulator,object,name,was,created,with,two,different,classes,first,and,second,both,have,the,same,type,first,get,name,but,different,classloaders,first,get,class,loader,and,second,get,class,loader
