commented;modifiers;parameterAmount;loc;comment;code
false;public;1;4;;@Override public Consumer createConsumer(Processor processor) throws Exception {     throw new RuntimeCamelException("Cannot consume from " + getClass().getSimpleName() + ": " + getEndpointUri()). }
false;public;0;16;;@Override public Producer createProducer() throws Exception {     if (metricsType == MetricsType.COUNTER) {         return new CounterProducer(this).     } else if (metricsType == MetricsType.HISTOGRAM) {         return new HistogramProducer(this).     } else if (metricsType == MetricsType.METER) {         return new MeterProducer(this).     } else if (metricsType == MetricsType.TIMER) {         return new TimerProducer(this).     } else if (metricsType == MetricsType.GAUGE) {         return new GaugeProducer(this).     } else {         throw new IllegalArgumentException("Metrics type " + metricsType + " is not supported").     } }
false;public;0;4;;@Override public boolean isSingleton() {     return true. }
false;public;0;3;;public MetricRegistry getRegistry() {     return registry. }
false;public;0;3;;public String getMetricsName() {     return metricsName. }
false;public;0;3;;public MetricsType getMetricsType() {     return metricsType. }
false;public;0;3;;public MetricsTimerAction getAction() {     return action. }
false;public;1;3;;public void setAction(MetricsTimerAction action) {     this.action = action. }
false;public;0;3;;public Long getMark() {     return mark. }
false;public;1;3;;public void setMark(Long mark) {     this.mark = mark. }
false;public;0;3;;public Long getValue() {     return value. }
false;public;1;3;;public void setValue(Long value) {     this.value = value. }
false;public;0;3;;public Long getIncrement() {     return increment. }
false;public;1;3;;public void setIncrement(Long increment) {     this.increment = increment. }
false;public;0;3;;public Long getDecrement() {     return decrement. }
false;public;1;3;;public void setDecrement(Long decrement) {     this.decrement = decrement. }
false;public;0;3;;public Object getSubject() {     return subject. }
false;public;1;3;;public void setSubject(Object subject) {     this.subject = subject. }
