commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getUrl() {     return url. }
false;public;1;3;;public void setUrl(String url) {     this.url = url. }
false;public;0;3;;public String getDatacenter() {     return datacenter. }
false;public;1;3;;public void setDatacenter(String datacenter) {     this.datacenter = datacenter. }
false;public;0;3;;public String getAclToken() {     return aclToken. }
false;public;1;3;;public void setAclToken(String aclToken) {     this.aclToken = aclToken. }
false;public;0;3;;public String getUserName() {     return userName. }
false;public;1;3;;public void setUserName(String userName) {     this.userName = userName. }
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public Long getConnectTimeoutMillis() {     return connectTimeoutMillis. }
false;public;1;3;;public void setConnectTimeoutMillis(Long connectTimeoutMillis) {     this.connectTimeoutMillis = connectTimeoutMillis. }
false;public;0;3;;public Long getReadTimeoutMillis() {     return readTimeoutMillis. }
false;public;1;3;;public void setReadTimeoutMillis(Long readTimeoutMillis) {     this.readTimeoutMillis = readTimeoutMillis. }
false;public;0;3;;public Long getWriteTimeoutMillis() {     return writeTimeoutMillis. }
false;public;1;3;;public void setWriteTimeoutMillis(Long writeTimeoutMillis) {     this.writeTimeoutMillis = writeTimeoutMillis. }
false;public;0;3;;public Integer getBlockSeconds() {     return blockSeconds. }
false;public;1;3;;public void setBlockSeconds(Integer blockSeconds) {     this.blockSeconds = blockSeconds. }
false;public;0;3;;public Map<String, String> getProperties() {     return properties. }
false;public;1;3;;public void setProperties(Map<String, String> properties) {     this.properties = properties. }
