commented;modifiers;parameterAmount;loc;comment;code
false;public;1;10;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     Action template = (Action) o.     return Objects.equals(style, template.style) && Objects.equals(type, template.type) && Objects.equals(url, template.url) && Objects.equals(text, template.text) && Objects.equals(name, template.name). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(style, type, url, name, text). }
false;public;2;10;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     return builder.startObject().field(NAME.getPreferredName(), name).field(STYLE.getPreferredName(), style).field(TYPE.getPreferredName(), type).field(TEXT.getPreferredName(), text).field(URL.getPreferredName(), url).endObject(). }
false;public;2;8;;public Action render(TextTemplateEngine engine, Map<String, Object> model) {     String style = engine.render(this.style, model).     String type = engine.render(this.type, model).     String url = engine.render(this.url, model).     String name = engine.render(this.name, model).     String text = engine.render(this.text, model).     return new Action(style, name, type, text, url). }
false;public;1;10;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     Template template = (Template) o.     return Objects.equals(style, template.style) && Objects.equals(type, template.type) && Objects.equals(url, template.url) && Objects.equals(text, template.text) && Objects.equals(name, template.name). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(style, type, url, name, text). }
false;public;2;10;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     return builder.startObject().field(NAME.getPreferredName(), name).field(STYLE.getPreferredName(), style).field(TYPE.getPreferredName(), type).field(TEXT.getPreferredName(), text).field(URL.getPreferredName(), url).endObject(). }
false;public;0;3;;public TextTemplate getType() {     return type. }
false;public;1;3;;public void setType(TextTemplate type) {     this.type = type. }
false;public;0;3;;public TextTemplate getName() {     return name. }
false;public;1;3;;public void setName(TextTemplate name) {     this.name = name. }
false;public;0;3;;public TextTemplate getText() {     return text. }
false;public;1;3;;public void setText(TextTemplate text) {     this.text = text. }
false;public;0;3;;public TextTemplate getUrl() {     return url. }
false;public;1;3;;public void setUrl(TextTemplate url) {     this.url = url. }
false;public;0;3;;public TextTemplate getStyle() {     return style. }
false;public;1;3;;public void setStyle(TextTemplate style) {     this.style = style. }
