# id;timestamp;commentText;codeText;commentWords;codeWords
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1427300031;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1428086500;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1433741389;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1453200998;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1453803455;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1454428544;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1454679829;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1500970016;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName);1426698965;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,flat,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName);1427097830;Constructor for a non-grouped reduce (all reduce).__@param input The input data set to the groupReduce function._@param resultType The type information for the resulting type._@param function The user-defined GroupReduce function._@param defaultName The operator's name.;public GroupCombineOperator(DataSet<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName) {_		super(input, resultType)__		this.function = function__		this.grouper = null__		this.defaultName = defaultName__	};constructor,for,a,non,grouped,reduce,all,reduce,param,input,the,input,data,set,to,the,group,reduce,function,param,result,type,the,type,information,for,the,resulting,type,param,function,the,user,defined,group,reduce,function,param,default,name,the,operator,s,name;public,group,combine,operator,data,set,in,input,type,information,out,result,type,flat,combine,function,in,out,function,string,default,name,super,input,result,type,this,function,function,this,grouper,null,this,default,name,default,name
