# id;timestamp;commentText;codeText;commentWords;codeWords
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1470847346;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		} else {_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1470932005;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1470935448;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1470940254;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1470990750;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1474463907;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1474471581;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1474993062;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1477656448;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1480700961;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (final Throwable e) {_				LOG.error("Caught exception while executing runnable in main thread.", e)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,final,throwable,e,log,error,caught,exception,while,executing,runnable,in,main,thread,e,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
AkkaRpcActor -> private void handleRunAsync(RunAsync runAsync);1487584494;Handle asynchronous {@link Runnable}. This method simply executes the given {@link Runnable}_in the context of the actor thread.__@param runAsync Run async message;private void handleRunAsync(RunAsync runAsync) {_		if (runAsync.getRunnable() == null) {_			LOG.warn("Received a {} message with an empty runnable field. This indicates " +_				"that this message has been serialized prior to sending the message. The " +_				"{} is only supported with local communication.",_				runAsync.getClass().getName(),_				runAsync.getClass().getName())__		}_		else if (runAsync.getDelay() == 0) {_			_			try {_				runAsync.getRunnable().run()__			} catch (Throwable t) {_				LOG.error("Caught exception while executing runnable in main thread.", t)__				ExceptionUtils.rethrowIfFatalErrorOrOOM(t)__			}_		}_		else {_			_			FiniteDuration delay = new FiniteDuration(runAsync.getDelay(), TimeUnit.MILLISECONDS)__			RunAsync message = new RunAsync(runAsync.getRunnable(), 0)___			getContext().system().scheduler().scheduleOnce(delay, getSelf(), message,_					getContext().dispatcher(), ActorRef.noSender())__		}_	};handle,asynchronous,link,runnable,this,method,simply,executes,the,given,link,runnable,in,the,context,of,the,actor,thread,param,run,async,run,async,message;private,void,handle,run,async,run,async,run,async,if,run,async,get,runnable,null,log,warn,received,a,message,with,an,empty,runnable,field,this,indicates,that,this,message,has,been,serialized,prior,to,sending,the,message,the,is,only,supported,with,local,communication,run,async,get,class,get,name,run,async,get,class,get,name,else,if,run,async,get,delay,0,try,run,async,get,runnable,run,catch,throwable,t,log,error,caught,exception,while,executing,runnable,in,main,thread,t,exception,utils,rethrow,if,fatal,error,or,oom,t,else,finite,duration,delay,new,finite,duration,run,async,get,delay,time,unit,milliseconds,run,async,message,new,run,async,run,async,get,runnable,0,get,context,system,scheduler,schedule,once,delay,get,self,message,get,context,dispatcher,actor,ref,no,sender
