# id;timestamp;commentText;codeText;commentWords;codeWords
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1217918186;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1221611914;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1221707696;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1222322664;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1224733014;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1232329721;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1238035325;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1253539182;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1280130252;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1297969159;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
CxfBinding -> void populateCxfRequestFromExchange(Exchange cxfExchange,             org.apache.camel.Exchange camelExchange,             Map<String, Object> requestContext)_;1540108161;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing request</b> to be sent to CXF server.  This method is called by_{@link CxfProducer#process(org.apache.camel.Exchange)} to process a Camel Exchange_for invoking an CXF web service operation.  Note that information is populated_to CXF Exchange and the request context, which are passed as arguments to the_CXF API's Client.invoke() method.  The arguments to the web service operation_are extracted from the Camel IN message body by CxfProducer._</p>__<p>_Exchange is passed in this direction: Camel route => CxfProducer => <b>apply this_binding method </b>=> CXF server_</p>__@param cxfExchange exchange to be populated_@param camelExchange exchange that contains a request_@param requestContext a map contains request contexts.  <b>This parameter must not_be null</b>.  The Client.invoke() method does not allow caller to_pass in a CXF Message.  The request context are copied to the CXF Message by the_Client.invoke() method.  This is how caller can set properties on the CXF message.;void populateCxfRequestFromExchange(Exchange cxfExchange,_            org.apache.camel.Exchange camelExchange,_            Map<String, Object> requestContext)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,request,b,to,be,sent,to,cxf,server,this,method,is,called,by,link,cxf,producer,process,org,apache,camel,exchange,to,process,a,camel,exchange,for,invoking,an,cxf,web,service,operation,note,that,information,is,populated,to,cxf,exchange,and,the,request,context,which,are,passed,as,arguments,to,the,cxf,api,s,client,invoke,method,the,arguments,to,the,web,service,operation,are,extracted,from,the,camel,in,message,body,by,cxf,producer,p,p,exchange,is,passed,in,this,direction,camel,route,cxf,producer,b,apply,this,binding,method,b,cxf,server,p,param,cxf,exchange,exchange,to,be,populated,param,camel,exchange,exchange,that,contains,a,request,param,request,context,a,map,contains,request,contexts,b,this,parameter,must,not,be,null,b,the,client,invoke,method,does,not,allow,caller,to,pass,in,a,cxf,message,the,request,context,are,copied,to,the,cxf,message,by,the,client,invoke,method,this,is,how,caller,can,set,properties,on,the,cxf,message;void,populate,cxf,request,from,exchange,exchange,cxf,exchange,org,apache,camel,exchange,camel,exchange,map,string,object,request,context
