commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Counts getCounts() {     return counts. }
false;public;0;3;;public Summary getSummary() {     return summary. }
false;public;0;3;;public LatestCheckpoints getLatestCheckpoints() {     return latestCheckpoints. }
false;public;0;3;;public List<CheckpointStatistics> getHistory() {     return history. }
false;public;1;14;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     CheckpointingStatistics that = (CheckpointingStatistics) o.     return Objects.equals(counts, that.counts) && Objects.equals(summary, that.summary) && Objects.equals(latestCheckpoints, that.latestCheckpoints) && Objects.equals(history, that.history). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(counts, summary, latestCheckpoints, history). }
false;public;0;3;;public long getNumberRestoredCheckpoints() {     return numberRestoredCheckpoints. }
false;public;0;3;;public long getTotalNumberCheckpoints() {     return totalNumberCheckpoints. }
false;public;0;3;;public int getNumberInProgressCheckpoints() {     return numberInProgressCheckpoints. }
false;public;0;3;;public long getNumberCompletedCheckpoints() {     return numberCompletedCheckpoints. }
false;public;0;3;;public long getNumberFailedCheckpoints() {     return numberFailedCheckpoints. }
false;public;1;15;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     Counts counts = (Counts) o.     return numberRestoredCheckpoints == counts.numberRestoredCheckpoints && totalNumberCheckpoints == counts.totalNumberCheckpoints && numberInProgressCheckpoints == counts.numberInProgressCheckpoints && numberCompletedCheckpoints == counts.numberCompletedCheckpoints && numberFailedCheckpoints == counts.numberFailedCheckpoints. }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(numberRestoredCheckpoints, totalNumberCheckpoints, numberInProgressCheckpoints, numberCompletedCheckpoints, numberFailedCheckpoints). }
false;public;0;3;;public MinMaxAvgStatistics getStateSize() {     return stateSize. }
false;public;0;3;;public MinMaxAvgStatistics getDuration() {     return duration. }
false;public;0;3;;public MinMaxAvgStatistics getAlignmentBuffered() {     return alignmentBuffered. }
false;public;1;13;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     Summary summary = (Summary) o.     return Objects.equals(stateSize, summary.stateSize) && Objects.equals(duration, summary.duration) && Objects.equals(alignmentBuffered, summary.alignmentBuffered). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(stateSize, duration, alignmentBuffered). }
false;public;0;4;;@Nullable public CheckpointStatistics.CompletedCheckpointStatistics getCompletedCheckpointStatistics() {     return completedCheckpointStatistics. }
false;public;0;4;;@Nullable public CheckpointStatistics.CompletedCheckpointStatistics getSavepointStatistics() {     return savepointStatistics. }
false;public;0;4;;@Nullable public CheckpointStatistics.FailedCheckpointStatistics getFailedCheckpointStatistics() {     return failedCheckpointStatistics. }
false;public;0;4;;@Nullable public RestoredCheckpointStatistics getRestoredCheckpointStatistics() {     return restoredCheckpointStatistics. }
false;public;1;14;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     LatestCheckpoints that = (LatestCheckpoints) o.     return Objects.equals(completedCheckpointStatistics, that.completedCheckpointStatistics) && Objects.equals(savepointStatistics, that.savepointStatistics) && Objects.equals(failedCheckpointStatistics, that.failedCheckpointStatistics) && Objects.equals(restoredCheckpointStatistics, that.restoredCheckpointStatistics). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(completedCheckpointStatistics, savepointStatistics, failedCheckpointStatistics, restoredCheckpointStatistics). }
false;public;0;3;;public long getId() {     return id. }
false;public;0;3;;public long getRestoreTimestamp() {     return restoreTimestamp. }
false;public;0;3;;public boolean isSavepoint() {     return savepoint. }
false;public;0;4;;@Nullable public String getExternalPath() {     return externalPath. }
false;public;1;14;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     RestoredCheckpointStatistics that = (RestoredCheckpointStatistics) o.     return id == that.id && restoreTimestamp == that.restoreTimestamp && savepoint == that.savepoint && Objects.equals(externalPath, that.externalPath). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(id, restoreTimestamp, savepoint, externalPath). }
