# id;timestamp;commentText;codeText;commentWords;codeWords
Library -> public LibraryScope getScope();1507173536;Return the scope of the library._@return the scope;public LibraryScope getScope() {_		return this.scope__	};return,the,scope,of,the,library,return,the,scope;public,library,scope,get,scope,return,this,scope
Library -> public LibraryScope getScope();1507661773;Return the scope of the library._@return the scope;public LibraryScope getScope() {_		return this.scope__	};return,the,scope,of,the,library,return,the,scope;public,library,scope,get,scope,return,this,scope
Library -> public LibraryScope getScope();1509377510;Return the scope of the library._@return the scope;public LibraryScope getScope() {_		return this.scope__	};return,the,scope,of,the,library,return,the,scope;public,library,scope,get,scope,return,this,scope
Library -> public LibraryScope getScope();1525376698;Return the scope of the library._@return the scope;public LibraryScope getScope() {_		return this.scope__	};return,the,scope,of,the,library,return,the,scope;public,library,scope,get,scope,return,this,scope
Library -> public LibraryScope getScope();1532738143;Return the scope of the library._@return the scope;public LibraryScope getScope() {_		return this.scope__	};return,the,scope,of,the,library,return,the,scope;public,library,scope,get,scope,return,this,scope
Library -> public String getName();1507173536;Return the name of file as it should be written._@return then name.;public String getName() {_		return this.name__	};return,the,name,of,file,as,it,should,be,written,return,then,name;public,string,get,name,return,this,name
Library -> public String getName();1507661773;Return the name of file as it should be written._@return then name.;public String getName() {_		return this.name__	};return,the,name,of,file,as,it,should,be,written,return,then,name;public,string,get,name,return,this,name
Library -> public String getName();1509377510;Return the name of file as it should be written._@return the name;public String getName() {_		return this.name__	};return,the,name,of,file,as,it,should,be,written,return,the,name;public,string,get,name,return,this,name
Library -> public String getName();1525376698;Return the name of file as it should be written._@return the name;public String getName() {_		return this.name__	};return,the,name,of,file,as,it,should,be,written,return,the,name;public,string,get,name,return,this,name
Library -> public String getName();1532738143;Return the name of file as it should be written._@return the name;public String getName() {_		return this.name__	};return,the,name,of,file,as,it,should,be,written,return,the,name;public,string,get,name,return,this,name
Library -> public Library(File file, LibraryScope scope);1507173536;Create a new {@link Library}._@param file the source file_@param scope the scope of the library;public Library(File file, LibraryScope scope) {_		this(file, scope, false)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library;public,library,file,file,library,scope,scope,this,file,scope,false
Library -> public Library(File file, LibraryScope scope);1507661773;Create a new {@link Library}._@param file the source file_@param scope the scope of the library;public Library(File file, LibraryScope scope) {_		this(file, scope, false)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library;public,library,file,file,library,scope,scope,this,file,scope,false
Library -> public Library(File file, LibraryScope scope);1509377510;Create a new {@link Library}._@param file the source file_@param scope the scope of the library;public Library(File file, LibraryScope scope) {_		this(file, scope, false)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library;public,library,file,file,library,scope,scope,this,file,scope,false
Library -> public Library(File file, LibraryScope scope);1525376698;Create a new {@link Library}._@param file the source file_@param scope the scope of the library;public Library(File file, LibraryScope scope) {_		this(file, scope, false)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library;public,library,file,file,library,scope,scope,this,file,scope,false
Library -> public Library(File file, LibraryScope scope);1532738143;Create a new {@link Library}._@param file the source file_@param scope the scope of the library;public Library(File file, LibraryScope scope) {_		this(file, scope, false)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library;public,library,file,file,library,scope,scope,this,file,scope,false
Library -> public File getFile();1507173536;Return the library file._@return the file;public File getFile() {_		return this.file__	};return,the,library,file,return,the,file;public,file,get,file,return,this,file
Library -> public File getFile();1507661773;Return the library file._@return the file;public File getFile() {_		return this.file__	};return,the,library,file,return,the,file;public,file,get,file,return,this,file
Library -> public File getFile();1509377510;Return the library file._@return the file;public File getFile() {_		return this.file__	};return,the,library,file,return,the,file;public,file,get,file,return,this,file
Library -> public File getFile();1525376698;Return the library file._@return the file;public File getFile() {_		return this.file__	};return,the,library,file,return,the,file;public,file,get,file,return,this,file
Library -> public File getFile();1532738143;Return the library file._@return the file;public File getFile() {_		return this.file__	};return,the,library,file,return,the,file;public,file,get,file,return,this,file
Library -> public boolean isUnpackRequired();1507173536;Return if the file cannot be used directly as a nested jar and needs to be_unpacked._@return if unpack is required;public boolean isUnpackRequired() {_		return this.unpackRequired__	};return,if,the,file,cannot,be,used,directly,as,a,nested,jar,and,needs,to,be,unpacked,return,if,unpack,is,required;public,boolean,is,unpack,required,return,this,unpack,required
Library -> public boolean isUnpackRequired();1507661773;Return if the file cannot be used directly as a nested jar and needs to be_unpacked._@return if unpack is required;public boolean isUnpackRequired() {_		return this.unpackRequired__	};return,if,the,file,cannot,be,used,directly,as,a,nested,jar,and,needs,to,be,unpacked,return,if,unpack,is,required;public,boolean,is,unpack,required,return,this,unpack,required
Library -> public boolean isUnpackRequired();1509377510;Return if the file cannot be used directly as a nested jar and needs to be_unpacked._@return if unpack is required;public boolean isUnpackRequired() {_		return this.unpackRequired__	};return,if,the,file,cannot,be,used,directly,as,a,nested,jar,and,needs,to,be,unpacked,return,if,unpack,is,required;public,boolean,is,unpack,required,return,this,unpack,required
Library -> public boolean isUnpackRequired();1525376698;Return if the file cannot be used directly as a nested jar and needs to be_unpacked._@return if unpack is required;public boolean isUnpackRequired() {_		return this.unpackRequired__	};return,if,the,file,cannot,be,used,directly,as,a,nested,jar,and,needs,to,be,unpacked,return,if,unpack,is,required;public,boolean,is,unpack,required,return,this,unpack,required
Library -> public boolean isUnpackRequired();1532738143;Return if the file cannot be used directly as a nested jar and needs to be_unpacked._@return if unpack is required;public boolean isUnpackRequired() {_		return this.unpackRequired__	};return,if,the,file,cannot,be,used,directly,as,a,nested,jar,and,needs,to,be,unpacked,return,if,unpack,is,required;public,boolean,is,unpack,required,return,this,unpack,required
Library -> public Library(String name, File file, LibraryScope scope, boolean unpackRequired);1507173536;Create a new {@link Library}._@param name the name of the library as it should be written or {@code null} to use_the file name_@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(String name, File file, LibraryScope scope, boolean unpackRequired) {_		this.name = (name == null ? file.getName() : name)__		this.file = file__		this.scope = scope__		this.unpackRequired = unpackRequired__	};create,a,new,link,library,param,name,the,name,of,the,library,as,it,should,be,written,or,code,null,to,use,the,file,name,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,string,name,file,file,library,scope,scope,boolean,unpack,required,this,name,name,null,file,get,name,name,this,file,file,this,scope,scope,this,unpack,required,unpack,required
Library -> public Library(String name, File file, LibraryScope scope, boolean unpackRequired);1507661773;Create a new {@link Library}._@param name the name of the library as it should be written or {@code null} to use_the file name_@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(String name, File file, LibraryScope scope, boolean unpackRequired) {_		this.name = (name == null ? file.getName() : name)__		this.file = file__		this.scope = scope__		this.unpackRequired = unpackRequired__	};create,a,new,link,library,param,name,the,name,of,the,library,as,it,should,be,written,or,code,null,to,use,the,file,name,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,string,name,file,file,library,scope,scope,boolean,unpack,required,this,name,name,null,file,get,name,name,this,file,file,this,scope,scope,this,unpack,required,unpack,required
Library -> public Library(String name, File file, LibraryScope scope, boolean unpackRequired);1509377510;Create a new {@link Library}._@param name the name of the library as it should be written or {@code null} to use_the file name_@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(String name, File file, LibraryScope scope, boolean unpackRequired) {_		this.name = (name == null ? file.getName() : name)__		this.file = file__		this.scope = scope__		this.unpackRequired = unpackRequired__	};create,a,new,link,library,param,name,the,name,of,the,library,as,it,should,be,written,or,code,null,to,use,the,file,name,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,string,name,file,file,library,scope,scope,boolean,unpack,required,this,name,name,null,file,get,name,name,this,file,file,this,scope,scope,this,unpack,required,unpack,required
Library -> public Library(String name, File file, LibraryScope scope, boolean unpackRequired);1525376698;Create a new {@link Library}._@param name the name of the library as it should be written or {@code null} to use_the file name_@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(String name, File file, LibraryScope scope, boolean unpackRequired) {_		this.name = (name != null ? name : file.getName())__		this.file = file__		this.scope = scope__		this.unpackRequired = unpackRequired__	};create,a,new,link,library,param,name,the,name,of,the,library,as,it,should,be,written,or,code,null,to,use,the,file,name,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,string,name,file,file,library,scope,scope,boolean,unpack,required,this,name,name,null,name,file,get,name,this,file,file,this,scope,scope,this,unpack,required,unpack,required
Library -> public Library(String name, File file, LibraryScope scope, boolean unpackRequired);1532738143;Create a new {@link Library}._@param name the name of the library as it should be written or {@code null} to use_the file name_@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(String name, File file, LibraryScope scope, boolean unpackRequired) {_		this.name = (name != null) ? name : file.getName()__		this.file = file__		this.scope = scope__		this.unpackRequired = unpackRequired__	};create,a,new,link,library,param,name,the,name,of,the,library,as,it,should,be,written,or,code,null,to,use,the,file,name,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,string,name,file,file,library,scope,scope,boolean,unpack,required,this,name,name,null,name,file,get,name,this,file,file,this,scope,scope,this,unpack,required,unpack,required
Library -> public Library(File file, LibraryScope scope, boolean unpackRequired);1507173536;Create a new {@link Library}._@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(File file, LibraryScope scope, boolean unpackRequired) {_		this(null, file, scope, unpackRequired)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,file,file,library,scope,scope,boolean,unpack,required,this,null,file,scope,unpack,required
Library -> public Library(File file, LibraryScope scope, boolean unpackRequired);1507661773;Create a new {@link Library}._@param file the source file_@param scope the scope of the library_@param unpackRequired if the library needs to be unpacked before it can be used;public Library(File file, LibraryScope scope, boolean unpackRequired) {_		this(null, file, scope, unpackRequired)__	};create,a,new,link,library,param,file,the,source,file,param,scope,the,scope,of,the,library,param,unpack,required,if,the,library,needs,to,be,unpacked,before,it,can,be,used;public,library,file,file,library,scope,scope,boolean,unpack,required,this,null,file,scope,unpack,required
