commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getClient() {     return client. }
false;public;1;3;;public void setClient(String client) {     this.client = client. }
false;public;0;3;;public String getHostAddresses() {     return hostAddresses. }
false;public;1;3;;public void setHostAddresses(String hostAddresses) {     this.hostAddresses = hostAddresses. }
false;public;0;3;;public Integer getSocketTimeout() {     return socketTimeout. }
false;public;1;3;;public void setSocketTimeout(Integer socketTimeout) {     this.socketTimeout = socketTimeout. }
false;public;0;3;;public Integer getConnectionTimeout() {     return connectionTimeout. }
false;public;1;3;;public void setConnectionTimeout(Integer connectionTimeout) {     this.connectionTimeout = connectionTimeout. }
false;public;0;3;;public String getUser() {     return user. }
false;public;1;3;;public void setUser(String user) {     this.user = user. }
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public Boolean getEnableSSL() {     return enableSSL. }
false;public;1;3;;public void setEnableSSL(Boolean enableSSL) {     this.enableSSL = enableSSL. }
false;public;0;3;;public Integer getMaxRetryTimeout() {     return maxRetryTimeout. }
false;public;1;3;;public void setMaxRetryTimeout(Integer maxRetryTimeout) {     this.maxRetryTimeout = maxRetryTimeout. }
false;public;0;3;;public Boolean getEnableSniffer() {     return enableSniffer. }
false;public;1;3;;public void setEnableSniffer(Boolean enableSniffer) {     this.enableSniffer = enableSniffer. }
false;public;0;3;;public Integer getSnifferInterval() {     return snifferInterval. }
false;public;1;3;;public void setSnifferInterval(Integer snifferInterval) {     this.snifferInterval = snifferInterval. }
false;public;0;3;;public Integer getSniffAfterFailureDelay() {     return sniffAfterFailureDelay. }
false;public;1;3;;public void setSniffAfterFailureDelay(Integer sniffAfterFailureDelay) {     this.sniffAfterFailureDelay = sniffAfterFailureDelay. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
