commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getUri() {     return this.uri. }
false;public;1;3;;public void setUri(String uri) {     this.uri = uri. }
false;public;0;3;;public Duration getMeterTimeToLive() {     return this.meterTimeToLive. }
false;public;1;3;;public void setMeterTimeToLive(Duration meterTimeToLive) {     this.meterTimeToLive = meterTimeToLive. }
false;public;0;3;;public boolean isLwcEnabled() {     return this.lwcEnabled. }
false;public;1;3;;public void setLwcEnabled(boolean lwcEnabled) {     this.lwcEnabled = lwcEnabled. }
false;public;0;3;;public Duration getConfigRefreshFrequency() {     return this.configRefreshFrequency. }
false;public;1;3;;public void setConfigRefreshFrequency(Duration configRefreshFrequency) {     this.configRefreshFrequency = configRefreshFrequency. }
false;public;0;3;;public Duration getConfigTimeToLive() {     return this.configTimeToLive. }
false;public;1;3;;public void setConfigTimeToLive(Duration configTimeToLive) {     this.configTimeToLive = configTimeToLive. }
false;public;0;3;;public String getConfigUri() {     return this.configUri. }
false;public;1;3;;public void setConfigUri(String configUri) {     this.configUri = configUri. }
false;public;0;3;;public String getEvalUri() {     return this.evalUri. }
false;public;1;3;;public void setEvalUri(String evalUri) {     this.evalUri = evalUri. }
