commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getField() {     return field. }
false;public;0;3;;public List<Object> getValues() {     return values. }
false;public;1;11;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     final FieldRoleMapperExpression that = (FieldRoleMapperExpression) o.     return Objects.equals(this.getField(), that.getField()) && Objects.equals(this.getValues(), that.getValues()). }
false;public;0;6;;@Override public int hashCode() {     int result = field.hashCode().     result = 31 * result + values.hashCode().     return result. }
false;public;2;12;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     builder.startObject().     builder.startObject("field").     builder.startArray(this.field).     for (Object value : values) {         builder.value(value).     }     builder.endArray().     builder.endObject().     return builder.endObject(). }
false;public,static;1;3;;public static FieldRoleMapperExpression ofUsername(Object... values) {     return ofKeyValues("username", values). }
false;public,static;1;3;;public static FieldRoleMapperExpression ofGroups(Object... values) {     return ofKeyValues("groups", values). }
false;public,static;1;3;;public static FieldRoleMapperExpression ofDN(Object... values) {     return ofKeyValues("dn", values). }
false;public,static;2;6;;public static FieldRoleMapperExpression ofMetadata(String key, Object... values) {     if (key.startsWith("metadata.") == false) {         throw new IllegalArgumentException("metadata key must have prefix 'metadata.'").     }     return ofKeyValues(key, values). }
false;public,static;2;3;;public static FieldRoleMapperExpression ofKeyValues(String key, Object... values) {     return new FieldRoleMapperExpression(key, values). }
