# id;timestamp;commentText;codeText;commentWords;codeWords
KeyGroupRangeAssignment -> public static int assignToKeyGroup(Object key, int maxParallelism);1474382176;Assigns the given key to a key-group index.__@param key the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int assignToKeyGroup(Object key, int maxParallelism) {_		return computeKeyGroupForKeyHash(key.hashCode(), maxParallelism)__	};assigns,the,given,key,to,a,key,group,index,param,key,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,assign,to,key,group,object,key,int,max,parallelism,return,compute,key,group,for,key,hash,key,hash,code,max,parallelism
KeyGroupRangeAssignment -> public static int assignToKeyGroup(Object key, int maxParallelism);1484573482;Assigns the given key to a key-group index.__@param key the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int assignToKeyGroup(Object key, int maxParallelism) {_		return computeKeyGroupForKeyHash(key.hashCode(), maxParallelism)__	};assigns,the,given,key,to,a,key,group,index,param,key,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,assign,to,key,group,object,key,int,max,parallelism,return,compute,key,group,for,key,hash,key,hash,code,max,parallelism
KeyGroupRangeAssignment -> public static int assignToKeyGroup(Object key, int maxParallelism);1489153046;Assigns the given key to a key-group index.__@param key the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int assignToKeyGroup(Object key, int maxParallelism) {_		return computeKeyGroupForKeyHash(key.hashCode(), maxParallelism)__	};assigns,the,given,key,to,a,key,group,index,param,key,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,assign,to,key,group,object,key,int,max,parallelism,return,compute,key,group,for,key,hash,key,hash,code,max,parallelism
KeyGroupRangeAssignment -> public static int assignToKeyGroup(Object key, int maxParallelism);1491307406;Assigns the given key to a key-group index.__@param key the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int assignToKeyGroup(Object key, int maxParallelism) {_		return computeKeyGroupForKeyHash(key.hashCode(), maxParallelism)__	};assigns,the,given,key,to,a,key,group,index,param,key,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,assign,to,key,group,object,key,int,max,parallelism,return,compute,key,group,for,key,hash,key,hash,code,max,parallelism
KeyGroupRangeAssignment -> public static int assignToKeyGroup(Object key, int maxParallelism);1517576275;Assigns the given key to a key-group index.__@param key the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int assignToKeyGroup(Object key, int maxParallelism) {_		return computeKeyGroupForKeyHash(key.hashCode(), maxParallelism)__	};assigns,the,given,key,to,a,key,group,index,param,key,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,assign,to,key,group,object,key,int,max,parallelism,return,compute,key,group,for,key,hash,key,hash,code,max,parallelism
KeyGroupRangeAssignment -> public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism);1474382176;Assigns the given key to a key-group index.__@param keyHash the hash of the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism) {_		return MathUtils.murmurHash(keyHash) % maxParallelism__	};assigns,the,given,key,to,a,key,group,index,param,key,hash,the,hash,of,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,compute,key,group,for,key,hash,int,key,hash,int,max,parallelism,return,math,utils,murmur,hash,key,hash,max,parallelism
KeyGroupRangeAssignment -> public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism);1484573482;Assigns the given key to a key-group index.__@param keyHash the hash of the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism) {_		return MathUtils.murmurHash(keyHash) % maxParallelism__	};assigns,the,given,key,to,a,key,group,index,param,key,hash,the,hash,of,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,compute,key,group,for,key,hash,int,key,hash,int,max,parallelism,return,math,utils,murmur,hash,key,hash,max,parallelism
KeyGroupRangeAssignment -> public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism);1489153046;Assigns the given key to a key-group index.__@param keyHash the hash of the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism) {_		return MathUtils.murmurHash(keyHash) % maxParallelism__	};assigns,the,given,key,to,a,key,group,index,param,key,hash,the,hash,of,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,compute,key,group,for,key,hash,int,key,hash,int,max,parallelism,return,math,utils,murmur,hash,key,hash,max,parallelism
KeyGroupRangeAssignment -> public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism);1491307406;Assigns the given key to a key-group index.__@param keyHash the hash of the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism) {_		return MathUtils.murmurHash(keyHash) % maxParallelism__	};assigns,the,given,key,to,a,key,group,index,param,key,hash,the,hash,of,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,compute,key,group,for,key,hash,int,key,hash,int,max,parallelism,return,math,utils,murmur,hash,key,hash,max,parallelism
KeyGroupRangeAssignment -> public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism);1517576275;Assigns the given key to a key-group index.__@param keyHash the hash of the key to assign_@param maxParallelism the maximum supported parallelism, aka the number of key-groups._@return the key-group to which the given key is assigned;public static int computeKeyGroupForKeyHash(int keyHash, int maxParallelism) {_		return MathUtils.murmurHash(keyHash) % maxParallelism__	};assigns,the,given,key,to,a,key,group,index,param,key,hash,the,hash,of,the,key,to,assign,param,max,parallelism,the,maximum,supported,parallelism,aka,the,number,of,key,groups,return,the,key,group,to,which,the,given,key,is,assigned;public,static,int,compute,key,group,for,key,hash,int,key,hash,int,max,parallelism,return,math,utils,murmur,hash,key,hash,max,parallelism
KeyGroupRangeAssignment -> public static int computeOperatorIndexForKeyGroup(int maxParallelism, int parallelism, int keyGroupId);1472464402;Computes the index of the operator to which a key-group belongs under the given parallelism and maximum_parallelism.__IMPORTANT: maxParallelism must be <= Short.MAX_VALUE to avoid rounding problems in this method. If we ever want_to go beyond this boundary, this method must perform arithmetic on long values.__@param maxParallelism Maximal parallelism that the job was initially created with._0 < parallelism <= maxParallelism <= Short.MAX_VALUE must hold._@param parallelism    The current parallelism under which the job runs. Must be <= maxParallelism._@param keyGroupId     Id of a key-group. 0 <= keyGroupID < maxParallelism._@return The index of the operator to which elements from the given key-group should be routed under the given_parallelism and maxParallelism.;public static int computeOperatorIndexForKeyGroup(int maxParallelism, int parallelism, int keyGroupId) {_		return keyGroupId * parallelism / maxParallelism__	};computes,the,index,of,the,operator,to,which,a,key,group,belongs,under,the,given,parallelism,and,maximum,parallelism,important,max,parallelism,must,be,short,to,avoid,rounding,problems,in,this,method,if,we,ever,want,to,go,beyond,this,boundary,this,method,must,perform,arithmetic,on,long,values,param,max,parallelism,maximal,parallelism,that,the,job,was,initially,created,with,0,parallelism,max,parallelism,short,must,hold,param,parallelism,the,current,parallelism,under,which,the,job,runs,must,be,max,parallelism,param,key,group,id,id,of,a,key,group,0,key,group,id,max,parallelism,return,the,index,of,the,operator,to,which,elements,from,the,given,key,group,should,be,routed,under,the,given,parallelism,and,max,parallelism;public,static,int,compute,operator,index,for,key,group,int,max,parallelism,int,parallelism,int,key,group,id,return,key,group,id,parallelism,max,parallelism
