commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Nullable public TimeValue getTimeSpan() {     return timeSpan. }
false;;0;3;;Mode getMode() {     return mode. }
false;public;2;10;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     builder.startObject().     builder.field(MODE_FIELD.getPreferredName(), mode).     if (timeSpan != null) {         builder.field(TIME_SPAN_FIELD.getPreferredName(), timeSpan.getStringRep()).     }     builder.endObject().     return builder. }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(mode, timeSpan). }
false;public;1;14;;@Override public boolean equals(Object obj) {     if (this == obj) {         return true.     }     if (obj == null || getClass() != obj.getClass()) {         return false.     }     ChunkingConfig other = (ChunkingConfig) obj.     return Objects.equals(this.mode, other.mode) && Objects.equals(this.timeSpan, other.timeSpan). }
false;public,static;0;3;;public static ChunkingConfig newAuto() {     return new ChunkingConfig(Mode.AUTO, null). }
false;public,static;0;3;;public static ChunkingConfig newOff() {     return new ChunkingConfig(Mode.OFF, null). }
false;public,static;1;3;;public static ChunkingConfig newManual(TimeValue timeSpan) {     return new ChunkingConfig(Mode.MANUAL, timeSpan). }
false;public,static;1;3;;public static Mode fromString(String value) {     return Mode.valueOf(value.toUpperCase(Locale.ROOT)). }
false;public;0;4;;@Override public String toString() {     return name().toLowerCase(Locale.ROOT). }
