commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public boolean isUseGlobalRegistry() {     return this.useGlobalRegistry. }
false;public;1;3;;public void setUseGlobalRegistry(boolean useGlobalRegistry) {     this.useGlobalRegistry = useGlobalRegistry. }
false;public;0;3;;public Map<String, Boolean> getEnable() {     return this.enable. }
false;public;0;3;;public Map<String, String> getTags() {     return this.tags. }
false;public;0;3;;public Web getWeb() {     return this.web. }
false;public;0;3;;public Distribution getDistribution() {     return this.distribution. }
false;public;0;3;;public Client getClient() {     return this.client. }
false;public;0;3;;public Server getServer() {     return this.server. }
false;public;0;3;;public String getRequestsMetricName() {     return this.requestsMetricName. }
false;public;1;3;;public void setRequestsMetricName(String requestsMetricName) {     this.requestsMetricName = requestsMetricName. }
false;public;0;3;;public int getMaxUriTags() {     return this.maxUriTags. }
false;public;1;3;;public void setMaxUriTags(int maxUriTags) {     this.maxUriTags = maxUriTags. }
false;public;0;3;;public boolean isAutoTimeRequests() {     return this.autoTimeRequests. }
false;public;1;3;;public void setAutoTimeRequests(boolean autoTimeRequests) {     this.autoTimeRequests = autoTimeRequests. }
false;public;0;3;;public String getRequestsMetricName() {     return this.requestsMetricName. }
false;public;1;3;;public void setRequestsMetricName(String requestsMetricName) {     this.requestsMetricName = requestsMetricName. }
false;public;0;3;;public int getMaxUriTags() {     return this.maxUriTags. }
false;public;1;3;;public void setMaxUriTags(int maxUriTags) {     this.maxUriTags = maxUriTags. }
false;public;0;3;;public Map<String, Boolean> getPercentilesHistogram() {     return this.percentilesHistogram. }
false;public;0;3;;public Map<String, double[]> getPercentiles() {     return this.percentiles. }
false;public;0;3;;public Map<String, ServiceLevelAgreementBoundary[]> getSla() {     return this.sla. }
false;public;0;3;;public Map<String, String> getMinimumExpectedValue() {     return this.minimumExpectedValue. }
false;public;0;3;;public Map<String, String> getMaximumExpectedValue() {     return this.maximumExpectedValue. }
