# id;timestamp;commentText;codeText;commentWords;codeWords
MesosArtifactServer -> public synchronized void stop() throws Exception;1472484430;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1472484766;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1472484771;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1480527125;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1480980565;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1489748538;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1495720586;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1502111816;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1502357790;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1506499511;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
MesosArtifactServer -> public synchronized void stop() throws Exception;1527499265;Stops the artifact server._@throws Exception;public synchronized void stop() throws Exception {_		if (this.serverChannel != null) {_			this.serverChannel.close().awaitUninterruptibly()__			this.serverChannel = null__		}_		if (bootstrap != null) {_			if (bootstrap.group() != null) {_				bootstrap.group().shutdownGracefully()__			}_			bootstrap = null__		}_	};stops,the,artifact,server,throws,exception;public,synchronized,void,stop,throws,exception,if,this,server,channel,null,this,server,channel,close,await,uninterruptibly,this,server,channel,null,if,bootstrap,null,if,bootstrap,group,null,bootstrap,group,shutdown,gracefully,bootstrap,null
