# id;timestamp;commentText;codeText;commentWords;codeWords
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1328020251;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(new String[] {basename})__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,new,string,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1329142650;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1348671314;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1356735495;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1357119239;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1368482696;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1385412762;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1408623868;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1410958822;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> public void setBasename(String basename);1425660337;Set a single basename, following the basic ResourceBundle convention of_not specifying file extension or language codes, but in contrast to_{@link ResourceBundleMessageSource} referring to a Spring resource location:_e.g. "WEB-INF/messages" for "WEB-INF/messages.properties",_"WEB-INF/messages_en.properties", etc._<p>XML properties files are also supported: .g. "WEB-INF/messages" will find_and load "WEB-INF/messages.xml", "WEB-INF/messages_en.xml", etc as well._@param basename the single basename_@see #setBasenames_@see org.springframework.core.io.ResourceEditor_@see java.util.ResourceBundle;public void setBasename(String basename) {_		setBasenames(basename)__	};set,a,single,basename,following,the,basic,resource,bundle,convention,of,not,specifying,file,extension,or,language,codes,but,in,contrast,to,link,resource,bundle,message,source,referring,to,a,spring,resource,location,e,g,web,inf,messages,for,web,inf,messages,properties,web,inf,properties,etc,p,xml,properties,files,are,also,supported,g,web,inf,messages,will,find,and,load,web,inf,messages,xml,web,inf,xml,etc,as,well,param,basename,the,single,basename,see,set,basenames,see,org,springframework,core,io,resource,editor,see,java,util,resource,bundle;public,void,set,basename,string,basename,set,basenames,basename
ReloadableResourceBundleMessageSource -> @Override 	protected String resolveCodeWithoutArguments(String code, Locale locale);1328020251;Resolves the given message code as key in the retrieved bundle files,_returning the value found in the bundle as-is (without MessageFormat parsing).;@Override_	protected String resolveCodeWithoutArguments(String code, Locale locale) {_		if (this.cacheMillis < 0) {_			PropertiesHolder propHolder = getMergedProperties(locale)__			String result = propHolder.getProperty(code)__			if (result != null) {_				return result__			}_		}_		else {_			for (String basename : this.basenames) {_				List<String> filenames = calculateAllFilenames(basename, locale)__				for (String filename : filenames) {_					PropertiesHolder propHolder = getProperties(filename)__					String result = propHolder.getProperty(code)__					if (result != null) {_						return result__					}_				}_			}_		}_		return null__	};resolves,the,given,message,code,as,key,in,the,retrieved,bundle,files,returning,the,value,found,in,the,bundle,as,is,without,message,format,parsing;override,protected,string,resolve,code,without,arguments,string,code,locale,locale,if,this,cache,millis,0,properties,holder,prop,holder,get,merged,properties,locale,string,result,prop,holder,get,property,code,if,result,null,return,result,else,for,string,basename,this,basenames,list,string,filenames,calculate,all,filenames,basename,locale,for,string,filename,filenames,properties,holder,prop,holder,get,properties,filename,string,result,prop,holder,get,property,code,if,result,null,return,result,return,null
