# id;timestamp;commentText;codeText;commentWords;codeWords
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1377686993;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1383132613;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1383157818;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1385412762;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1425551831;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1425566168;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1426267113;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1436911539;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1447399860;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1450454045;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1461785446;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
PostProcessorRegistrationDelegate -> private static void invokeBeanFactoryPostProcessors( 			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory);1467730834;Invoke the given BeanFactoryPostProcessor beans.;private static void invokeBeanFactoryPostProcessors(_			Collection<? extends BeanFactoryPostProcessor> postProcessors, ConfigurableListableBeanFactory beanFactory) {__		for (BeanFactoryPostProcessor postProcessor : postProcessors) {_			postProcessor.postProcessBeanFactory(beanFactory)__		}_	};invoke,the,given,bean,factory,post,processor,beans;private,static,void,invoke,bean,factory,post,processors,collection,extends,bean,factory,post,processor,post,processors,configurable,listable,bean,factory,bean,factory,for,bean,factory,post,processor,post,processor,post,processors,post,processor,post,process,bean,factory,bean,factory
