commented;modifiers;parameterAmount;loc;comment;code
false;;0;3;;boolean isBasicStarted() {     return isBasicStarted. }
false;;0;3;;String getErrorMessage() {     return errorMessage. }
false;;0;3;;RestStatus getRestStatus() {     return restStatus. }
false;public;0;3;;public Status getStatus() {     return status. }
false;public;1;18;;@Override public void readFrom(StreamInput in) throws IOException {     super.readFrom(in).     status = in.readEnum(Status.class).     acknowledgeMessage = in.readOptionalString().     int size = in.readVInt().     Map<String, String[]> acknowledgeMessages = new HashMap<>(size).     for (int i = 0. i < size. i++) {         String feature = in.readString().         int nMessages = in.readVInt().         String[] messages = new String[nMessages].         for (int j = 0. j < nMessages. j++) {             messages[j] = in.readString().         }         acknowledgeMessages.put(feature, messages).     }     this.acknowledgeMessages = acknowledgeMessages. }
false;public;1;14;;@Override public void writeTo(StreamOutput out) throws IOException {     super.writeTo(out).     out.writeEnum(status).     out.writeOptionalString(acknowledgeMessage).     out.writeVInt(acknowledgeMessages.size()).     for (Map.Entry<String, String[]> entry : acknowledgeMessages.entrySet()) {         out.writeString(entry.getKey()).         out.writeVInt(entry.getValue().length).         for (String message : entry.getValue()) {             out.writeString(message).         }     } }
false;protected;2;21;;@Override protected void addCustomFields(XContentBuilder builder, Params params) throws IOException {     if (status.isBasicStarted()) {         builder.field(BASIC_WAS_STARTED_FIELD.getPreferredName(), true).     } else {         builder.field(BASIC_WAS_STARTED_FIELD.getPreferredName(), false).         builder.field(ERROR_MESSAGE_FIELD.getPreferredName(), status.getErrorMessage()).     }     if (acknowledgeMessages.isEmpty() == false) {         builder.startObject("acknowledge").         builder.field(MESSAGE_FIELD.getPreferredName(), acknowledgeMessage).         for (Map.Entry<String, String[]> entry : acknowledgeMessages.entrySet()) {             builder.startArray(entry.getKey()).             for (String message : entry.getValue()) {                 builder.value(message).             }             builder.endArray().         }         builder.endObject().     } }
false;public;0;4;;@Override public RestStatus status() {     return status.restStatus. }
false;public;1;11;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     if (!super.equals(o))         return false.     PostStartBasicResponse that = (PostStartBasicResponse) o.     return status == that.status && ProtocolUtils.equals(acknowledgeMessages, that.acknowledgeMessages) && Objects.equals(acknowledgeMessage, that.acknowledgeMessage). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(super.hashCode(), status, ProtocolUtils.hashCode(acknowledgeMessages), acknowledgeMessage). }
