commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public LinkedInConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(LinkedInConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public LinkedInApiName getApiName() {     return apiName. }
false;public;1;3;;public void setApiName(LinkedInApiName apiName) {     this.apiName = apiName. }
false;public;0;3;;public String getMethodName() {     return methodName. }
false;public;1;3;;public void setMethodName(String methodName) {     this.methodName = methodName. }
false;public;0;3;;public String getUserName() {     return userName. }
false;public;1;3;;public void setUserName(String userName) {     this.userName = userName. }
false;public;0;3;;public String getUserPassword() {     return userPassword. }
false;public;1;3;;public void setUserPassword(String userPassword) {     this.userPassword = userPassword. }
false;public;0;3;;public String getAccessToken() {     return accessToken. }
false;public;1;3;;public void setAccessToken(String accessToken) {     this.accessToken = accessToken. }
false;public;0;3;;public Long getExpiryTime() {     return expiryTime. }
false;public;1;3;;public void setExpiryTime(Long expiryTime) {     this.expiryTime = expiryTime. }
false;public;0;3;;public OAuthSecureStorage getSecureStorage() {     return secureStorage. }
false;public;1;3;;public void setSecureStorage(OAuthSecureStorage secureStorage) {     this.secureStorage = secureStorage. }
false;public;0;3;;public String getClientId() {     return clientId. }
false;public;1;3;;public void setClientId(String clientId) {     this.clientId = clientId. }
false;public;0;3;;public String getClientSecret() {     return clientSecret. }
false;public;1;3;;public void setClientSecret(String clientSecret) {     this.clientSecret = clientSecret. }
false;public;0;3;;public OAuthScope[] getScopes() {     return scopes. }
false;public;1;3;;public void setScopes(OAuthScope[] scopes) {     this.scopes = scopes. }
false;public;0;3;;public String getRedirectUri() {     return redirectUri. }
false;public;1;3;;public void setRedirectUri(String redirectUri) {     this.redirectUri = redirectUri. }
false;public;0;3;;public Map getHttpParams() {     return httpParams. }
false;public;1;3;;public void setHttpParams(Map httpParams) {     this.httpParams = httpParams. }
false;public;0;3;;public Boolean getLazyAuth() {     return lazyAuth. }
false;public;1;3;;public void setLazyAuth(Boolean lazyAuth) {     this.lazyAuth = lazyAuth. }
