commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public Format getFormat() {     return format. }
false;public;1;3;;public void setFormat(Format format) {     this.format = format. }
false;public;0;3;;public Boolean isStick() {     return stick. }
false;public;1;3;;public void setStick(Boolean stick) {     this.stick = stick. }
false;public;0;3;;public List<Integer> getCategories() {     return categories. }
false;public;1;3;;public void setCategories(List<Integer> categories) {     this.categories = categories. }
false;public;0;3;;public List<Integer> getTags() {     return tags. }
false;public;1;3;;public void setTags(List<Integer> tags) {     this.tags = tags. }
false;public;0;3;;public Integer getLiveblogLikes() {     return liveblogLikes. }
false;public;1;3;;public void setLiveblogLikes(Integer liveblogLikes) {     this.liveblogLikes = liveblogLikes. }
