commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getHostname() {     return hostname. }
false;public;1;3;;public void setHostname(String hostname) {     this.hostname = hostname. }
false;public;0;3;;public Integer getPortNumber() {     return portNumber. }
false;public;1;3;;public void setPortNumber(Integer portNumber) {     this.portNumber = portNumber. }
false;public;0;3;;public String getUsername() {     return username. }
false;public;1;3;;public void setUsername(String username) {     this.username = username. }
false;public;0;3;;public String getPassword() {     return password. }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public String getVhost() {     return vhost. }
false;public;1;3;;public void setVhost(String vhost) {     this.vhost = vhost. }
false;public;0;3;;public String getAddresses() {     return addresses. }
false;public;1;3;;public void setAddresses(String addresses) {     this.addresses = addresses. }
false;public;0;3;;public String getConnectionFactory() {     return connectionFactory. }
false;public;1;3;;public void setConnectionFactory(String connectionFactory) {     this.connectionFactory = connectionFactory. }
false;public;0;3;;public Integer getThreadPoolSize() {     return threadPoolSize. }
false;public;1;3;;public void setThreadPoolSize(Integer threadPoolSize) {     this.threadPoolSize = threadPoolSize. }
false;public;0;3;;public Boolean getAutoDetectConnectionFactory() {     return autoDetectConnectionFactory. }
false;public;1;4;;public void setAutoDetectConnectionFactory(Boolean autoDetectConnectionFactory) {     this.autoDetectConnectionFactory = autoDetectConnectionFactory. }
false;public;0;3;;public Integer getConnectionTimeout() {     return connectionTimeout. }
false;public;1;3;;public void setConnectionTimeout(Integer connectionTimeout) {     this.connectionTimeout = connectionTimeout. }
false;public;0;3;;public Integer getRequestedChannelMax() {     return requestedChannelMax. }
false;public;1;3;;public void setRequestedChannelMax(Integer requestedChannelMax) {     this.requestedChannelMax = requestedChannelMax. }
false;public;0;3;;public Integer getRequestedFrameMax() {     return requestedFrameMax. }
false;public;1;3;;public void setRequestedFrameMax(Integer requestedFrameMax) {     this.requestedFrameMax = requestedFrameMax. }
false;public;0;3;;public Integer getRequestedHeartbeat() {     return requestedHeartbeat. }
false;public;1;3;;public void setRequestedHeartbeat(Integer requestedHeartbeat) {     this.requestedHeartbeat = requestedHeartbeat. }
false;public;0;3;;public Boolean getAutomaticRecoveryEnabled() {     return automaticRecoveryEnabled. }
false;public;1;3;;public void setAutomaticRecoveryEnabled(Boolean automaticRecoveryEnabled) {     this.automaticRecoveryEnabled = automaticRecoveryEnabled. }
false;public;0;3;;public Integer getNetworkRecoveryInterval() {     return networkRecoveryInterval. }
false;public;1;3;;public void setNetworkRecoveryInterval(Integer networkRecoveryInterval) {     this.networkRecoveryInterval = networkRecoveryInterval. }
false;public;0;3;;public Boolean getTopologyRecoveryEnabled() {     return topologyRecoveryEnabled. }
false;public;1;3;;public void setTopologyRecoveryEnabled(Boolean topologyRecoveryEnabled) {     this.topologyRecoveryEnabled = topologyRecoveryEnabled. }
false;public;0;3;;public Boolean getPrefetchEnabled() {     return prefetchEnabled. }
false;public;1;3;;public void setPrefetchEnabled(Boolean prefetchEnabled) {     this.prefetchEnabled = prefetchEnabled. }
false;public;0;3;;public Integer getPrefetchSize() {     return prefetchSize. }
false;public;1;3;;public void setPrefetchSize(Integer prefetchSize) {     this.prefetchSize = prefetchSize. }
false;public;0;3;;public Integer getPrefetchCount() {     return prefetchCount. }
false;public;1;3;;public void setPrefetchCount(Integer prefetchCount) {     this.prefetchCount = prefetchCount. }
false;public;0;3;;public Boolean getPrefetchGlobal() {     return prefetchGlobal. }
false;public;1;3;;public void setPrefetchGlobal(Boolean prefetchGlobal) {     this.prefetchGlobal = prefetchGlobal. }
false;public;0;3;;public Integer getChannelPoolMaxSize() {     return channelPoolMaxSize. }
false;public;1;3;;public void setChannelPoolMaxSize(Integer channelPoolMaxSize) {     this.channelPoolMaxSize = channelPoolMaxSize. }
false;public;0;3;;public Long getChannelPoolMaxWait() {     return channelPoolMaxWait. }
false;public;1;3;;public void setChannelPoolMaxWait(Long channelPoolMaxWait) {     this.channelPoolMaxWait = channelPoolMaxWait. }
false;public;0;3;;public Long getRequestTimeout() {     return requestTimeout. }
false;public;1;3;;public void setRequestTimeout(Long requestTimeout) {     this.requestTimeout = requestTimeout. }
false;public;0;3;;public Long getRequestTimeoutCheckerInterval() {     return requestTimeoutCheckerInterval. }
false;public;1;4;;public void setRequestTimeoutCheckerInterval(Long requestTimeoutCheckerInterval) {     this.requestTimeoutCheckerInterval = requestTimeoutCheckerInterval. }
false;public;0;3;;public Boolean getTransferException() {     return transferException. }
false;public;1;3;;public void setTransferException(Boolean transferException) {     this.transferException = transferException. }
false;public;0;3;;public Boolean getPublisherAcknowledgements() {     return publisherAcknowledgements. }
false;public;1;3;;public void setPublisherAcknowledgements(Boolean publisherAcknowledgements) {     this.publisherAcknowledgements = publisherAcknowledgements. }
false;public;0;3;;public Long getPublisherAcknowledgementsTimeout() {     return publisherAcknowledgementsTimeout. }
false;public;1;4;;public void setPublisherAcknowledgementsTimeout(Long publisherAcknowledgementsTimeout) {     this.publisherAcknowledgementsTimeout = publisherAcknowledgementsTimeout. }
false;public;0;3;;public Boolean getGuaranteedDeliveries() {     return guaranteedDeliveries. }
false;public;1;3;;public void setGuaranteedDeliveries(Boolean guaranteedDeliveries) {     this.guaranteedDeliveries = guaranteedDeliveries. }
false;public;0;3;;public Boolean getMandatory() {     return mandatory. }
false;public;1;3;;public void setMandatory(Boolean mandatory) {     this.mandatory = mandatory. }
false;public;0;3;;public Boolean getImmediate() {     return immediate. }
false;public;1;3;;public void setImmediate(Boolean immediate) {     this.immediate = immediate. }
false;public;0;3;;public String getArgs() {     return args. }
false;public;1;3;;public void setArgs(String args) {     this.args = args. }
false;public;0;3;;public String getClientProperties() {     return clientProperties. }
false;public;1;3;;public void setClientProperties(String clientProperties) {     this.clientProperties = clientProperties. }
false;public;0;3;;public String getSslProtocol() {     return sslProtocol. }
false;public;1;3;;public void setSslProtocol(String sslProtocol) {     this.sslProtocol = sslProtocol. }
false;public;0;3;;public String getTrustManager() {     return trustManager. }
false;public;1;3;;public void setTrustManager(String trustManager) {     this.trustManager = trustManager. }
false;public;0;3;;public Boolean getAutoAck() {     return autoAck. }
false;public;1;3;;public void setAutoAck(Boolean autoAck) {     this.autoAck = autoAck. }
false;public;0;3;;public Boolean getAutoDelete() {     return autoDelete. }
false;public;1;3;;public void setAutoDelete(Boolean autoDelete) {     this.autoDelete = autoDelete. }
false;public;0;3;;public Boolean getDurable() {     return durable. }
false;public;1;3;;public void setDurable(Boolean durable) {     this.durable = durable. }
false;public;0;3;;public Boolean getExclusive() {     return exclusive. }
false;public;1;3;;public void setExclusive(Boolean exclusive) {     this.exclusive = exclusive. }
false;public;0;3;;public Boolean getExclusiveConsumer() {     return exclusiveConsumer. }
false;public;1;3;;public void setExclusiveConsumer(Boolean exclusiveConsumer) {     this.exclusiveConsumer = exclusiveConsumer. }
false;public;0;3;;public Boolean getPassive() {     return passive. }
false;public;1;3;;public void setPassive(Boolean passive) {     this.passive = passive. }
false;public;0;3;;public Boolean getSkipQueueDeclare() {     return skipQueueDeclare. }
false;public;1;3;;public void setSkipQueueDeclare(Boolean skipQueueDeclare) {     this.skipQueueDeclare = skipQueueDeclare. }
false;public;0;3;;public Boolean getSkipQueueBind() {     return skipQueueBind. }
false;public;1;3;;public void setSkipQueueBind(Boolean skipQueueBind) {     this.skipQueueBind = skipQueueBind. }
false;public;0;3;;public Boolean getSkipExchangeDeclare() {     return skipExchangeDeclare. }
false;public;1;3;;public void setSkipExchangeDeclare(Boolean skipExchangeDeclare) {     this.skipExchangeDeclare = skipExchangeDeclare. }
false;public;0;3;;public Boolean getDeclare() {     return declare. }
false;public;1;3;;public void setDeclare(Boolean declare) {     this.declare = declare. }
false;public;0;3;;public String getDeadLetterExchange() {     return deadLetterExchange. }
false;public;1;3;;public void setDeadLetterExchange(String deadLetterExchange) {     this.deadLetterExchange = deadLetterExchange. }
false;public;0;3;;public String getDeadLetterQueue() {     return deadLetterQueue. }
false;public;1;3;;public void setDeadLetterQueue(String deadLetterQueue) {     this.deadLetterQueue = deadLetterQueue. }
false;public;0;3;;public String getDeadLetterRoutingKey() {     return deadLetterRoutingKey. }
false;public;1;3;;public void setDeadLetterRoutingKey(String deadLetterRoutingKey) {     this.deadLetterRoutingKey = deadLetterRoutingKey. }
false;public;0;3;;public String getDeadLetterExchangeType() {     return deadLetterExchangeType. }
false;public;1;3;;public void setDeadLetterExchangeType(String deadLetterExchangeType) {     this.deadLetterExchangeType = deadLetterExchangeType. }
false;public;0;3;;public Boolean getAllowNullHeaders() {     return allowNullHeaders. }
false;public;1;3;;public void setAllowNullHeaders(Boolean allowNullHeaders) {     this.allowNullHeaders = allowNullHeaders. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
