commented;modifiers;parameterAmount;loc;comment;code
false;public;1;4;;public SqlQueryRequestBuilder query(String query) {     request.query(query).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder mode(String mode) {     request.mode(mode).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder mode(Mode mode) {     request.mode(mode).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder cursor(String cursor) {     request.cursor(cursor).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder filter(QueryBuilder filter) {     request.filter(filter).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder zoneId(ZoneId zoneId) {     request.zoneId(zoneId).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder requestTimeout(TimeValue timeout) {     request.requestTimeout(timeout).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder pageTimeout(TimeValue timeout) {     request.pageTimeout(timeout).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder columnar(boolean columnar) {     request.columnar(columnar).     return this. }
false;public;1;4;;public SqlQueryRequestBuilder fetchSize(int fetchSize) {     request.fetchSize(fetchSize).     return this. }
