commented;modifiers;parameterAmount;loc;comment;code
true;public;0;3;/**  * Returns snapshot stage  */ ;/**  * Returns snapshot stage  */ public SnapshotIndexShardStage getStage() {     return stage. }
true;public;0;3;/**  * Returns snapshot stats  */ ;/**  * Returns snapshot stats  */ public SnapshotStats getStats() {     return stats. }
true;public;0;3;/**  * Returns node id of the node where snapshot is currently running  */ ;/**  * Returns node id of the node where snapshot is currently running  */ public String getNodeId() {     return nodeId. }
true;public;0;3;/**  * Returns reason for snapshot failure  */ ;/**  * Returns reason for snapshot failure  */ public String getFailure() {     return failure. }
false;public,static;1;5;;public static SnapshotIndexShardStatus readShardSnapshotStatus(StreamInput in) throws IOException {     SnapshotIndexShardStatus shardStatus = new SnapshotIndexShardStatus().     shardStatus.readFrom(in).     return shardStatus. }
false;public;1;8;;@Override public void writeTo(StreamOutput out) throws IOException {     super.writeTo(out).     out.writeByte(stage.value()).     stats.writeTo(out).     out.writeOptionalString(nodeId).     out.writeOptionalString(failure). }
false;public;1;8;;@Override public void readFrom(StreamInput in) throws IOException {     super.readFrom(in).     stage = SnapshotIndexShardStage.fromValue(in.readByte()).     stats = SnapshotStats.readSnapshotStats(in).     nodeId = in.readOptionalString().     failure = in.readOptionalString(). }
false;public;2;14;;@Override public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException {     builder.startObject(Integer.toString(getShardId().getId())).     builder.field(Fields.STAGE, getStage()).     builder.field(SnapshotStats.Fields.STATS, stats, params).     if (getNodeId() != null) {         builder.field(Fields.NODE, getNodeId()).     }     if (getFailure() != null) {         builder.field(Fields.REASON, getFailure()).     }     builder.endObject().     return builder. }
false;public,static;2;4;;public static SnapshotIndexShardStatus fromXContent(XContentParser parser, String indexId) throws IOException {     XContentParserUtils.ensureExpectedToken(XContentParser.Token.FIELD_NAME, parser.currentToken(), parser::getTokenLocation).     return PARSER.parse(parser, indexId, parser.currentName()). }
false;public;1;12;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     SnapshotIndexShardStatus that = (SnapshotIndexShardStatus) o.     if (stage != that.stage)         return false.     if (stats != null ? !stats.equals(that.stats) : that.stats != null)         return false.     if (nodeId != null ? !nodeId.equals(that.nodeId) : that.nodeId != null)         return false.     return failure != null ? failure.equals(that.failure) : that.failure == null. }
false;public;0;8;;@Override public int hashCode() {     int result = stage != null ? stage.hashCode() : 0.     result = 31 * result + (stats != null ? stats.hashCode() : 0).     result = 31 * result + (nodeId != null ? nodeId.hashCode() : 0).     result = 31 * result + (failure != null ? failure.hashCode() : 0).     return result. }
