# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1328020251;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		return new PdfReader(getApplicationContext().getResource(getUrl()).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,return,new,pdf,reader,get,application,context,get,resource,get,url,get,input,stream
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1385423968;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		return new PdfReader(getApplicationContext().getResource(getUrl()).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,return,new,pdf,reader,get,application,context,get,resource,get,url,get,input,stream
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1413848647;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		return new PdfReader(getApplicationContext().getResource(getUrl()).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,return,new,pdf,reader,get,application,context,get,resource,get,url,get,input,stream
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1496837955;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		String url = getUrl()__		Assert.state(url != null, "'url' not set")__		return new PdfReader(obtainApplicationContext().getResource(url).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,string,url,get,url,assert,state,url,null,url,not,set,return,new,pdf,reader,obtain,application,context,get,resource,url,get,input,stream
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1508843693;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		String url = getUrl()__		Assert.state(url != null, "'url' not set")__		return new PdfReader(obtainApplicationContext().getResource(url).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,string,url,get,url,assert,state,url,null,url,not,set,return,new,pdf,reader,obtain,application,context,get,resource,url,get,input,stream
AbstractPdfStamperView -> protected PdfReader readPdfResource() throws IOException;1520438925;Read the raw PDF resource into an iText PdfReader._<p>The default implementation resolve the specified "url" property_as ApplicationContext resource._@return the PdfReader instance_@throws IOException if resource access failed_@see #setUrl;protected PdfReader readPdfResource() throws IOException {_		String url = getUrl()__		Assert.state(url != null, "'url' not set")__		return new PdfReader(obtainApplicationContext().getResource(url).getInputStream())__	};read,the,raw,pdf,resource,into,an,i,text,pdf,reader,p,the,default,implementation,resolve,the,specified,url,property,as,application,context,resource,return,the,pdf,reader,instance,throws,ioexception,if,resource,access,failed,see,set,url;protected,pdf,reader,read,pdf,resource,throws,ioexception,string,url,get,url,assert,state,url,null,url,not,set,return,new,pdf,reader,obtain,application,context,get,resource,url,get,input,stream
AbstractPdfStamperView -> protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper, 			HttpServletRequest request, HttpServletResponse response) throws Exception_;1328020251;Subclasses must implement this method to merge the PDF form_with the given model data._<p>This is where you are able to set values on the AcroForm._An example of what can be done at this level is:_<pre class="code">_// get the form from the document_AcroFields form = stamper.getAcroFields()___// set some values on the form_form.setField("field1", "value1")__form.setField("field2", "Vvlue2")___// set the disposition and filename_response.setHeader("Content-disposition", "attachment_ FILENAME=someName.pdf")_</pre>_<p>Note that the passed-in HTTP response is just supposed to be used_for setting cookies or other HTTP headers. The built PDF document itself_will automatically get written to the response after this method returns._@param model the model Map_@param stamper the PdfStamper instance that will contain the AcroFields._You may also customize this PdfStamper instance according to your needs,_e.g. setting the "formFlattening" property._@param request in case we need locale etc. Shouldn't look at attributes._@param response in case we need to set cookies. Shouldn't write to it._@throws Exception any exception that occured during document building;protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper,_			HttpServletRequest request, HttpServletResponse response) throws Exception_;subclasses,must,implement,this,method,to,merge,the,pdf,form,with,the,given,model,data,p,this,is,where,you,are,able,to,set,values,on,the,acro,form,an,example,of,what,can,be,done,at,this,level,is,pre,class,code,get,the,form,from,the,document,acro,fields,form,stamper,get,acro,fields,set,some,values,on,the,form,form,set,field,field1,value1,form,set,field,field2,vvlue2,set,the,disposition,and,filename,response,set,header,content,disposition,attachment,filename,some,name,pdf,pre,p,note,that,the,passed,in,http,response,is,just,supposed,to,be,used,for,setting,cookies,or,other,http,headers,the,built,pdf,document,itself,will,automatically,get,written,to,the,response,after,this,method,returns,param,model,the,model,map,param,stamper,the,pdf,stamper,instance,that,will,contain,the,acro,fields,you,may,also,customize,this,pdf,stamper,instance,according,to,your,needs,e,g,setting,the,form,flattening,property,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,param,response,in,case,we,need,to,set,cookies,shouldn,t,write,to,it,throws,exception,any,exception,that,occured,during,document,building;protected,abstract,void,merge,pdf,document,map,string,object,model,pdf,stamper,stamper,http,servlet,request,request,http,servlet,response,response,throws,exception
AbstractPdfStamperView -> protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper, 			HttpServletRequest request, HttpServletResponse response) throws Exception_;1385423968;Subclasses must implement this method to merge the PDF form_with the given model data._<p>This is where you are able to set values on the AcroForm._An example of what can be done at this level is:_<pre class="code">_// get the form from the document_AcroFields form = stamper.getAcroFields()___// set some values on the form_form.setField("field1", "value1")__form.setField("field2", "Vvlue2")___// set the disposition and filename_response.setHeader("Content-disposition", "attachment_ FILENAME=someName.pdf")_</pre>_<p>Note that the passed-in HTTP response is just supposed to be used_for setting cookies or other HTTP headers. The built PDF document itself_will automatically get written to the response after this method returns._@param model the model Map_@param stamper the PdfStamper instance that will contain the AcroFields._You may also customize this PdfStamper instance according to your needs,_e.g. setting the "formFlattening" property._@param request in case we need locale etc. Shouldn't look at attributes._@param response in case we need to set cookies. Shouldn't write to it._@throws Exception any exception that occurred during document building;protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper,_			HttpServletRequest request, HttpServletResponse response) throws Exception_;subclasses,must,implement,this,method,to,merge,the,pdf,form,with,the,given,model,data,p,this,is,where,you,are,able,to,set,values,on,the,acro,form,an,example,of,what,can,be,done,at,this,level,is,pre,class,code,get,the,form,from,the,document,acro,fields,form,stamper,get,acro,fields,set,some,values,on,the,form,form,set,field,field1,value1,form,set,field,field2,vvlue2,set,the,disposition,and,filename,response,set,header,content,disposition,attachment,filename,some,name,pdf,pre,p,note,that,the,passed,in,http,response,is,just,supposed,to,be,used,for,setting,cookies,or,other,http,headers,the,built,pdf,document,itself,will,automatically,get,written,to,the,response,after,this,method,returns,param,model,the,model,map,param,stamper,the,pdf,stamper,instance,that,will,contain,the,acro,fields,you,may,also,customize,this,pdf,stamper,instance,according,to,your,needs,e,g,setting,the,form,flattening,property,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,param,response,in,case,we,need,to,set,cookies,shouldn,t,write,to,it,throws,exception,any,exception,that,occurred,during,document,building;protected,abstract,void,merge,pdf,document,map,string,object,model,pdf,stamper,stamper,http,servlet,request,request,http,servlet,response,response,throws,exception
AbstractPdfStamperView -> protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper, 			HttpServletRequest request, HttpServletResponse response) throws Exception_;1413848647;Subclasses must implement this method to merge the PDF form_with the given model data._<p>This is where you are able to set values on the AcroForm._An example of what can be done at this level is:_<pre class="code">_// get the form from the document_AcroFields form = stamper.getAcroFields()___// set some values on the form_form.setField("field1", "value1")__form.setField("field2", "Vvlue2")___// set the disposition and filename_response.setHeader("Content-disposition", "attachment_ FILENAME=someName.pdf")_</pre>_<p>Note that the passed-in HTTP response is just supposed to be used_for setting cookies or other HTTP headers. The built PDF document itself_will automatically get written to the response after this method returns._@param model the model Map_@param stamper the PdfStamper instance that will contain the AcroFields._You may also customize this PdfStamper instance according to your needs,_e.g. setting the "formFlattening" property._@param request in case we need locale etc. Shouldn't look at attributes._@param response in case we need to set cookies. Shouldn't write to it._@throws Exception any exception that occurred during document building;protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper,_			HttpServletRequest request, HttpServletResponse response) throws Exception_;subclasses,must,implement,this,method,to,merge,the,pdf,form,with,the,given,model,data,p,this,is,where,you,are,able,to,set,values,on,the,acro,form,an,example,of,what,can,be,done,at,this,level,is,pre,class,code,get,the,form,from,the,document,acro,fields,form,stamper,get,acro,fields,set,some,values,on,the,form,form,set,field,field1,value1,form,set,field,field2,vvlue2,set,the,disposition,and,filename,response,set,header,content,disposition,attachment,filename,some,name,pdf,pre,p,note,that,the,passed,in,http,response,is,just,supposed,to,be,used,for,setting,cookies,or,other,http,headers,the,built,pdf,document,itself,will,automatically,get,written,to,the,response,after,this,method,returns,param,model,the,model,map,param,stamper,the,pdf,stamper,instance,that,will,contain,the,acro,fields,you,may,also,customize,this,pdf,stamper,instance,according,to,your,needs,e,g,setting,the,form,flattening,property,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,param,response,in,case,we,need,to,set,cookies,shouldn,t,write,to,it,throws,exception,any,exception,that,occurred,during,document,building;protected,abstract,void,merge,pdf,document,map,string,object,model,pdf,stamper,stamper,http,servlet,request,request,http,servlet,response,response,throws,exception
AbstractPdfStamperView -> protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper, 			HttpServletRequest request, HttpServletResponse response) throws Exception_;1496837955;Subclasses must implement this method to merge the PDF form_with the given model data._<p>This is where you are able to set values on the AcroForm._An example of what can be done at this level is:_<pre class="code">_// get the form from the document_AcroFields form = stamper.getAcroFields()___// set some values on the form_form.setField("field1", "value1")__form.setField("field2", "Vvlue2")___// set the disposition and filename_response.setHeader("Content-disposition", "attachment_ FILENAME=someName.pdf")_</pre>_<p>Note that the passed-in HTTP response is just supposed to be used_for setting cookies or other HTTP headers. The built PDF document itself_will automatically get written to the response after this method returns._@param model the model Map_@param stamper the PdfStamper instance that will contain the AcroFields._You may also customize this PdfStamper instance according to your needs,_e.g. setting the "formFlattening" property._@param request in case we need locale etc. Shouldn't look at attributes._@param response in case we need to set cookies. Shouldn't write to it._@throws Exception any exception that occurred during document building;protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper,_			HttpServletRequest request, HttpServletResponse response) throws Exception_;subclasses,must,implement,this,method,to,merge,the,pdf,form,with,the,given,model,data,p,this,is,where,you,are,able,to,set,values,on,the,acro,form,an,example,of,what,can,be,done,at,this,level,is,pre,class,code,get,the,form,from,the,document,acro,fields,form,stamper,get,acro,fields,set,some,values,on,the,form,form,set,field,field1,value1,form,set,field,field2,vvlue2,set,the,disposition,and,filename,response,set,header,content,disposition,attachment,filename,some,name,pdf,pre,p,note,that,the,passed,in,http,response,is,just,supposed,to,be,used,for,setting,cookies,or,other,http,headers,the,built,pdf,document,itself,will,automatically,get,written,to,the,response,after,this,method,returns,param,model,the,model,map,param,stamper,the,pdf,stamper,instance,that,will,contain,the,acro,fields,you,may,also,customize,this,pdf,stamper,instance,according,to,your,needs,e,g,setting,the,form,flattening,property,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,param,response,in,case,we,need,to,set,cookies,shouldn,t,write,to,it,throws,exception,any,exception,that,occurred,during,document,building;protected,abstract,void,merge,pdf,document,map,string,object,model,pdf,stamper,stamper,http,servlet,request,request,http,servlet,response,response,throws,exception
AbstractPdfStamperView -> protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper, 			HttpServletRequest request, HttpServletResponse response) throws Exception_;1508843693;Subclasses must implement this method to merge the PDF form_with the given model data._<p>This is where you are able to set values on the AcroForm._An example of what can be done at this level is:_<pre class="code">_// get the form from the document_AcroFields form = stamper.getAcroFields()___// set some values on the form_form.setField("field1", "value1")__form.setField("field2", "Vvlue2")___// set the disposition and filename_response.setHeader("Content-disposition", "attachment_ FILENAME=someName.pdf")_</pre>_<p>Note that the passed-in HTTP response is just supposed to be used_for setting cookies or other HTTP headers. The built PDF document itself_will automatically get written to the response after this method returns._@param model the model Map_@param stamper the PdfStamper instance that will contain the AcroFields._You may also customize this PdfStamper instance according to your needs,_e.g. setting the "formFlattening" property._@param request in case we need locale etc. Shouldn't look at attributes._@param response in case we need to set cookies. Shouldn't write to it._@throws Exception any exception that occurred during document building;protected abstract void mergePdfDocument(Map<String, Object> model, PdfStamper stamper,_			HttpServletRequest request, HttpServletResponse response) throws Exception_;subclasses,must,implement,this,method,to,merge,the,pdf,form,with,the,given,model,data,p,this,is,where,you,are,able,to,set,values,on,the,acro,form,an,example,of,what,can,be,done,at,this,level,is,pre,class,code,get,the,form,from,the,document,acro,fields,form,stamper,get,acro,fields,set,some,values,on,the,form,form,set,field,field1,value1,form,set,field,field2,vvlue2,set,the,disposition,and,filename,response,set,header,content,disposition,attachment,filename,some,name,pdf,pre,p,note,that,the,passed,in,http,response,is,just,supposed,to,be,used,for,setting,cookies,or,other,http,headers,the,built,pdf,document,itself,will,automatically,get,written,to,the,response,after,this,method,returns,param,model,the,model,map,param,stamper,the,pdf,stamper,instance,that,will,contain,the,acro,fields,you,may,also,customize,this,pdf,stamper,instance,according,to,your,needs,e,g,setting,the,form,flattening,property,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,param,response,in,case,we,need,to,set,cookies,shouldn,t,write,to,it,throws,exception,any,exception,that,occurred,during,document,building;protected,abstract,void,merge,pdf,document,map,string,object,model,pdf,stamper,stamper,http,servlet,request,request,http,servlet,response,response,throws,exception
