commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public ServerOptionsNestedConfiguration getDefaultConnectionOptions() {     return defaultConnectionOptions. }
false;public;1;4;;public void setDefaultConnectionOptions(ServerOptionsNestedConfiguration defaultConnectionOptions) {     this.defaultConnectionOptions = defaultConnectionOptions. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public DataModuleOptions getDataModuleOptions() {     return dataModuleOptions. }
false;public;1;3;;public void setDataModuleOptions(DataModuleOptions dataModuleOptions) {     this.dataModuleOptions = dataModuleOptions. }
false;public;0;3;;public Integer getBufferingPeriod() {     return bufferingPeriod. }
false;public;1;3;;public void setBufferingPeriod(Integer bufferingPeriod) {     this.bufferingPeriod = bufferingPeriod. }
false;public;0;3;;public Boolean getBooleansWithTimestamp() {     return booleansWithTimestamp. }
false;public;1;3;;public void setBooleansWithTimestamp(Boolean booleansWithTimestamp) {     this.booleansWithTimestamp = booleansWithTimestamp. }
false;public;0;3;;public Boolean getFloatsWithTimestamp() {     return floatsWithTimestamp. }
false;public;1;3;;public void setFloatsWithTimestamp(Boolean floatsWithTimestamp) {     this.floatsWithTimestamp = floatsWithTimestamp. }
false;public;0;3;;public Integer getSpontaneousDuplicates() {     return spontaneousDuplicates. }
false;public;1;3;;public void setSpontaneousDuplicates(Integer spontaneousDuplicates) {     this.spontaneousDuplicates = spontaneousDuplicates. }
false;public;0;3;;public Integer getBackgroundScanPeriod() {     return backgroundScanPeriod. }
false;public;1;3;;public void setBackgroundScanPeriod(Integer backgroundScanPeriod) {     this.backgroundScanPeriod = backgroundScanPeriod. }
