commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Build getBuild() {     return this.build. }
false;public;0;3;;public Git getGit() {     return this.git. }
false;public;0;3;;public Resource getLocation() {     return this.location. }
false;public;1;3;;public void setLocation(Resource location) {     this.location = location. }
false;public;0;3;;public Charset getEncoding() {     return this.encoding. }
false;public;1;3;;public void setEncoding(Charset encoding) {     this.encoding = encoding. }
false;public;0;3;;public Resource getLocation() {     return this.location. }
false;public;1;3;;public void setLocation(Resource location) {     this.location = location. }
false;public;0;3;;public Charset getEncoding() {     return this.encoding. }
false;public;1;3;;public void setEncoding(Charset encoding) {     this.encoding = encoding. }
