# id;timestamp;commentText;codeText;commentWords;codeWords
CompositeCacheManager -> public CompositeCacheManager();1392338513;Construct an empty CompositeCacheManager, with delegate CacheManagers to_be added via the {@link #setCacheManagers "cacheManagers"} property.;public CompositeCacheManager() {_	};construct,an,empty,composite,cache,manager,with,delegate,cache,managers,to,be,added,via,the,link,set,cache,managers,cache,managers,property;public,composite,cache,manager
CompositeCacheManager -> public CompositeCacheManager();1467730834;Construct an empty CompositeCacheManager, with delegate CacheManagers to_be added via the {@link #setCacheManagers "cacheManagers"} property.;public CompositeCacheManager() {_	};construct,an,empty,composite,cache,manager,with,delegate,cache,managers,to,be,added,via,the,link,set,cache,managers,cache,managers,property;public,composite,cache,manager
CompositeCacheManager -> public CompositeCacheManager();1502974979;Construct an empty CompositeCacheManager, with delegate CacheManagers to_be added via the {@link #setCacheManagers "cacheManagers"} property.;public CompositeCacheManager() {_	};construct,an,empty,composite,cache,manager,with,delegate,cache,managers,to,be,added,via,the,link,set,cache,managers,cache,managers,property;public,composite,cache,manager
CompositeCacheManager -> public void setCacheManagers(Collection<CacheManager> cacheManagers);1392338513;Specify the CacheManagers to delegate to.;public void setCacheManagers(Collection<CacheManager> cacheManagers) {_		this.cacheManagers.addAll(cacheManagers)__	};specify,the,cache,managers,to,delegate,to;public,void,set,cache,managers,collection,cache,manager,cache,managers,this,cache,managers,add,all,cache,managers
CompositeCacheManager -> public void setCacheManagers(Collection<CacheManager> cacheManagers);1467730834;Specify the CacheManagers to delegate to.;public void setCacheManagers(Collection<CacheManager> cacheManagers) {_		this.cacheManagers.addAll(cacheManagers)__	};specify,the,cache,managers,to,delegate,to;public,void,set,cache,managers,collection,cache,manager,cache,managers,this,cache,managers,add,all,cache,managers
CompositeCacheManager -> public void setCacheManagers(Collection<CacheManager> cacheManagers);1502974979;Specify the CacheManagers to delegate to.;public void setCacheManagers(Collection<CacheManager> cacheManagers) {_		this.cacheManagers.addAll(cacheManagers)__	};specify,the,cache,managers,to,delegate,to;public,void,set,cache,managers,collection,cache,manager,cache,managers,this,cache,managers,add,all,cache,managers
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1328020251;Indicate whether a {@link NoOpCacheManager} should be added at the end of the manager lists._In this case, any {@code getCache} requests not handled by the configured cache managers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,manager,lists,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1356735495;Indicate whether a {@link NoOpCacheManager} should be added at the end of the manager lists._In this case, any {@code getCache} requests not handled by the configured cache managers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,manager,lists,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1357119239;Indicate whether a {@link NoOpCacheManager} should be added at the end of the manager lists._In this case, any {@code getCache} requests not handled by the configured cache managers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,manager,lists,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1368482696;Indicate whether a {@link NoOpCacheManager} should be added at the end of the manager lists._In this case, any {@code getCache} requests not handled by the configured cache managers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,manager,lists,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1392338513;Indicate whether a {@link NoOpCacheManager} should be added at the end of the delegate list._In this case, any {@code getCache} requests not handled by the configured CacheManagers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,delegate,list,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1467730834;Indicate whether a {@link NoOpCacheManager} should be added at the end of the delegate list._In this case, any {@code getCache} requests not handled by the configured CacheManagers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,delegate,list,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
CompositeCacheManager -> public void setFallbackToNoOpCache(boolean fallbackToNoOpCache);1502974979;Indicate whether a {@link NoOpCacheManager} should be added at the end of the delegate list._In this case, any {@code getCache} requests not handled by the configured CacheManagers will_be automatically handled by the {@link NoOpCacheManager} (and hence never return {@code null}).;public void setFallbackToNoOpCache(boolean fallbackToNoOpCache) {_		this.fallbackToNoOpCache = fallbackToNoOpCache__	};indicate,whether,a,link,no,op,cache,manager,should,be,added,at,the,end,of,the,delegate,list,in,this,case,any,code,get,cache,requests,not,handled,by,the,configured,cache,managers,will,be,automatically,handled,by,the,link,no,op,cache,manager,and,hence,never,return,code,null;public,void,set,fallback,to,no,op,cache,boolean,fallback,to,no,op,cache,this,fallback,to,no,op,cache,fallback,to,no,op,cache
