commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Object getId() {     return id. }
false;public;1;3;;public void setId(Object id) {     this.id = id. }
false;public;0;4;;@XmlAttribute(name = "type") public Class<?> getRowType() {     return rowType. }
false;public;1;3;;public void setRowType(Class<?> rowType) {     this.rowType = rowType. }
false;public;0;3;;public Set<HBaseCell> getCells() {     return cells. }
false;public;1;3;;public void setCells(Set<HBaseCell> cells) {     this.cells = cells. }
false;public;0;3;;public boolean isEmpty() {     return cells.isEmpty(). }
false;public;0;3;;public int size() {     return cells.size(). }
false;public;0;3;;public long getTimestamp() {     return timestamp. }
false;public;1;3;;public void setTimestamp(long timestamp) {     this.timestamp = timestamp. }
false;public;1;16;;public void apply(HBaseRow modelRow) {     if (modelRow != null) {         if (rowType == null && modelRow.getRowType() != null) {             rowType = modelRow.getRowType().         }         for (HBaseCell modelCell : modelRow.getCells()) {             if (!getCells().contains(modelCell)) {                 HBaseCell cell = new HBaseCell().                 cell.setFamily(modelCell.getFamily()).                 cell.setQualifier(modelCell.getQualifier()).                 cell.setValueType(modelCell.getValueType()).                 getCells().add(cell).             }         }     } }
