# id;timestamp;commentText;codeText;commentWords;codeWords
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1495035625;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1497038887;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1497275505;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1498780456;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1498861175;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1499445979;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1499763525;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1501237594;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1501531808;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
CaptureVariablePathElement -> CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator);1501676476;@param pos the position in the pattern of this capture element_@param captureDescriptor is of the form {AAAAA[:pattern]};CaptureVariablePathElement(int pos, char[] captureDescriptor, boolean caseSensitive, char separator) {_		super(pos, separator)__		int colon = -1__		for (int i = 0_ i < captureDescriptor.length_ i++) {_			if (captureDescriptor[i] == ':') {_				colon = i__				break__			}_		}_		if (colon == -1) {_			_			this.variableName = new String(captureDescriptor, 1, captureDescriptor.length - 2)__		}_		else {_			this.variableName = new String(captureDescriptor, 1, colon - 1)__			if (caseSensitive) {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2))__			}_			else {_				this.constraintPattern = Pattern.compile(_						new String(captureDescriptor, colon + 1, captureDescriptor.length - colon - 2),_						Pattern.CASE_INSENSITIVE)__			}_		}_	};param,pos,the,position,in,the,pattern,of,this,capture,element,param,capture,descriptor,is,of,the,form,aaaaa,pattern;capture,variable,path,element,int,pos,char,capture,descriptor,boolean,case,sensitive,char,separator,super,pos,separator,int,colon,1,for,int,i,0,i,capture,descriptor,length,i,if,capture,descriptor,i,colon,i,break,if,colon,1,this,variable,name,new,string,capture,descriptor,1,capture,descriptor,length,2,else,this,variable,name,new,string,capture,descriptor,1,colon,1,if,case,sensitive,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,else,this,constraint,pattern,pattern,compile,new,string,capture,descriptor,colon,1,capture,descriptor,length,colon,2,pattern
