commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public boolean isEnabled() {     return this.enabled. }
false;public;1;3;;public void setEnabled(boolean enabled) {     this.enabled = enabled. }
false;public;0;3;;public StatsdFlavor getFlavor() {     return this.flavor. }
false;public;1;3;;public void setFlavor(StatsdFlavor flavor) {     this.flavor = flavor. }
false;public;0;3;;public String getHost() {     return this.host. }
false;public;1;3;;public void setHost(String host) {     this.host = host. }
false;public;0;3;;public Integer getPort() {     return this.port. }
false;public;1;3;;public void setPort(Integer port) {     this.port = port. }
false;public;0;3;;public Integer getMaxPacketLength() {     return this.maxPacketLength. }
false;public;1;3;;public void setMaxPacketLength(Integer maxPacketLength) {     this.maxPacketLength = maxPacketLength. }
false;public;0;3;;public Duration getPollingFrequency() {     return this.pollingFrequency. }
false;public;1;3;;public void setPollingFrequency(Duration pollingFrequency) {     this.pollingFrequency = pollingFrequency. }
false;public;0;3;;public boolean isPublishUnchangedMeters() {     return this.publishUnchangedMeters. }
false;public;1;3;;public void setPublishUnchangedMeters(boolean publishUnchangedMeters) {     this.publishUnchangedMeters = publishUnchangedMeters. }
