commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public boolean isEnabled() {     return this.enabled. }
false;public;1;3;;public void setEnabled(boolean enabled) {     this.enabled = enabled. }
false;public;0;3;;public boolean isCheckLocation() {     return this.checkLocation. }
false;public;1;3;;public void setCheckLocation(boolean checkLocation) {     this.checkLocation = checkLocation. }
false;public;0;3;;public List<String> getLocations() {     return this.locations. }
false;public;1;3;;public void setLocations(List<String> locations) {     this.locations = locations. }
false;public;0;3;;public Charset getEncoding() {     return this.encoding. }
false;public;1;3;;public void setEncoding(Charset encoding) {     this.encoding = encoding. }
false;public;0;3;;public int getConnectRetries() {     return this.connectRetries. }
false;public;1;3;;public void setConnectRetries(int connectRetries) {     this.connectRetries = connectRetries. }
false;public;0;3;;public List<String> getSchemas() {     return this.schemas. }
false;public;1;3;;public void setSchemas(List<String> schemas) {     this.schemas = schemas. }
false;public;0;3;;public String getTable() {     return this.table. }
false;public;1;3;;public void setTable(String table) {     this.table = table. }
false;public;0;3;;public String getBaselineDescription() {     return this.baselineDescription. }
false;public;1;3;;public void setBaselineDescription(String baselineDescription) {     this.baselineDescription = baselineDescription. }
false;public;0;3;;public String getBaselineVersion() {     return this.baselineVersion. }
false;public;1;3;;public void setBaselineVersion(String baselineVersion) {     this.baselineVersion = baselineVersion. }
false;public;0;3;;public String getInstalledBy() {     return this.installedBy. }
false;public;1;3;;public void setInstalledBy(String installedBy) {     this.installedBy = installedBy. }
false;public;0;3;;public Map<String, String> getPlaceholders() {     return this.placeholders. }
false;public;1;3;;public void setPlaceholders(Map<String, String> placeholders) {     this.placeholders = placeholders. }
false;public;0;3;;public String getPlaceholderPrefix() {     return this.placeholderPrefix. }
false;public;1;3;;public void setPlaceholderPrefix(String placeholderPrefix) {     this.placeholderPrefix = placeholderPrefix. }
false;public;0;3;;public String getPlaceholderSuffix() {     return this.placeholderSuffix. }
false;public;1;3;;public void setPlaceholderSuffix(String placeholderSuffix) {     this.placeholderSuffix = placeholderSuffix. }
false;public;0;3;;public boolean isPlaceholderReplacement() {     return this.placeholderReplacement. }
false;public;1;3;;public void setPlaceholderReplacement(boolean placeholderReplacement) {     this.placeholderReplacement = placeholderReplacement. }
false;public;0;3;;public String getSqlMigrationPrefix() {     return this.sqlMigrationPrefix. }
false;public;1;3;;public void setSqlMigrationPrefix(String sqlMigrationPrefix) {     this.sqlMigrationPrefix = sqlMigrationPrefix. }
false;public;0;3;;public List<String> getSqlMigrationSuffixes() {     return this.sqlMigrationSuffixes. }
false;public;1;3;;public void setSqlMigrationSuffixes(List<String> sqlMigrationSuffixes) {     this.sqlMigrationSuffixes = sqlMigrationSuffixes. }
false;public;0;3;;public String getSqlMigrationSeparator() {     return this.sqlMigrationSeparator. }
false;public;1;3;;public void setSqlMigrationSeparator(String sqlMigrationSeparator) {     this.sqlMigrationSeparator = sqlMigrationSeparator. }
false;public;0;3;;public String getRepeatableSqlMigrationPrefix() {     return this.repeatableSqlMigrationPrefix. }
false;public;1;3;;public void setRepeatableSqlMigrationPrefix(String repeatableSqlMigrationPrefix) {     this.repeatableSqlMigrationPrefix = repeatableSqlMigrationPrefix. }
false;public;0;3;;public String getTarget() {     return this.target. }
false;public;1;3;;public void setTarget(String target) {     this.target = target. }
false;public;0;3;;public boolean isCreateDataSource() {     return this.url != null || this.user != null. }
false;public;0;3;;public String getUrl() {     return this.url. }
false;public;1;3;;public void setUrl(String url) {     this.url = url. }
false;public;0;3;;public String getUser() {     return this.user. }
false;public;1;3;;public void setUser(String user) {     this.user = user. }
false;public;0;3;;public String getPassword() {     return (this.password != null) ? this.password : "". }
false;public;1;3;;public void setPassword(String password) {     this.password = password. }
false;public;0;3;;public List<String> getInitSqls() {     return this.initSqls. }
false;public;1;3;;public void setInitSqls(List<String> initSqls) {     this.initSqls = initSqls. }
false;public;0;3;;public boolean isBaselineOnMigrate() {     return this.baselineOnMigrate. }
false;public;1;3;;public void setBaselineOnMigrate(boolean baselineOnMigrate) {     this.baselineOnMigrate = baselineOnMigrate. }
false;public;0;3;;public boolean isCleanDisabled() {     return this.cleanDisabled. }
false;public;1;3;;public void setCleanDisabled(boolean cleanDisabled) {     this.cleanDisabled = cleanDisabled. }
false;public;0;3;;public boolean isCleanOnValidationError() {     return this.cleanOnValidationError. }
