commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getClassName() {     return className. }
false;public;1;3;;public void setClassName(String className) {     this.className = className. }
false;public;0;3;;public String getMethodName() {     return methodName. }
false;public;1;3;;public void setMethodName(String methodName) {     this.methodName = methodName. }
false;public;0;3;;public String getName() {     return name. }
false;public;1;3;;public void setName(String name) {     this.name = name. }
false;public;0;3;;public int getLineNumber() {     return lineNumber. }
false;public;1;3;;public void setLineNumber(int lineNumber) {     this.lineNumber = lineNumber. }
false;public;0;3;;public int getCount() {     return count. }
false;public;1;3;;public void setCount(int count) {     this.count = count. }
false;public;0;3;;public int getLevel() {     return level. }
false;public;1;3;;public void setLevel(int level) {     this.level = level. }
false;public;1;22;;@Override public boolean equals(Object o) {     if (this == o) {         return true.     }     if (o == null || getClass() != o.getClass()) {         return false.     }     RouteCoverageNode that = (RouteCoverageNode) o.     if (lineNumber != that.lineNumber) {         return false.     }     if (level != that.level) {         return false.     }     if (!className.equals(that.className)) {         return false.     }     return name.equals(that.name). }
false;public;0;8;;@Override public int hashCode() {     int result = className.hashCode().     result = 31 * result + name.hashCode().     result = 31 * result + lineNumber.     result = 31 * result + level.     return result. }
false;public;0;10;;@Override public String toString() {     return "RouteCoverageNode[" + "lineNumber=" + lineNumber + ", count=" + count + ", name='" + name + '\'' + ", level=" + level + ", className='" + className + '\'' + ']'. }
