commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getHttpClientConfigurer() {     return httpClientConfigurer. }
false;public;1;3;;public void setHttpClientConfigurer(String httpClientConfigurer) {     this.httpClientConfigurer = httpClientConfigurer. }
false;public;0;3;;public String getClientConnectionManager() {     return clientConnectionManager. }
false;public;1;3;;public void setClientConnectionManager(String clientConnectionManager) {     this.clientConnectionManager = clientConnectionManager. }
false;public;0;3;;public String getHttpContext() {     return httpContext. }
false;public;1;3;;public void setHttpContext(String httpContext) {     this.httpContext = httpContext. }
false;public;0;3;;public String getSslContextParameters() {     return sslContextParameters. }
false;public;1;3;;public void setSslContextParameters(String sslContextParameters) {     this.sslContextParameters = sslContextParameters. }
false;public;0;3;;public Boolean getUseGlobalSslContextParameters() {     return useGlobalSslContextParameters. }
false;public;1;4;;public void setUseGlobalSslContextParameters(Boolean useGlobalSslContextParameters) {     this.useGlobalSslContextParameters = useGlobalSslContextParameters. }
false;public;0;3;;public String getX509HostnameVerifier() {     return x509HostnameVerifier. }
false;public;1;3;;public void setX509HostnameVerifier(String x509HostnameVerifier) {     this.x509HostnameVerifier = x509HostnameVerifier. }
false;public;0;3;;public Integer getMaxTotalConnections() {     return maxTotalConnections. }
false;public;1;3;;public void setMaxTotalConnections(Integer maxTotalConnections) {     this.maxTotalConnections = maxTotalConnections. }
false;public;0;3;;public Integer getConnectionsPerRoute() {     return connectionsPerRoute. }
false;public;1;3;;public void setConnectionsPerRoute(Integer connectionsPerRoute) {     this.connectionsPerRoute = connectionsPerRoute. }
false;public;0;3;;public Long getConnectionTimeToLive() {     return connectionTimeToLive. }
false;public;1;3;;public void setConnectionTimeToLive(Long connectionTimeToLive) {     this.connectionTimeToLive = connectionTimeToLive. }
false;public;0;3;;public String getCookieStore() {     return cookieStore. }
false;public;1;3;;public void setCookieStore(String cookieStore) {     this.cookieStore = cookieStore. }
false;public;0;3;;public Integer getConnectionRequestTimeout() {     return connectionRequestTimeout. }
false;public;1;3;;public void setConnectionRequestTimeout(Integer connectionRequestTimeout) {     this.connectionRequestTimeout = connectionRequestTimeout. }
false;public;0;3;;public Integer getConnectTimeout() {     return connectTimeout. }
false;public;1;3;;public void setConnectTimeout(Integer connectTimeout) {     this.connectTimeout = connectTimeout. }
false;public;0;3;;public Integer getSocketTimeout() {     return socketTimeout. }
false;public;1;3;;public void setSocketTimeout(Integer socketTimeout) {     this.socketTimeout = socketTimeout. }
false;public;0;3;;public String getHttpBinding() {     return httpBinding. }
false;public;1;3;;public void setHttpBinding(String httpBinding) {     this.httpBinding = httpBinding. }
false;public;0;3;;public String getHttpConfiguration() {     return httpConfiguration. }
false;public;1;3;;public void setHttpConfiguration(String httpConfiguration) {     this.httpConfiguration = httpConfiguration. }
false;public;0;3;;public Boolean getAllowJavaSerializedObject() {     return allowJavaSerializedObject. }
false;public;1;3;;public void setAllowJavaSerializedObject(Boolean allowJavaSerializedObject) {     this.allowJavaSerializedObject = allowJavaSerializedObject. }
false;public;0;3;;public String getHeaderFilterStrategy() {     return headerFilterStrategy. }
false;public;1;3;;public void setHeaderFilterStrategy(String headerFilterStrategy) {     this.headerFilterStrategy = headerFilterStrategy. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
