commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public JobStoreType getJobStoreType() {     return this.jobStoreType. }
false;public;1;3;;public void setJobStoreType(JobStoreType jobStoreType) {     this.jobStoreType = jobStoreType. }
false;public;0;3;;public String getSchedulerName() {     return this.schedulerName. }
false;public;1;3;;public void setSchedulerName(String schedulerName) {     this.schedulerName = schedulerName. }
false;public;0;3;;public boolean isAutoStartup() {     return this.autoStartup. }
false;public;1;3;;public void setAutoStartup(boolean autoStartup) {     this.autoStartup = autoStartup. }
false;public;0;3;;public Duration getStartupDelay() {     return this.startupDelay. }
false;public;1;3;;public void setStartupDelay(Duration startupDelay) {     this.startupDelay = startupDelay. }
false;public;0;3;;public boolean isWaitForJobsToCompleteOnShutdown() {     return this.waitForJobsToCompleteOnShutdown. }
false;public;1;4;;public void setWaitForJobsToCompleteOnShutdown(boolean waitForJobsToCompleteOnShutdown) {     this.waitForJobsToCompleteOnShutdown = waitForJobsToCompleteOnShutdown. }
false;public;0;3;;public boolean isOverwriteExistingJobs() {     return this.overwriteExistingJobs. }
false;public;1;3;;public void setOverwriteExistingJobs(boolean overwriteExistingJobs) {     this.overwriteExistingJobs = overwriteExistingJobs. }
false;public;0;3;;public Map<String, String> getProperties() {     return this.properties. }
false;public;0;3;;public Jdbc getJdbc() {     return this.jdbc. }
false;public;0;3;;public String getSchema() {     return this.schema. }
false;public;1;3;;public void setSchema(String schema) {     this.schema = schema. }
false;public;0;3;;public DataSourceInitializationMode getInitializeSchema() {     return this.initializeSchema. }
false;public;1;3;;public void setInitializeSchema(DataSourceInitializationMode initializeSchema) {     this.initializeSchema = initializeSchema. }
false;public;0;3;;public String getCommentPrefix() {     return this.commentPrefix. }
false;public;1;3;;public void setCommentPrefix(String commentPrefix) {     this.commentPrefix = commentPrefix. }
