commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Boolean getSuppressExceptions() {     return suppressExceptions. }
false;public;1;3;;public void setSuppressExceptions(Boolean suppressExceptions) {     this.suppressExceptions = suppressExceptions. }
false;public;0;3;;public Boolean getAllowSimple() {     return allowSimple. }
false;public;1;3;;public void setAllowSimple(Boolean allowSimple) {     this.allowSimple = allowSimple. }
false;public;0;3;;public Boolean getAllowEasyPredicate() {     return allowEasyPredicate. }
false;public;1;3;;public void setAllowEasyPredicate(Boolean allowEasyPredicate) {     this.allowEasyPredicate = allowEasyPredicate. }
false;public;0;3;;public Boolean getWriteAsString() {     return writeAsString. }
false;public;1;3;;public void setWriteAsString(Boolean writeAsString) {     this.writeAsString = writeAsString. }
false;public;0;3;;public String getHeaderName() {     return headerName. }
false;public;1;3;;public void setHeaderName(String headerName) {     this.headerName = headerName. }
false;public;0;3;;public Boolean getTrim() {     return trim. }
false;public;1;3;;public void setTrim(Boolean trim) {     this.trim = trim. }
