# id;timestamp;commentText;codeText;commentWords;codeWords
ConvertingComparator -> public ConvertingComparator(Comparator<T> comparator, 		ConversionService conversionService, Class<? extends T> targetType);1346940376;Create a new {@link ComparableComparator} instance.__@param comparator the underlying comparator_@param conversionService the conversion service_@param targetType the target type;public ConvertingComparator(Comparator<T> comparator,_		ConversionService conversionService, Class<? extends T> targetType) {_		this(comparator, new ConversionServiceConverter<S, T>(_				conversionService, targetType))__	};create,a,new,link,comparable,comparator,instance,param,comparator,the,underlying,comparator,param,conversion,service,the,conversion,service,param,target,type,the,target,type;public,converting,comparator,comparator,t,comparator,conversion,service,conversion,service,class,extends,t,target,type,this,comparator,new,conversion,service,converter,s,t,conversion,service,target,type
ConvertingComparator -> public ConvertingComparator(Comparator<T> comparator, 		ConversionService conversionService, Class<? extends T> targetType);1355313310;Create a new {@link ComparableComparator} instance.__@param comparator the underlying comparator_@param conversionService the conversion service_@param targetType the target type;public ConvertingComparator(Comparator<T> comparator,_		ConversionService conversionService, Class<? extends T> targetType) {_		this(comparator, new ConversionServiceConverter<S, T>(_				conversionService, targetType))__	};create,a,new,link,comparable,comparator,instance,param,comparator,the,underlying,comparator,param,conversion,service,the,conversion,service,param,target,type,the,target,type;public,converting,comparator,comparator,t,comparator,conversion,service,conversion,service,class,extends,t,target,type,this,comparator,new,conversion,service,converter,s,t,conversion,service,target,type
ConvertingComparator -> public ConvertingComparator(Comparator<T> comparator, 		ConversionService conversionService, Class<? extends T> targetType);1356735495;Create a new {@link ComparableComparator} instance.__@param comparator the underlying comparator_@param conversionService the conversion service_@param targetType the target type;public ConvertingComparator(Comparator<T> comparator,_		ConversionService conversionService, Class<? extends T> targetType) {_		this(comparator, new ConversionServiceConverter<S, T>(_				conversionService, targetType))__	};create,a,new,link,comparable,comparator,instance,param,comparator,the,underlying,comparator,param,conversion,service,the,conversion,service,param,target,type,the,target,type;public,converting,comparator,comparator,t,comparator,conversion,service,conversion,service,class,extends,t,target,type,this,comparator,new,conversion,service,converter,s,t,conversion,service,target,type
ConvertingComparator -> public ConvertingComparator(Comparator<T> comparator, 		ConversionService conversionService, Class<? extends T> targetType);1357119239;Create a new {@link ComparableComparator} instance.__@param comparator the underlying comparator_@param conversionService the conversion service_@param targetType the target type;public ConvertingComparator(Comparator<T> comparator,_		ConversionService conversionService, Class<? extends T> targetType) {_		this(comparator, new ConversionServiceConverter<S, T>(_				conversionService, targetType))__	};create,a,new,link,comparable,comparator,instance,param,comparator,the,underlying,comparator,param,conversion,service,the,conversion,service,param,target,type,the,target,type;public,converting,comparator,comparator,t,comparator,conversion,service,conversion,service,class,extends,t,target,type,this,comparator,new,conversion,service,converter,s,t,conversion,service,target,type
ConvertingComparator -> public ConvertingComparator(Comparator<T> comparator, 		ConversionService conversionService, Class<? extends T> targetType);1368482696;Create a new {@link ComparableComparator} instance.__@param comparator the underlying comparator_@param conversionService the conversion service_@param targetType the target type;public ConvertingComparator(Comparator<T> comparator,_		ConversionService conversionService, Class<? extends T> targetType) {_		this(comparator, new ConversionServiceConverter<S, T>(_				conversionService, targetType))__	};create,a,new,link,comparable,comparator,instance,param,comparator,the,underlying,comparator,param,conversion,service,the,conversion,service,param,target,type,the,target,type;public,converting,comparator,comparator,t,comparator,conversion,service,conversion,service,class,extends,t,target,type,this,comparator,new,conversion,service,converter,s,t,conversion,service,target,type
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1427240641;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<Map.Entry<K,V>, K>(comparator, new Converter<Map.Entry<K, V>, K>() {_			@Override_			public K convert(Map.Entry<K, V> source) {_				return source.getKey()__			}_		})__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,map,entry,k,v,k,comparator,new,converter,map,entry,k,v,k,override,public,k,convert,map,entry,k,v,source,return,source,get,key
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1467730834;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<>(comparator, new Converter<Map.Entry<K, V>, K>() {_			@Override_			public K convert(Map.Entry<K, V> source) {_				return source.getKey()__			}_		})__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,comparator,new,converter,map,entry,k,v,k,override,public,k,convert,map,entry,k,v,source,return,source,get,key
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1484857261;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<>(comparator, new Converter<Map.Entry<K, V>, K>() {_			@Override_			public K convert(Map.Entry<K, V> source) {_				return source.getKey()__			}_		})__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,comparator,new,converter,map,entry,k,v,k,override,public,k,convert,map,entry,k,v,source,return,source,get,key
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1487178332;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<>(comparator, new Converter<Map.Entry<K, V>, K>() {_			@Override_			public K convert(Map.Entry<K, V> source) {_				return source.getKey()__			}_		})__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,comparator,new,converter,map,entry,k,v,k,override,public,k,convert,map,entry,k,v,source,return,source,get,key
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1497341397;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<>(comparator, source -> source.getKey())__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,comparator,source,source,get,key
ConvertingComparator -> public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator);1502974979;Create a new {@link ConvertingComparator} that compares {@link java.util.Map.Entry_map * entries} based on their {@link java.util.Map.Entry#getKey() keys}._@param comparator the underlying comparator used to compare keys_@return a new {@link ConvertingComparator} instance;public static <K, V> ConvertingComparator<Map.Entry<K, V>, K> mapEntryKeys(Comparator<K> comparator) {_		return new ConvertingComparator<>(comparator, source -> source.getKey())__	};create,a,new,link,converting,comparator,that,compares,link,java,util,map,entry,map,entries,based,on,their,link,java,util,map,entry,get,key,keys,param,comparator,the,underlying,comparator,used,to,compare,keys,return,a,new,link,converting,comparator,instance;public,static,k,v,converting,comparator,map,entry,k,v,k,map,entry,keys,comparator,k,comparator,return,new,converting,comparator,comparator,source,source,get,key
