# id;timestamp;commentText;codeText;commentWords;codeWords
SqlParameter -> public SqlParameter(SqlParameter otherParam);1328020251;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1356735495;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1407789123;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1446471766;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1467730834;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1495868221;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1496837955;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1498780456;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1515948332;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1516393837;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
SqlParameter -> public SqlParameter(SqlParameter otherParam);1517472937;Copy constructor._@param otherParam the SqlParameter object to copy from;public SqlParameter(SqlParameter otherParam) {_		Assert.notNull(otherParam, "SqlParameter object must not be null")__		this.name = otherParam.name__		this.sqlType = otherParam.sqlType__		this.typeName = otherParam.typeName__		this.scale = otherParam.scale__	};copy,constructor,param,other,param,the,sql,parameter,object,to,copy,from;public,sql,parameter,sql,parameter,other,param,assert,not,null,other,param,sql,parameter,object,must,not,be,null,this,name,other,param,name,this,sql,type,other,param,sql,type,this,type,name,other,param,type,name,this,scale,other,param,scale
