# id;timestamp;commentText;codeText;commentWords;codeWords
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService, 			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval);1477069384;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@link AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@link NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@link ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService,_			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(checkpointLock, output)__				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(processingTimeService, checkpointLock, output, watermarkInterval)__				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,link,automatic,watermark,context,li,li,link,time,characteristic,processing,time,link,non,timestamp,context,li,li,link,time,characteristic,event,time,link,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,output,stream,record,out,output,long,watermark,interval,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,checkpoint,lock,output,break,case,ingestion,time,ctx,new,automatic,watermark,context,processing,time,service,checkpoint,lock,output,watermark,interval,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService, 			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval);1477069385;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@link AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@link NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@link ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService,_			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(checkpointLock, output)__				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(processingTimeService, checkpointLock, output, watermarkInterval)__				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,link,automatic,watermark,context,li,li,link,time,characteristic,processing,time,link,non,timestamp,context,li,li,link,time,characteristic,event,time,link,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,output,stream,record,out,output,long,watermark,interval,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,checkpoint,lock,output,break,case,ingestion,time,ctx,new,automatic,watermark,context,processing,time,service,checkpoint,lock,output,watermark,interval,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService, 			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval);1477069385;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@link AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@link NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@link ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic, ProcessingTimeService processingTimeService,_			Object checkpointLock, Output<StreamRecord<OUT>> output, long watermarkInterval) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(checkpointLock, output)__				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(processingTimeService, checkpointLock, output, watermarkInterval)__				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,link,automatic,watermark,context,li,li,link,time,characteristic,processing,time,link,non,timestamp,context,li,li,link,time,characteristic,event,time,link,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,output,stream,record,out,output,long,watermark,interval,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,checkpoint,lock,output,break,case,ingestion,time,ctx,new,automatic,watermark,context,processing,time,service,checkpoint,lock,output,watermark,interval,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1487783998;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@link AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@link NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@link ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,link,automatic,watermark,context,li,li,link,time,characteristic,processing,time,link,non,timestamp,context,li,li,link,time,characteristic,event,time,link,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1487868265;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@code AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@code NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@code ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,code,automatic,watermark,context,li,li,link,time,characteristic,processing,time,code,non,timestamp,context,li,li,link,time,characteristic,event,time,code,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1493195810;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@code AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@code NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@code ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,code,automatic,watermark,context,li,li,link,time,characteristic,processing,time,code,non,timestamp,context,li,li,link,time,characteristic,event,time,code,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1493195810;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@code AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@code NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@code ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,code,automatic,watermark,context,li,li,link,time,characteristic,processing,time,code,non,timestamp,context,li,li,link,time,characteristic,event,time,code,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1493195810;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@code AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@code NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@code ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,code,automatic,watermark,context,li,li,link,time,characteristic,processing,time,code,non,timestamp,context,li,li,link,time,characteristic,event,time,code,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext( 			TimeCharacteristic timeCharacteristic, 			ProcessingTimeService processingTimeService, 			Object checkpointLock, 			StreamStatusMaintainer streamStatusMaintainer, 			Output<StreamRecord<OUT>> output, 			long watermarkInterval, 			long idleTimeout);1495484544;Depending on the {@link TimeCharacteristic}, this method will return the adequate_{@link org.apache.flink.streaming.api.functions.source.SourceFunction.SourceContext}. That is:_<ul>_<li>{@link TimeCharacteristic#IngestionTime} = {@code AutomaticWatermarkContext}</li>_<li>{@link TimeCharacteristic#ProcessingTime} = {@code NonTimestampContext}</li>_<li>{@link TimeCharacteristic#EventTime} = {@code ManualWatermarkContext}</li>_</ul>;public static <OUT> SourceFunction.SourceContext<OUT> getSourceContext(_			TimeCharacteristic timeCharacteristic,_			ProcessingTimeService processingTimeService,_			Object checkpointLock,_			StreamStatusMaintainer streamStatusMaintainer,_			Output<StreamRecord<OUT>> output,_			long watermarkInterval,_			long idleTimeout) {__		final SourceFunction.SourceContext<OUT> ctx__		switch (timeCharacteristic) {_			case EventTime:_				ctx = new ManualWatermarkContext<>(_					output,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case IngestionTime:_				ctx = new AutomaticWatermarkContext<>(_					output,_					watermarkInterval,_					processingTimeService,_					checkpointLock,_					streamStatusMaintainer,_					idleTimeout)___				break__			case ProcessingTime:_				ctx = new NonTimestampContext<>(checkpointLock, output)__				break__			default:_				throw new IllegalArgumentException(String.valueOf(timeCharacteristic))__		}_		return ctx__	};depending,on,the,link,time,characteristic,this,method,will,return,the,adequate,link,org,apache,flink,streaming,api,functions,source,source,function,source,context,that,is,ul,li,link,time,characteristic,ingestion,time,code,automatic,watermark,context,li,li,link,time,characteristic,processing,time,code,non,timestamp,context,li,li,link,time,characteristic,event,time,code,manual,watermark,context,li,ul;public,static,out,source,function,source,context,out,get,source,context,time,characteristic,time,characteristic,processing,time,service,processing,time,service,object,checkpoint,lock,stream,status,maintainer,stream,status,maintainer,output,stream,record,out,output,long,watermark,interval,long,idle,timeout,final,source,function,source,context,out,ctx,switch,time,characteristic,case,event,time,ctx,new,manual,watermark,context,output,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,ingestion,time,ctx,new,automatic,watermark,context,output,watermark,interval,processing,time,service,checkpoint,lock,stream,status,maintainer,idle,timeout,break,case,processing,time,ctx,new,non,timestamp,context,checkpoint,lock,output,break,default,throw,new,illegal,argument,exception,string,value,of,time,characteristic,return,ctx
StreamSourceContexts -> WatermarkContext -> protected abstract void processAndCollectWithTimestamp(T element, long timestamp)_;1487783998;Process and collect record with timestamp.;protected abstract void processAndCollectWithTimestamp(T element, long timestamp)_;process,and,collect,record,with,timestamp;protected,abstract,void,process,and,collect,with,timestamp,t,element,long,timestamp
StreamSourceContexts -> WatermarkContext -> protected abstract void processAndCollectWithTimestamp(T element, long timestamp)_;1487868265;Process and collect record with timestamp.;protected abstract void processAndCollectWithTimestamp(T element, long timestamp)_;process,and,collect,record,with,timestamp;protected,abstract,void,process,and,collect,with,timestamp,t,element,long,timestamp
