# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1407624882;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1440169433;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1467730834;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1495868221;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1496242568;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1496259743;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1496837955;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1497250713;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1498780456;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1500448076;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
AbstractView -> public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes);1500495740;Set whether to make all Spring beans in the application context accessible_as request attributes, through lazy checking once an attribute gets accessed._<p>This will make all such beans accessible in plain {@code ${...}}_expressions in a JSP 2.0 page, as well as in JSTL's {@code c:out}_value expressions._<p>Default is "false". Switch this flag on to transparently expose all_Spring beans in the request attribute namespace._<p><b>NOTE:</b> Context beans will override any custom request or session_attributes of the same name that have been manually added. However, model_attributes (as explicitly exposed to this view) of the same name will_always override context beans._@see #getRequestToExpose;public void setExposeContextBeansAsAttributes(boolean exposeContextBeansAsAttributes) {_		this.exposeContextBeansAsAttributes = exposeContextBeansAsAttributes__	};set,whether,to,make,all,spring,beans,in,the,application,context,accessible,as,request,attributes,through,lazy,checking,once,an,attribute,gets,accessed,p,this,will,make,all,such,beans,accessible,in,plain,code,expressions,in,a,jsp,2,0,page,as,well,as,in,jstl,s,code,c,out,value,expressions,p,default,is,false,switch,this,flag,on,to,transparently,expose,all,spring,beans,in,the,request,attribute,namespace,p,b,note,b,context,beans,will,override,any,custom,request,or,session,attributes,of,the,same,name,that,have,been,manually,added,however,model,attributes,as,explicitly,exposed,to,this,view,of,the,same,name,will,always,override,context,beans,see,get,request,to,expose;public,void,set,expose,context,beans,as,attributes,boolean,expose,context,beans,as,attributes,this,expose,context,beans,as,attributes,expose,context,beans,as,attributes
