commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Boolean getAutoStartScheduler() {     return autoStartScheduler. }
false;public;1;3;;public void setAutoStartScheduler(Boolean autoStartScheduler) {     this.autoStartScheduler = autoStartScheduler. }
false;public;0;3;;public Integer getStartDelayedSeconds() {     return startDelayedSeconds. }
false;public;1;3;;public void setStartDelayedSeconds(Integer startDelayedSeconds) {     this.startDelayedSeconds = startDelayedSeconds. }
false;public;0;3;;public Boolean getPrefixJobNameWithEndpointId() {     return prefixJobNameWithEndpointId. }
false;public;1;4;;public void setPrefixJobNameWithEndpointId(Boolean prefixJobNameWithEndpointId) {     this.prefixJobNameWithEndpointId = prefixJobNameWithEndpointId. }
false;public;0;3;;public Boolean getEnableJmx() {     return enableJmx. }
false;public;1;3;;public void setEnableJmx(Boolean enableJmx) {     this.enableJmx = enableJmx. }
false;public;0;3;;public String getProperties() {     return properties. }
false;public;1;3;;public void setProperties(String properties) {     this.properties = properties. }
false;public;0;3;;public String getPropertiesFile() {     return propertiesFile. }
false;public;1;3;;public void setPropertiesFile(String propertiesFile) {     this.propertiesFile = propertiesFile. }
false;public;0;3;;public Boolean getPrefixInstanceName() {     return prefixInstanceName. }
false;public;1;3;;public void setPrefixInstanceName(Boolean prefixInstanceName) {     this.prefixInstanceName = prefixInstanceName. }
false;public;0;3;;public Boolean getInterruptJobsOnShutdown() {     return interruptJobsOnShutdown. }
false;public;1;3;;public void setInterruptJobsOnShutdown(Boolean interruptJobsOnShutdown) {     this.interruptJobsOnShutdown = interruptJobsOnShutdown. }
false;public;0;3;;public String getSchedulerFactory() {     return schedulerFactory. }
false;public;1;3;;public void setSchedulerFactory(String schedulerFactory) {     this.schedulerFactory = schedulerFactory. }
false;public;0;3;;public String getScheduler() {     return scheduler. }
false;public;1;3;;public void setScheduler(String scheduler) {     this.scheduler = scheduler. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
