# id;timestamp;commentText;codeText;commentWords;codeWords
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1480685315;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1487173364;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1488214488;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1489510697;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1495923077;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1515757409;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1517943538;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1519973085;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010(startupDate)__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010,startup,date
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1519973085;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
Kafka010Fetcher -> @Override 	protected KafkaConsumerCallBridge010 createCallBridge();1550834396;This method needs to be overridden because Kafka broke binary compatibility between 0.9 and 0.10,_changing binary signatures.;@Override_	protected KafkaConsumerCallBridge010 createCallBridge() {_		return new KafkaConsumerCallBridge010()__	};this,method,needs,to,be,overridden,because,kafka,broke,binary,compatibility,between,0,9,and,0,10,changing,binary,signatures;override,protected,kafka,consumer,call,bridge010,create,call,bridge,return,new,kafka,consumer,call,bridge010
