commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public Producer createProducer() throws Exception {     return new JcloudsComputeProducer(this, computeService). }
false;public;1;4;;@Override public Consumer createConsumer(Processor processor) {     throw new UnsupportedOperationException("Consumer not supported for JcloudsComputeEndpoint!"). }
false;public;0;3;;public String getImageId() {     return imageId. }
false;public;1;3;;public void setImageId(String imageId) {     this.imageId = imageId. }
false;public;0;3;;public String getLocationId() {     return locationId. }
false;public;1;3;;public void setLocationId(String locationId) {     this.locationId = locationId. }
false;public;0;3;;public String getHardwareId() {     return hardwareId. }
false;public;1;3;;public void setHardwareId(String hardwareId) {     this.hardwareId = hardwareId. }
false;public;0;3;;public String getOperation() {     return operation. }
false;public;1;3;;public void setOperation(String operation) {     this.operation = operation. }
false;public;0;3;;public String getNodeState() {     return nodeState. }
false;public;1;3;;public void setNodeState(String nodeState) {     this.nodeState = nodeState. }
false;public;0;3;;public String getNodeId() {     return nodeId. }
false;public;1;3;;public void setNodeId(String nodeId) {     this.nodeId = nodeId. }
false;public;0;3;;public String getGroup() {     return group. }
false;public;1;3;;public void setGroup(String group) {     this.group = group. }
false;public;0;3;;public String getUser() {     return user. }
false;public;1;3;;public void setUser(String user) {     this.user = user. }
