commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public void reportActiveConnection() {     numConnections.incrementAndGet(). }
false;public;0;4;;@Override public void reportInactiveConnection() {     numConnections.decrementAndGet(). }
false;public;0;4;;@Override public void reportRequest() {     numRequests.incrementAndGet(). }
false;public;1;5;;@Override public void reportSuccessfulRequest(long durationTotalMillis) {     numSuccessful.incrementAndGet().     successfulDuration.addAndGet(durationTotalMillis). }
false;public;0;4;;@Override public void reportFailedRequest() {     numFailed.incrementAndGet(). }
false;public;0;3;;public long getNumConnections() {     return numConnections.get(). }
false;public;0;3;;public long getNumRequests() {     return numRequests.get(). }
false;public;0;3;;public long getNumSuccessful() {     return numSuccessful.get(). }
false;public;0;3;;public long getNumFailed() {     return numFailed.get(). }
false;public;0;9;;@Override public String toString() {     return "AtomicKvStateRequestStats{" + "numConnections=" + numConnections + ", numRequests=" + numRequests + ", numSuccessful=" + numSuccessful + ", numFailed=" + numFailed + '}'. }
