# id;timestamp;commentText;codeText;commentWords;codeWords
DataSourceUtils -> public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException;1328020251;Actually close the given Connection, obtained from the given DataSource._Same as {@link #releaseConnection}, but throwing the original SQLException._<p>Directly accessed by {@link TransactionAwareDataSourceProxy}._@param con the Connection to close if necessary_(if this is <code>null</code>, the call will be ignored)_@param dataSource the DataSource that the Connection was obtained from_(may be <code>null</code>)_@throws SQLException if thrown by JDBC methods_@see #doGetConnection;public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException {_		if (con == null) {_			return__		}__		if (dataSource != null) {_			ConnectionHolder conHolder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__			if (conHolder != null && connectionEquals(conHolder, con)) {_				_				conHolder.released()__				return__			}_		}__		_		_		if (!(dataSource instanceof SmartDataSource) || ((SmartDataSource) dataSource).shouldClose(con)) {_			logger.debug("Returning JDBC Connection to DataSource")__			con.close()__		}_	};actually,close,the,given,connection,obtained,from,the,given,data,source,same,as,link,release,connection,but,throwing,the,original,sqlexception,p,directly,accessed,by,link,transaction,aware,data,source,proxy,param,con,the,connection,to,close,if,necessary,if,this,is,code,null,code,the,call,will,be,ignored,param,data,source,the,data,source,that,the,connection,was,obtained,from,may,be,code,null,code,throws,sqlexception,if,thrown,by,jdbc,methods,see,do,get,connection;public,static,void,do,release,connection,connection,con,data,source,data,source,throws,sqlexception,if,con,null,return,if,data,source,null,connection,holder,con,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,con,holder,null,connection,equals,con,holder,con,con,holder,released,return,if,data,source,instanceof,smart,data,source,smart,data,source,data,source,should,close,con,logger,debug,returning,jdbc,connection,to,data,source,con,close
DataSourceUtils -> public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException;1352414234;Actually close the given Connection, obtained from the given DataSource._Same as {@link #releaseConnection}, but throwing the original SQLException._<p>Directly accessed by {@link TransactionAwareDataSourceProxy}._@param con the Connection to close if necessary_(if this is <code>null</code>, the call will be ignored)_@param dataSource the DataSource that the Connection was obtained from_(may be <code>null</code>)_@throws SQLException if thrown by JDBC methods_@see #doGetConnection;public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException {_		if (con == null) {_			return__		}_		if (dataSource != null) {_			ConnectionHolder conHolder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__			if (conHolder != null && connectionEquals(conHolder, con)) {_				_				conHolder.released()__				return__			}_		}_		logger.debug("Returning JDBC Connection to DataSource")__		doCloseConnection(con, dataSource)__	};actually,close,the,given,connection,obtained,from,the,given,data,source,same,as,link,release,connection,but,throwing,the,original,sqlexception,p,directly,accessed,by,link,transaction,aware,data,source,proxy,param,con,the,connection,to,close,if,necessary,if,this,is,code,null,code,the,call,will,be,ignored,param,data,source,the,data,source,that,the,connection,was,obtained,from,may,be,code,null,code,throws,sqlexception,if,thrown,by,jdbc,methods,see,do,get,connection;public,static,void,do,release,connection,connection,con,data,source,data,source,throws,sqlexception,if,con,null,return,if,data,source,null,connection,holder,con,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,con,holder,null,connection,equals,con,holder,con,con,holder,released,return,logger,debug,returning,jdbc,connection,to,data,source,do,close,connection,con,data,source
DataSourceUtils -> public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException;1356735495;Actually close the given Connection, obtained from the given DataSource._Same as {@link #releaseConnection}, but throwing the original SQLException._<p>Directly accessed by {@link TransactionAwareDataSourceProxy}._@param con the Connection to close if necessary_(if this is {@code null}, the call will be ignored)_@param dataSource the DataSource that the Connection was obtained from_(may be {@code null})_@throws SQLException if thrown by JDBC methods_@see #doGetConnection;public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException {_		if (con == null) {_			return__		}_		if (dataSource != null) {_			ConnectionHolder conHolder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__			if (conHolder != null && connectionEquals(conHolder, con)) {_				_				conHolder.released()__				return__			}_		}_		logger.debug("Returning JDBC Connection to DataSource")__		doCloseConnection(con, dataSource)__	};actually,close,the,given,connection,obtained,from,the,given,data,source,same,as,link,release,connection,but,throwing,the,original,sqlexception,p,directly,accessed,by,link,transaction,aware,data,source,proxy,param,con,the,connection,to,close,if,necessary,if,this,is,code,null,the,call,will,be,ignored,param,data,source,the,data,source,that,the,connection,was,obtained,from,may,be,code,null,throws,sqlexception,if,thrown,by,jdbc,methods,see,do,get,connection;public,static,void,do,release,connection,connection,con,data,source,data,source,throws,sqlexception,if,con,null,return,if,data,source,null,connection,holder,con,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,con,holder,null,connection,equals,con,holder,con,con,holder,released,return,logger,debug,returning,jdbc,connection,to,data,source,do,close,connection,con,data,source
DataSourceUtils -> public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException;1413568470;Actually close the given Connection, obtained from the given DataSource._Same as {@link #releaseConnection}, but throwing the original SQLException._<p>Directly accessed by {@link TransactionAwareDataSourceProxy}._@param con the Connection to close if necessary_(if this is {@code null}, the call will be ignored)_@param dataSource the DataSource that the Connection was obtained from_(may be {@code null})_@throws SQLException if thrown by JDBC methods_@see #doGetConnection;public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException {_		if (con == null) {_			return__		}_		if (dataSource != null) {_			ConnectionHolder conHolder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__			if (conHolder != null && connectionEquals(conHolder, con)) {_				_				conHolder.released()__				return__			}_		}_		logger.debug("Returning JDBC Connection to DataSource")__		doCloseConnection(con, dataSource)__	};actually,close,the,given,connection,obtained,from,the,given,data,source,same,as,link,release,connection,but,throwing,the,original,sqlexception,p,directly,accessed,by,link,transaction,aware,data,source,proxy,param,con,the,connection,to,close,if,necessary,if,this,is,code,null,the,call,will,be,ignored,param,data,source,the,data,source,that,the,connection,was,obtained,from,may,be,code,null,throws,sqlexception,if,thrown,by,jdbc,methods,see,do,get,connection;public,static,void,do,release,connection,connection,con,data,source,data,source,throws,sqlexception,if,con,null,return,if,data,source,null,connection,holder,con,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,con,holder,null,connection,equals,con,holder,con,con,holder,released,return,logger,debug,returning,jdbc,connection,to,data,source,do,close,connection,con,data,source
DataSourceUtils -> public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException;1486062666;Actually close the given Connection, obtained from the given DataSource._Same as {@link #releaseConnection}, but throwing the original SQLException._<p>Directly accessed by {@link TransactionAwareDataSourceProxy}._@param con the Connection to close if necessary_(if this is {@code null}, the call will be ignored)_@param dataSource the DataSource that the Connection was obtained from_(may be {@code null})_@throws SQLException if thrown by JDBC methods_@see #doGetConnection;public static void doReleaseConnection(Connection con, DataSource dataSource) throws SQLException {_		if (con == null) {_			return__		}_		if (dataSource != null) {_			ConnectionHolder conHolder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__			if (conHolder != null && connectionEquals(conHolder, con)) {_				_				conHolder.released()__				return__			}_		}_		logger.debug("Returning JDBC Connection to DataSource")__		doCloseConnection(con, dataSource)__	};actually,close,the,given,connection,obtained,from,the,given,data,source,same,as,link,release,connection,but,throwing,the,original,sqlexception,p,directly,accessed,by,link,transaction,aware,data,source,proxy,param,con,the,connection,to,close,if,necessary,if,this,is,code,null,the,call,will,be,ignored,param,data,source,the,data,source,that,the,connection,was,obtained,from,may,be,code,null,throws,sqlexception,if,thrown,by,jdbc,methods,see,do,get,connection;public,static,void,do,release,connection,connection,con,data,source,data,source,throws,sqlexception,if,con,null,return,if,data,source,null,connection,holder,con,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,con,holder,null,connection,equals,con,holder,con,con,holder,released,return,logger,debug,returning,jdbc,connection,to,data,source,do,close,connection,con,data,source
DataSourceUtils -> public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition) 			throws SQLException;1328020251;Prepare the given Connection with the given transaction semantics._@param con the Connection to prepare_@param definition the transaction definition to apply_@return the previous isolation level, if any_@throws SQLException if thrown by JDBC methods_@see #resetConnectionAfterTransaction;public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition)_			throws SQLException {__		Assert.notNull(con, "No Connection specified")___		_		if (definition != null && definition.isReadOnly()) {_			try {_				if (logger.isDebugEnabled()) {_					logger.debug("Setting JDBC Connection [" + con + "] read-only")__				}_				con.setReadOnly(true)__			}_			catch (SQLException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_			catch (RuntimeException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_		}__		_		Integer previousIsolationLevel = null__		if (definition != null && definition.getIsolationLevel() != TransactionDefinition.ISOLATION_DEFAULT) {_			if (logger.isDebugEnabled()) {_				logger.debug("Changing isolation level of JDBC Connection [" + con + "] to " +_						definition.getIsolationLevel())__			}_			int currentIsolation = con.getTransactionIsolation()__			if (currentIsolation != definition.getIsolationLevel()) {_				previousIsolationLevel = currentIsolation__				con.setTransactionIsolation(definition.getIsolationLevel())__			}_		}__		return previousIsolationLevel__	};prepare,the,given,connection,with,the,given,transaction,semantics,param,con,the,connection,to,prepare,param,definition,the,transaction,definition,to,apply,return,the,previous,isolation,level,if,any,throws,sqlexception,if,thrown,by,jdbc,methods,see,reset,connection,after,transaction;public,static,integer,prepare,connection,for,transaction,connection,con,transaction,definition,definition,throws,sqlexception,assert,not,null,con,no,connection,specified,if,definition,null,definition,is,read,only,try,if,logger,is,debug,enabled,logger,debug,setting,jdbc,connection,con,read,only,con,set,read,only,true,catch,sqlexception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,catch,runtime,exception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,integer,previous,isolation,level,null,if,definition,null,definition,get,isolation,level,transaction,definition,if,logger,is,debug,enabled,logger,debug,changing,isolation,level,of,jdbc,connection,con,to,definition,get,isolation,level,int,current,isolation,con,get,transaction,isolation,if,current,isolation,definition,get,isolation,level,previous,isolation,level,current,isolation,con,set,transaction,isolation,definition,get,isolation,level,return,previous,isolation,level
DataSourceUtils -> public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition) 			throws SQLException;1352414234;Prepare the given Connection with the given transaction semantics._@param con the Connection to prepare_@param definition the transaction definition to apply_@return the previous isolation level, if any_@throws SQLException if thrown by JDBC methods_@see #resetConnectionAfterTransaction;public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition)_			throws SQLException {__		Assert.notNull(con, "No Connection specified")___		_		if (definition != null && definition.isReadOnly()) {_			try {_				if (logger.isDebugEnabled()) {_					logger.debug("Setting JDBC Connection [" + con + "] read-only")__				}_				con.setReadOnly(true)__			}_			catch (SQLException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_			catch (RuntimeException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_		}__		_		Integer previousIsolationLevel = null__		if (definition != null && definition.getIsolationLevel() != TransactionDefinition.ISOLATION_DEFAULT) {_			if (logger.isDebugEnabled()) {_				logger.debug("Changing isolation level of JDBC Connection [" + con + "] to " +_						definition.getIsolationLevel())__			}_			int currentIsolation = con.getTransactionIsolation()__			if (currentIsolation != definition.getIsolationLevel()) {_				previousIsolationLevel = currentIsolation__				con.setTransactionIsolation(definition.getIsolationLevel())__			}_		}__		return previousIsolationLevel__	};prepare,the,given,connection,with,the,given,transaction,semantics,param,con,the,connection,to,prepare,param,definition,the,transaction,definition,to,apply,return,the,previous,isolation,level,if,any,throws,sqlexception,if,thrown,by,jdbc,methods,see,reset,connection,after,transaction;public,static,integer,prepare,connection,for,transaction,connection,con,transaction,definition,definition,throws,sqlexception,assert,not,null,con,no,connection,specified,if,definition,null,definition,is,read,only,try,if,logger,is,debug,enabled,logger,debug,setting,jdbc,connection,con,read,only,con,set,read,only,true,catch,sqlexception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,catch,runtime,exception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,integer,previous,isolation,level,null,if,definition,null,definition,get,isolation,level,transaction,definition,if,logger,is,debug,enabled,logger,debug,changing,isolation,level,of,jdbc,connection,con,to,definition,get,isolation,level,int,current,isolation,con,get,transaction,isolation,if,current,isolation,definition,get,isolation,level,previous,isolation,level,current,isolation,con,set,transaction,isolation,definition,get,isolation,level,return,previous,isolation,level
DataSourceUtils -> public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition) 			throws SQLException;1356735495;Prepare the given Connection with the given transaction semantics._@param con the Connection to prepare_@param definition the transaction definition to apply_@return the previous isolation level, if any_@throws SQLException if thrown by JDBC methods_@see #resetConnectionAfterTransaction;public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition)_			throws SQLException {__		Assert.notNull(con, "No Connection specified")___		_		if (definition != null && definition.isReadOnly()) {_			try {_				if (logger.isDebugEnabled()) {_					logger.debug("Setting JDBC Connection [" + con + "] read-only")__				}_				con.setReadOnly(true)__			}_			catch (SQLException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_			catch (RuntimeException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_		}__		_		Integer previousIsolationLevel = null__		if (definition != null && definition.getIsolationLevel() != TransactionDefinition.ISOLATION_DEFAULT) {_			if (logger.isDebugEnabled()) {_				logger.debug("Changing isolation level of JDBC Connection [" + con + "] to " +_						definition.getIsolationLevel())__			}_			int currentIsolation = con.getTransactionIsolation()__			if (currentIsolation != definition.getIsolationLevel()) {_				previousIsolationLevel = currentIsolation__				con.setTransactionIsolation(definition.getIsolationLevel())__			}_		}__		return previousIsolationLevel__	};prepare,the,given,connection,with,the,given,transaction,semantics,param,con,the,connection,to,prepare,param,definition,the,transaction,definition,to,apply,return,the,previous,isolation,level,if,any,throws,sqlexception,if,thrown,by,jdbc,methods,see,reset,connection,after,transaction;public,static,integer,prepare,connection,for,transaction,connection,con,transaction,definition,definition,throws,sqlexception,assert,not,null,con,no,connection,specified,if,definition,null,definition,is,read,only,try,if,logger,is,debug,enabled,logger,debug,setting,jdbc,connection,con,read,only,con,set,read,only,true,catch,sqlexception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,catch,runtime,exception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,integer,previous,isolation,level,null,if,definition,null,definition,get,isolation,level,transaction,definition,if,logger,is,debug,enabled,logger,debug,changing,isolation,level,of,jdbc,connection,con,to,definition,get,isolation,level,int,current,isolation,con,get,transaction,isolation,if,current,isolation,definition,get,isolation,level,previous,isolation,level,current,isolation,con,set,transaction,isolation,definition,get,isolation,level,return,previous,isolation,level
DataSourceUtils -> public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition) 			throws SQLException;1413568470;Prepare the given Connection with the given transaction semantics._@param con the Connection to prepare_@param definition the transaction definition to apply_@return the previous isolation level, if any_@throws SQLException if thrown by JDBC methods_@see #resetConnectionAfterTransaction;public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition)_			throws SQLException {__		Assert.notNull(con, "No Connection specified")___		_		if (definition != null && definition.isReadOnly()) {_			try {_				if (logger.isDebugEnabled()) {_					logger.debug("Setting JDBC Connection [" + con + "] read-only")__				}_				con.setReadOnly(true)__			}_			catch (SQLException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_			catch (RuntimeException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_		}__		_		Integer previousIsolationLevel = null__		if (definition != null && definition.getIsolationLevel() != TransactionDefinition.ISOLATION_DEFAULT) {_			if (logger.isDebugEnabled()) {_				logger.debug("Changing isolation level of JDBC Connection [" + con + "] to " +_						definition.getIsolationLevel())__			}_			int currentIsolation = con.getTransactionIsolation()__			if (currentIsolation != definition.getIsolationLevel()) {_				previousIsolationLevel = currentIsolation__				con.setTransactionIsolation(definition.getIsolationLevel())__			}_		}__		return previousIsolationLevel__	};prepare,the,given,connection,with,the,given,transaction,semantics,param,con,the,connection,to,prepare,param,definition,the,transaction,definition,to,apply,return,the,previous,isolation,level,if,any,throws,sqlexception,if,thrown,by,jdbc,methods,see,reset,connection,after,transaction;public,static,integer,prepare,connection,for,transaction,connection,con,transaction,definition,definition,throws,sqlexception,assert,not,null,con,no,connection,specified,if,definition,null,definition,is,read,only,try,if,logger,is,debug,enabled,logger,debug,setting,jdbc,connection,con,read,only,con,set,read,only,true,catch,sqlexception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,catch,runtime,exception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,integer,previous,isolation,level,null,if,definition,null,definition,get,isolation,level,transaction,definition,if,logger,is,debug,enabled,logger,debug,changing,isolation,level,of,jdbc,connection,con,to,definition,get,isolation,level,int,current,isolation,con,get,transaction,isolation,if,current,isolation,definition,get,isolation,level,previous,isolation,level,current,isolation,con,set,transaction,isolation,definition,get,isolation,level,return,previous,isolation,level
DataSourceUtils -> public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition) 			throws SQLException;1486062666;Prepare the given Connection with the given transaction semantics._@param con the Connection to prepare_@param definition the transaction definition to apply_@return the previous isolation level, if any_@throws SQLException if thrown by JDBC methods_@see #resetConnectionAfterTransaction;public static Integer prepareConnectionForTransaction(Connection con, TransactionDefinition definition)_			throws SQLException {__		Assert.notNull(con, "No Connection specified")___		_		if (definition != null && definition.isReadOnly()) {_			try {_				if (logger.isDebugEnabled()) {_					logger.debug("Setting JDBC Connection [" + con + "] read-only")__				}_				con.setReadOnly(true)__			}_			catch (SQLException | RuntimeException ex) {_				Throwable exToCheck = ex__				while (exToCheck != null) {_					if (exToCheck.getClass().getSimpleName().contains("Timeout")) {_						_						throw ex__					}_					exToCheck = exToCheck.getCause()__				}_				_				logger.debug("Could not set JDBC Connection read-only", ex)__			}_		}__		_		Integer previousIsolationLevel = null__		if (definition != null && definition.getIsolationLevel() != TransactionDefinition.ISOLATION_DEFAULT) {_			if (logger.isDebugEnabled()) {_				logger.debug("Changing isolation level of JDBC Connection [" + con + "] to " +_						definition.getIsolationLevel())__			}_			int currentIsolation = con.getTransactionIsolation()__			if (currentIsolation != definition.getIsolationLevel()) {_				previousIsolationLevel = currentIsolation__				con.setTransactionIsolation(definition.getIsolationLevel())__			}_		}__		return previousIsolationLevel__	};prepare,the,given,connection,with,the,given,transaction,semantics,param,con,the,connection,to,prepare,param,definition,the,transaction,definition,to,apply,return,the,previous,isolation,level,if,any,throws,sqlexception,if,thrown,by,jdbc,methods,see,reset,connection,after,transaction;public,static,integer,prepare,connection,for,transaction,connection,con,transaction,definition,definition,throws,sqlexception,assert,not,null,con,no,connection,specified,if,definition,null,definition,is,read,only,try,if,logger,is,debug,enabled,logger,debug,setting,jdbc,connection,con,read,only,con,set,read,only,true,catch,sqlexception,runtime,exception,ex,throwable,ex,to,check,ex,while,ex,to,check,null,if,ex,to,check,get,class,get,simple,name,contains,timeout,throw,ex,ex,to,check,ex,to,check,get,cause,logger,debug,could,not,set,jdbc,connection,read,only,ex,integer,previous,isolation,level,null,if,definition,null,definition,get,isolation,level,transaction,definition,if,logger,is,debug,enabled,logger,debug,changing,isolation,level,of,jdbc,connection,con,to,definition,get,isolation,level,int,current,isolation,con,get,transaction,isolation,if,current,isolation,definition,get,isolation,level,previous,isolation,level,current,isolation,con,set,transaction,isolation,definition,get,isolation,level,return,previous,isolation,level
DataSourceUtils -> public static void applyTimeout(Statement stmt, DataSource dataSource, int timeout) throws SQLException;1328020251;Apply the specified timeout - overridden by the current transaction timeout,_if any - to the given JDBC Statement object._@param stmt the JDBC Statement object_@param dataSource the DataSource that the Connection was obtained from_@param timeout the timeout to apply (or 0 for no timeout outside of a transaction)_@throws SQLException if thrown by JDBC methods_@see java.sql.Statement#setQueryTimeout;public static void applyTimeout(Statement stmt, DataSource dataSource, int timeout) throws SQLException {_		Assert.notNull(stmt, "No Statement specified")__		Assert.notNull(dataSource, "No DataSource specified")__		ConnectionHolder holder = (ConnectionHolder) TransactionSynchronizationManager.getResource(dataSource)__		if (holder != null && holder.hasTimeout()) {_			_			stmt.setQueryTimeout(holder.getTimeToLiveInSeconds())__		}_		else if (timeout > 0) {_			_			stmt.setQueryTimeout(timeout)__		}_	};apply,the,specified,timeout,overridden,by,the,current,transaction,timeout,if,any,to,the,given,jdbc,statement,object,param,stmt,the,jdbc,statement,object,param,data,source,the,data,source,that,the,connection,was,obtained,from,param,timeout,the,timeout,to,apply,or,0,for,no,timeout,outside,of,a,transaction,throws,sqlexception,if,thrown,by,jdbc,methods,see,java,sql,statement,set,query,timeout;public,static,void,apply,timeout,statement,stmt,data,source,data,source,int,timeout,throws,sqlexception,assert,not,null,stmt,no,statement,specified,assert,not,null,data,source,no,data,source,specified,connection,holder,holder,connection,holder,transaction,synchronization,manager,get,resource,data,source,if,holder,null,holder,has,timeout,stmt,set,query,timeout,holder,get,time,to,live,in,seconds,else,if,timeout,0,stmt,set,query,timeout,timeout
