commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getApiToken() {     return this.apiToken. }
false;public;1;3;;public void setApiToken(String apiToken) {     this.apiToken = apiToken. }
false;public;0;4;;@Override public Duration getConnectTimeout() {     return this.connectTimeout. }
false;public;1;4;;@Override public void setConnectTimeout(Duration connectTimeout) {     this.connectTimeout = connectTimeout. }
false;public;0;3;;public String getRepository() {     return this.repository. }
false;public;1;3;;public void setRepository(String repository) {     this.repository = repository. }
false;public;0;3;;public Map<String, String> getTags() {     return this.tags. }
false;public;1;3;;public void setTags(Map<String, String> tags) {     this.tags = tags. }
false;public;0;3;;public String getUri() {     return this.uri. }
false;public;1;3;;public void setUri(String uri) {     this.uri = uri. }
