# id;timestamp;commentText;codeText;commentWords;codeWords
LdifProducer -> private String getRootCause(LdapException e);1506148977;Get the root cause of an exception__@param e_@return;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception,param,e,return;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> private String getRootCause(LdapException e);1506150963;Get the root cause of an exception;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> private String getRootCause(LdapException e);1524063106;Get the root cause of an exception;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> private String getRootCause(LdapException e);1536687142;Get the root cause of an exception;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> private String getRootCause(LdapException e);1536687571;Get the root cause of an exception;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> private String getRootCause(LdapException e);1540108163;Get the root cause of an exception;private String getRootCause(LdapException e) {_        Throwable oldt__        Throwable thist___        oldt = thist = e__        while (thist != null) {_            oldt = thist__            thist = thist.getCause()__        }_        return oldt.getMessage()__    };get,the,root,cause,of,an,exception;private,string,get,root,cause,ldap,exception,e,throwable,oldt,throwable,thist,oldt,thist,e,while,thist,null,oldt,thist,thist,thist,get,cause,return,oldt,get,message
LdifProducer -> public void process(Exchange exchange) throws Exception;1506148977;Process the body. There are two options:_<ol>_<li>A String body that is the LDIF content. This needs to start with_"version: 1".</li>_<li>A String body that is a URL to ready the LDIF content from</li>_</ol>__@see org.apache.camel.impl.DefaultProducer#process(Exchange);public void process(Exchange exchange) throws Exception {_        String body = exchange.getIn().getBody(String.class)__        List<String> result = null___        _        exchange.setOut(exchange.getIn())___        _        if (null == body || "".equals(body)) {_            exchange.getOut().setBody("")__        } else if (body.startsWith(LDIF_HEADER)) {_            if (log.isDebugEnabled()) {_                log.debug("reading from LDIF body")__            }_            result = processLdif(new StringReader(body))__        } else {_            URL loc = null__            try {_                loc = new URL(body)__                if (log.isDebugEnabled()) {_                    log.debug("reading from URL: " + loc)__                }_                result = processLdif(new InputStreamReader(loc.openStream()))__            } catch (MalformedURLException e) {_                if (log.isDebugEnabled()) {_                    log.debug("Failed to parse body as URL and LDIF", e)__                }_                throw new InvalidPayloadException(exchange, String.class)__            }_        }__        exchange.getOut().setBody(result)__    };process,the,body,there,are,two,options,ol,li,a,string,body,that,is,the,ldif,content,this,needs,to,start,with,version,1,li,li,a,string,body,that,is,a,url,to,ready,the,ldif,content,from,li,ol,see,org,apache,camel,impl,default,producer,process,exchange;public,void,process,exchange,exchange,throws,exception,string,body,exchange,get,in,get,body,string,class,list,string,result,null,exchange,set,out,exchange,get,in,if,null,body,equals,body,exchange,get,out,set,body,else,if,body,starts,with,if,log,is,debug,enabled,log,debug,reading,from,ldif,body,result,process,ldif,new,string,reader,body,else,url,loc,null,try,loc,new,url,body,if,log,is,debug,enabled,log,debug,reading,from,url,loc,result,process,ldif,new,input,stream,reader,loc,open,stream,catch,malformed,urlexception,e,if,log,is,debug,enabled,log,debug,failed,to,parse,body,as,url,and,ldif,e,throw,new,invalid,payload,exception,exchange,string,class,exchange,get,out,set,body,result
LdifProducer -> public void process(Exchange exchange) throws Exception;1506150963;Process the body. There are two options:_<ol>_<li>A String body that is the LDIF content. This needs to start with_"version: 1".</li>_<li>A String body that is a URL to ready the LDIF content from</li>_</ol>;public void process(Exchange exchange) throws Exception {_        String body = exchange.getIn().getBody(String.class)__        List<String> result = null___        _        exchange.setOut(exchange.getIn())___        _        if (ObjectHelper.isEmpty(body)) {_            exchange.getOut().setBody("")__        } else if (body.startsWith(LDIF_HEADER)) {_            log.debug("Reading from LDIF body")__            result = processLdif(new StringReader(body))__        } else {_            URL loc__            try {_                loc = new URL(body)__                log.debug("Reading from URL: {}", loc)__                result = processLdif(new InputStreamReader(loc.openStream()))__            } catch (MalformedURLException e) {_                if (log.isDebugEnabled()) {_                    log.debug("Failed to parse body as URL and LDIF", e)__                }_                throw new InvalidPayloadException(exchange, String.class)__            }_        }__        exchange.getOut().setBody(result)__    };process,the,body,there,are,two,options,ol,li,a,string,body,that,is,the,ldif,content,this,needs,to,start,with,version,1,li,li,a,string,body,that,is,a,url,to,ready,the,ldif,content,from,li,ol;public,void,process,exchange,exchange,throws,exception,string,body,exchange,get,in,get,body,string,class,list,string,result,null,exchange,set,out,exchange,get,in,if,object,helper,is,empty,body,exchange,get,out,set,body,else,if,body,starts,with,log,debug,reading,from,ldif,body,result,process,ldif,new,string,reader,body,else,url,loc,try,loc,new,url,body,log,debug,reading,from,url,loc,result,process,ldif,new,input,stream,reader,loc,open,stream,catch,malformed,urlexception,e,if,log,is,debug,enabled,log,debug,failed,to,parse,body,as,url,and,ldif,e,throw,new,invalid,payload,exception,exchange,string,class,exchange,get,out,set,body,result
LdifProducer -> public void process(Exchange exchange) throws Exception;1524063106;Process the body. There are two options:_<ol>_<li>A String body that is the LDIF content. This needs to start with_"version: 1".</li>_<li>A String body that is a URL to ready the LDIF content from</li>_</ol>;public void process(Exchange exchange) throws Exception {_        String body = exchange.getIn().getBody(String.class)__        List<String> result = null___        _        exchange.setOut(exchange.getIn())___        _        if (ObjectHelper.isEmpty(body)) {_            exchange.getOut().setBody("")__        } else if (body.startsWith(LDIF_HEADER)) {_            log.debug("Reading from LDIF body")__            result = processLdif(new StringReader(body))__        } else {_            URL loc__            try {_                loc = new URL(body)__                log.debug("Reading from URL: {}", loc)__                result = processLdif(new InputStreamReader(loc.openStream()))__            } catch (MalformedURLException e) {_                if (log.isDebugEnabled()) {_                    log.debug("Failed to parse body as URL and LDIF", e)__                }_                throw new InvalidPayloadException(exchange, String.class)__            }_        }__        exchange.getOut().setBody(result)__    };process,the,body,there,are,two,options,ol,li,a,string,body,that,is,the,ldif,content,this,needs,to,start,with,version,1,li,li,a,string,body,that,is,a,url,to,ready,the,ldif,content,from,li,ol;public,void,process,exchange,exchange,throws,exception,string,body,exchange,get,in,get,body,string,class,list,string,result,null,exchange,set,out,exchange,get,in,if,object,helper,is,empty,body,exchange,get,out,set,body,else,if,body,starts,with,log,debug,reading,from,ldif,body,result,process,ldif,new,string,reader,body,else,url,loc,try,loc,new,url,body,log,debug,reading,from,url,loc,result,process,ldif,new,input,stream,reader,loc,open,stream,catch,malformed,urlexception,e,if,log,is,debug,enabled,log,debug,failed,to,parse,body,as,url,and,ldif,e,throw,new,invalid,payload,exception,exchange,string,class,exchange,get,out,set,body,result
LdifProducer -> public void process(Exchange exchange) throws Exception;1536687142;Process the body. There are two options:_<ol>_<li>A String body that is the LDIF content. This needs to start with_"version: 1".</li>_<li>A String body that is a URL to ready the LDIF content from</li>_</ol>;public void process(Exchange exchange) throws Exception {_        String body = exchange.getIn().getBody(String.class)__        List<String> result = null___        _        exchange.setOut(exchange.getIn())___        _        if (ObjectHelper.isEmpty(body)) {_            exchange.getOut().setBody("")__        } else if (body.startsWith(LDIF_HEADER)) {_            log.debug("Reading from LDIF body")__            result = processLdif(new StringReader(body))__        } else {_            URL loc__            try {_                loc = new URL(body)__                log.debug("Reading from URL: {}", loc)__                result = processLdif(new InputStreamReader(loc.openStream()))__            } catch (MalformedURLException e) {_                if (log.isDebugEnabled()) {_                    log.debug("Failed to parse body as URL and LDIF", e)__                }_                throw new InvalidPayloadException(exchange, String.class)__            }_        }__        exchange.getOut().setBody(result)__    };process,the,body,there,are,two,options,ol,li,a,string,body,that,is,the,ldif,content,this,needs,to,start,with,version,1,li,li,a,string,body,that,is,a,url,to,ready,the,ldif,content,from,li,ol;public,void,process,exchange,exchange,throws,exception,string,body,exchange,get,in,get,body,string,class,list,string,result,null,exchange,set,out,exchange,get,in,if,object,helper,is,empty,body,exchange,get,out,set,body,else,if,body,starts,with,log,debug,reading,from,ldif,body,result,process,ldif,new,string,reader,body,else,url,loc,try,loc,new,url,body,log,debug,reading,from,url,loc,result,process,ldif,new,input,stream,reader,loc,open,stream,catch,malformed,urlexception,e,if,log,is,debug,enabled,log,debug,failed,to,parse,body,as,url,and,ldif,e,throw,new,invalid,payload,exception,exchange,string,class,exchange,get,out,set,body,result
LdifProducer -> public void process(Exchange exchange) throws Exception;1536687571;Process the body. There are two options:_<ol>_<li>A String body that is the LDIF content. This needs to start with_"version: 1".</li>_<li>A String body that is a URL to ready the LDIF content from</li>_</ol>;public void process(Exchange exchange) throws Exception {_        String body = exchange.getIn().getBody(String.class)__        List<String> result = null___        _        exchange.setOut(exchange.getIn())___        _        if (ObjectHelper.isEmpty(body)) {_            exchange.getOut().setBody("")__        } else if (body.startsWith(LDIF_HEADER)) {_            log.debug("Reading from LDIF body")__            result = processLdif(new StringReader(body))__        } else {_            URL loc__            try {_                loc = new URL(body)__                log.debug("Reading from URL: {}", loc)__                result = processLdif(new InputStreamReader(loc.openStream()))__            } catch (MalformedURLException e) {_                if (log.isDebugEnabled()) {_                    log.debug("Failed to parse body as URL and LDIF", e)__                }_                throw new InvalidPayloadException(exchange, String.class)__            }_        }__        exchange.getOut().setBody(result)__    };process,the,body,there,are,two,options,ol,li,a,string,body,that,is,the,ldif,content,this,needs,to,start,with,version,1,li,li,a,string,body,that,is,a,url,to,ready,the,ldif,content,from,li,ol;public,void,process,exchange,exchange,throws,exception,string,body,exchange,get,in,get,body,string,class,list,string,result,null,exchange,set,out,exchange,get,in,if,object,helper,is,empty,body,exchange,get,out,set,body,else,if,body,starts,with,log,debug,reading,from,ldif,body,result,process,ldif,new,string,reader,body,else,url,loc,try,loc,new,url,body,log,debug,reading,from,url,loc,result,process,ldif,new,input,stream,reader,loc,open,stream,catch,malformed,urlexception,e,if,log,is,debug,enabled,log,debug,failed,to,parse,body,as,url,and,ldif,e,throw,new,invalid,payload,exception,exchange,string,class,exchange,get,out,set,body,result
