# id;timestamp;commentText;codeText;commentWords;codeWords
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1414174302;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (type.isArray()) {_			Class<?> componentType = type.getComponentType()__			if (componentType.isPrimitive()) {_				if (componentType == Boolean.TYPE) {_					return value instanceof Boolean && _							((boolean[])possibleArray)[0] == (Boolean)value__				} _				else if (componentType == Double.TYPE) {_					return value instanceof Double && _							((double[])possibleArray)[0] == (Double)value__				} _				else if (componentType == Float.TYPE) {_					return value instanceof Float && _							((float[])possibleArray)[0] == (Float)value__				} _				else if (componentType == Integer.TYPE) {_					return value instanceof Integer && _							((int[])possibleArray)[0] == (Integer)value__				} _				else if (componentType == Long.TYPE) {_					return value instanceof Long && _							((long[])possibleArray)[0] == (Long)value__				} _				else if (componentType == Short.TYPE) {_					return value instanceof Short && _							((short[])possibleArray)[0] == (Short)value__				} _				else if (componentType == Character.TYPE) {_					return value instanceof Character && _							((char[])possibleArray)[0] == (Character)value__				} _				else if (componentType == Byte.TYPE) {_					return value instanceof Byte && _							((byte[])possibleArray)[0] == (Byte)value__				} _			}_			else {_				return ((Object[])possibleArray)[0] == value__			}_		}_		return false__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,class,component,type,type,get,component,type,if,component,type,is,primitive,if,component,type,boolean,type,return,value,instanceof,boolean,boolean,possible,array,0,boolean,value,else,if,component,type,double,type,return,value,instanceof,double,double,possible,array,0,double,value,else,if,component,type,float,type,return,value,instanceof,float,float,possible,array,0,float,value,else,if,component,type,integer,type,return,value,instanceof,integer,int,possible,array,0,integer,value,else,if,component,type,long,type,return,value,instanceof,long,long,possible,array,0,long,value,else,if,component,type,short,type,return,value,instanceof,short,short,possible,array,0,short,value,else,if,component,type,character,type,return,value,instanceof,character,char,possible,array,0,character,value,else,if,component,type,byte,type,return,value,instanceof,byte,byte,possible,array,0,byte,value,else,return,object,possible,array,0,value,return,false
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1419274456;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1425759378;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1426108143;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1449965678;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1467844672;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1473796721;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1495868221;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> private static boolean isFirstEntryInArray(Object value, Object possibleArray);1496242568;Check if the supplied value is the first entry in the array represented by the possibleArray value._@param value the value to check for in the array_@param possibleArray an array object that may have the supplied value as the first element_@return true if the supplied value is the first entry in the array;private static boolean isFirstEntryInArray(Object value, Object possibleArray) {_		if (possibleArray == null) {_			return false__		}_		Class<?> type = possibleArray.getClass()__		if (!type.isArray() || Array.getLength(possibleArray) == 0 ||_				!ClassUtils.isAssignableValue(type.getComponentType(), value)) {_			return false__		}_		Object arrayValue = Array.get(possibleArray, 0)__		return (type.getComponentType().isPrimitive() ? arrayValue.equals(value) : arrayValue == value)__	};check,if,the,supplied,value,is,the,first,entry,in,the,array,represented,by,the,possible,array,value,param,value,the,value,to,check,for,in,the,array,param,possible,array,an,array,object,that,may,have,the,supplied,value,as,the,first,element,return,true,if,the,supplied,value,is,the,first,entry,in,the,array;private,static,boolean,is,first,entry,in,array,object,value,object,possible,array,if,possible,array,null,return,false,class,type,possible,array,get,class,if,type,is,array,array,get,length,possible,array,0,class,utils,is,assignable,value,type,get,component,type,value,return,false,object,array,value,array,get,possible,array,0,return,type,get,component,type,is,primitive,array,value,equals,value,array,value,value
ReflectionHelper -> public static boolean convertAllArguments(TypeConverter converter, Object[] arguments, Method method) throws SpelEvaluationException;1405011154;Convert a supplied set of arguments into the requested types. If the parameterTypes are related to_a varargs method then the final entry in the parameterTypes array is going to be an array itself whose_component type should be used as the conversion target for extraneous arguments. (For example, if the_parameterTypes are {Integer, String[]} and the input arguments are {Integer, boolean, float} then both_the boolean and float must be converted to strings). This method does not repackage the arguments_into a form suitable for the varargs invocation_@param converter the converter to use for type conversions_@param arguments the arguments to convert to the requested parameter types_@param method the target Method_@return true if some kind of conversion occurred on the argument_@throws SpelEvaluationException if there is a problem with conversion;public static boolean convertAllArguments(TypeConverter converter, Object[] arguments, Method method) throws SpelEvaluationException {_		Integer varargsPosition = null__		boolean conversionOccurred = false__		if (method.isVarArgs()) {_			Class<?>[] paramTypes = method.getParameterTypes()__			varargsPosition = paramTypes.length - 1__			conversionOccurred = true__		}_		for (int argPos = 0_ argPos < arguments.length_ argPos++) {_			TypeDescriptor targetType__			if (varargsPosition != null && argPos >= varargsPosition) {_				MethodParameter methodParam = new MethodParameter(method, varargsPosition)__				targetType = TypeDescriptor.nested(methodParam, 1)__			}_			else {_				targetType = new TypeDescriptor(new MethodParameter(method, argPos))__			}_			try {_				Object argument = arguments[argPos]__				if (argument != null && !targetType.getObjectType().isInstance(argument)) {_					if (converter == null) {_						throw new SpelEvaluationException(_								SpelMessage.TYPE_CONVERSION_ERROR, argument.getClass().getName(), targetType)__					}_					arguments[argPos] = converter.convertValue(argument, TypeDescriptor.forObject(argument), targetType)__					conversionOccurred |= (argument != arguments[argPos])__				}_			}_			catch (EvaluationException ex) {_				_				if (ex instanceof SpelEvaluationException) {_					throw (SpelEvaluationException)ex__				}_				else {_					throw new SpelEvaluationException(ex,_							SpelMessage.TYPE_CONVERSION_ERROR,arguments[argPos].getClass().getName(), targetType)__				}_			}_		}_		return conversionOccurred__	};convert,a,supplied,set,of,arguments,into,the,requested,types,if,the,parameter,types,are,related,to,a,varargs,method,then,the,final,entry,in,the,parameter,types,array,is,going,to,be,an,array,itself,whose,component,type,should,be,used,as,the,conversion,target,for,extraneous,arguments,for,example,if,the,parameter,types,are,integer,string,and,the,input,arguments,are,integer,boolean,float,then,both,the,boolean,and,float,must,be,converted,to,strings,this,method,does,not,repackage,the,arguments,into,a,form,suitable,for,the,varargs,invocation,param,converter,the,converter,to,use,for,type,conversions,param,arguments,the,arguments,to,convert,to,the,requested,parameter,types,param,method,the,target,method,return,true,if,some,kind,of,conversion,occurred,on,the,argument,throws,spel,evaluation,exception,if,there,is,a,problem,with,conversion;public,static,boolean,convert,all,arguments,type,converter,converter,object,arguments,method,method,throws,spel,evaluation,exception,integer,varargs,position,null,boolean,conversion,occurred,false,if,method,is,var,args,class,param,types,method,get,parameter,types,varargs,position,param,types,length,1,conversion,occurred,true,for,int,arg,pos,0,arg,pos,arguments,length,arg,pos,type,descriptor,target,type,if,varargs,position,null,arg,pos,varargs,position,method,parameter,method,param,new,method,parameter,method,varargs,position,target,type,type,descriptor,nested,method,param,1,else,target,type,new,type,descriptor,new,method,parameter,method,arg,pos,try,object,argument,arguments,arg,pos,if,argument,null,target,type,get,object,type,is,instance,argument,if,converter,null,throw,new,spel,evaluation,exception,spel,message,argument,get,class,get,name,target,type,arguments,arg,pos,converter,convert,value,argument,type,descriptor,for,object,argument,target,type,conversion,occurred,argument,arguments,arg,pos,catch,evaluation,exception,ex,if,ex,instanceof,spel,evaluation,exception,throw,spel,evaluation,exception,ex,else,throw,new,spel,evaluation,exception,ex,spel,message,arguments,arg,pos,get,class,get,name,target,type,return,conversion,occurred
ReflectionHelper -> public static boolean convertAllArguments(TypeConverter converter, Object[] arguments, Method method) throws SpelEvaluationException;1413486529;Convert a supplied set of arguments into the requested types. If the parameterTypes are related to_a varargs method then the final entry in the parameterTypes array is going to be an array itself whose_component type should be used as the conversion target for extraneous arguments. (For example, if the_parameterTypes are {Integer, String[]} and the input arguments are {Integer, boolean, float} then both_the boolean and float must be converted to strings). This method does not repackage the arguments_into a form suitable for the varargs invocation_@param converter the converter to use for type conversions_@param arguments the arguments to convert to the requested parameter types_@param method the target Method_@return true if some kind of conversion occurred on the argument_@throws SpelEvaluationException if there is a problem with conversion;public static boolean convertAllArguments(TypeConverter converter, Object[] arguments, Method method) throws SpelEvaluationException {_		Integer varargsPosition = null__		boolean conversionOccurred = false__		if (method.isVarArgs()) {_			Class<?>[] paramTypes = method.getParameterTypes()__			varargsPosition = paramTypes.length - 1__		}_		for (int argPos = 0_ argPos < arguments.length_ argPos++) {_			TypeDescriptor targetType__			if (varargsPosition != null && argPos >= varargsPosition) {_				MethodParameter methodParam = new MethodParameter(method, varargsPosition)__				targetType = TypeDescriptor.nested(methodParam, 1)__			}_			else {_				targetType = new TypeDescriptor(new MethodParameter(method, argPos))__			}_			try {_				Object argument = arguments[argPos]__				if (argument != null && !targetType.getObjectType().isInstance(argument)) {_					if (converter == null) {_						throw new SpelEvaluationException(_								SpelMessage.TYPE_CONVERSION_ERROR, argument.getClass().getName(), targetType)__					}_					arguments[argPos] = converter.convertValue(argument, TypeDescriptor.forObject(argument), targetType)__					conversionOccurred |= (argument != arguments[argPos])__				}_			}_			catch (EvaluationException ex) {_				_				if (ex instanceof SpelEvaluationException) {_					throw (SpelEvaluationException)ex__				}_				else {_					throw new SpelEvaluationException(ex,_							SpelMessage.TYPE_CONVERSION_ERROR,arguments[argPos].getClass().getName(), targetType)__				}_			}_		}_		return conversionOccurred__	};convert,a,supplied,set,of,arguments,into,the,requested,types,if,the,parameter,types,are,related,to,a,varargs,method,then,the,final,entry,in,the,parameter,types,array,is,going,to,be,an,array,itself,whose,component,type,should,be,used,as,the,conversion,target,for,extraneous,arguments,for,example,if,the,parameter,types,are,integer,string,and,the,input,arguments,are,integer,boolean,float,then,both,the,boolean,and,float,must,be,converted,to,strings,this,method,does,not,repackage,the,arguments,into,a,form,suitable,for,the,varargs,invocation,param,converter,the,converter,to,use,for,type,conversions,param,arguments,the,arguments,to,convert,to,the,requested,parameter,types,param,method,the,target,method,return,true,if,some,kind,of,conversion,occurred,on,the,argument,throws,spel,evaluation,exception,if,there,is,a,problem,with,conversion;public,static,boolean,convert,all,arguments,type,converter,converter,object,arguments,method,method,throws,spel,evaluation,exception,integer,varargs,position,null,boolean,conversion,occurred,false,if,method,is,var,args,class,param,types,method,get,parameter,types,varargs,position,param,types,length,1,for,int,arg,pos,0,arg,pos,arguments,length,arg,pos,type,descriptor,target,type,if,varargs,position,null,arg,pos,varargs,position,method,parameter,method,param,new,method,parameter,method,varargs,position,target,type,type,descriptor,nested,method,param,1,else,target,type,new,type,descriptor,new,method,parameter,method,arg,pos,try,object,argument,arguments,arg,pos,if,argument,null,target,type,get,object,type,is,instance,argument,if,converter,null,throw,new,spel,evaluation,exception,spel,message,argument,get,class,get,name,target,type,arguments,arg,pos,converter,convert,value,argument,type,descriptor,for,object,argument,target,type,conversion,occurred,argument,arguments,arg,pos,catch,evaluation,exception,ex,if,ex,instanceof,spel,evaluation,exception,throw,spel,evaluation,exception,ex,else,throw,new,spel,evaluation,exception,ex,spel,message,arguments,arg,pos,get,class,get,name,target,type,return,conversion,occurred
