# id;timestamp;commentText;codeText;commentWords;codeWords
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1328020251;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			for (Map.Entry<String, Object> entry : urlMap.entrySet()) {_				String url = entry.getKey()__				Object handler = entry.getValue()__				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,for,map,entry,string,object,entry,url,map,entry,set,string,url,entry,get,key,object,handler,entry,get,value,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1356735495;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			for (Map.Entry<String, Object> entry : urlMap.entrySet()) {_				String url = entry.getKey()__				Object handler = entry.getValue()__				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,for,map,entry,string,object,entry,url,map,entry,set,string,url,entry,get,key,object,handler,entry,get,value,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1450275875;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			for (Map.Entry<String, Object> entry : urlMap.entrySet()) {_				String url = entry.getKey()__				Object handler = entry.getValue()__				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,for,map,entry,string,object,entry,url,map,entry,set,string,url,entry,get,key,object,handler,entry,get,value,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1450277942;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			for (Map.Entry<String, Object> entry : urlMap.entrySet()) {_				String url = entry.getKey()__				Object handler = entry.getValue()__				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,for,map,entry,string,object,entry,url,map,entry,set,string,url,entry,get,key,object,handler,entry,get,value,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1467730834;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			for (Map.Entry<String, Object> entry : urlMap.entrySet()) {_				String url = entry.getKey()__				Object handler = entry.getValue()__				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,for,map,entry,string,object,entry,url,map,entry,set,string,url,entry,get,key,object,handler,entry,get,value,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1493370460;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set on SimpleUrlHandlerMapping")__		}_		else {_			urlMap.forEach((url, handler) -> {_				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			})__		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,on,simple,url,handler,mapping,else,url,map,for,each,url,handler,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1529361191;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.warn("Neither 'urlMap' nor 'mappings' set, " + formatMappingName())__		}_		else {_			urlMap.forEach((url, handler) -> {_				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			})__			if (logger.isDebugEnabled()) {_				List<String> patterns = new ArrayList<>()__				if (getRootHandler() != null) {_					patterns.add("/")__				}_				if (getDefaultHandler() != null) {_					patterns.add("/**")__				}_				patterns.addAll(getHandlerMap().keySet())__				logger.debug("Patterns " + patterns + " in " + formatMappingName())__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,warn,neither,url,map,nor,mappings,set,format,mapping,name,else,url,map,for,each,url,handler,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler,if,logger,is,debug,enabled,list,string,patterns,new,array,list,if,get,root,handler,null,patterns,add,if,get,default,handler,null,patterns,add,patterns,add,all,get,handler,map,key,set,logger,debug,patterns,patterns,in,format,mapping,name
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1529721864;Register all handlers specified in the URL map for the corresponding paths._@param urlMap Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.trace("No patterns in " + formatMappingName())__		}_		else {_			urlMap.forEach((url, handler) -> {_				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			})__			if (logger.isDebugEnabled()) {_				List<String> patterns = new ArrayList<>()__				if (getRootHandler() != null) {_					patterns.add("/")__				}_				if (getDefaultHandler() != null) {_					patterns.add("/**")__				}_				patterns.addAll(getHandlerMap().keySet())__				logger.debug("Patterns " + patterns + " in " + formatMappingName())__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,trace,no,patterns,in,format,mapping,name,else,url,map,for,each,url,handler,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler,if,logger,is,debug,enabled,list,string,patterns,new,array,list,if,get,root,handler,null,patterns,add,if,get,default,handler,null,patterns,add,patterns,add,all,get,handler,map,key,set,logger,debug,patterns,patterns,in,format,mapping,name
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1530174524;Register all handlers specified in the URL map for the corresponding paths._@param urlMap a Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.trace("No patterns in " + formatMappingName())__		}_		else {_			urlMap.forEach((url, handler) -> {_				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			})__			if (logger.isDebugEnabled()) {_				List<String> patterns = new ArrayList<>()__				if (getRootHandler() != null) {_					patterns.add("/")__				}_				if (getDefaultHandler() != null) {_					patterns.add("/**")__				}_				patterns.addAll(getHandlerMap().keySet())__				logger.debug("Patterns " + patterns + " in " + formatMappingName())__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,a,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,trace,no,patterns,in,format,mapping,name,else,url,map,for,each,url,handler,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler,if,logger,is,debug,enabled,list,string,patterns,new,array,list,if,get,root,handler,null,patterns,add,if,get,default,handler,null,patterns,add,patterns,add,all,get,handler,map,key,set,logger,debug,patterns,patterns,in,format,mapping,name
SimpleUrlHandlerMapping -> protected void registerHandlers(Map<String, Object> urlMap) throws BeansException;1530174524;Register all handlers specified in the URL map for the corresponding paths._@param urlMap a Map with URL paths as keys and handler beans or bean names as values_@throws BeansException if a handler couldn't be registered_@throws IllegalStateException if there is a conflicting handler registered;protected void registerHandlers(Map<String, Object> urlMap) throws BeansException {_		if (urlMap.isEmpty()) {_			logger.trace("No patterns in " + formatMappingName())__		}_		else {_			urlMap.forEach((url, handler) -> {_				_				if (!url.startsWith("/")) {_					url = "/" + url__				}_				_				if (handler instanceof String) {_					handler = ((String) handler).trim()__				}_				registerHandler(url, handler)__			})__			if (logger.isDebugEnabled()) {_				List<String> patterns = new ArrayList<>()__				if (getRootHandler() != null) {_					patterns.add("/")__				}_				if (getDefaultHandler() != null) {_					patterns.add("/**")__				}_				patterns.addAll(getHandlerMap().keySet())__				logger.debug("Patterns " + patterns + " in " + formatMappingName())__			}_		}_	};register,all,handlers,specified,in,the,url,map,for,the,corresponding,paths,param,url,map,a,map,with,url,paths,as,keys,and,handler,beans,or,bean,names,as,values,throws,beans,exception,if,a,handler,couldn,t,be,registered,throws,illegal,state,exception,if,there,is,a,conflicting,handler,registered;protected,void,register,handlers,map,string,object,url,map,throws,beans,exception,if,url,map,is,empty,logger,trace,no,patterns,in,format,mapping,name,else,url,map,for,each,url,handler,if,url,starts,with,url,url,if,handler,instanceof,string,handler,string,handler,trim,register,handler,url,handler,if,logger,is,debug,enabled,list,string,patterns,new,array,list,if,get,root,handler,null,patterns,add,if,get,default,handler,null,patterns,add,patterns,add,all,get,handler,map,key,set,logger,debug,patterns,patterns,in,format,mapping,name
