# id;timestamp;commentText;codeText;commentWords;codeWords
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1356735495;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1368482696;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1398858661;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1401910463;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1468613531;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1490350197;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(HttpExchange)_@see #invokeAndCreateResult(RemoteInvocation, Object)_@see #writeRemoteInvocationResult(HttpExchange, RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,http,exchange,see,invoke,and,create,result,remote,invocation,object,see,write,remote,invocation,result,http,exchange,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1533666953;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(HttpExchange)_@see #invokeAndCreateResult(RemoteInvocation, Object)_@see #writeRemoteInvocationResult(HttpExchange, RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,http,exchange,see,invoke,and,create,result,remote,invocation,object,see,write,remote,invocation,result,http,exchange,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> public void handle(HttpExchange exchange) throws IOException;1328020251;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> public void handle(HttpExchange exchange) throws IOException;1357119239;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1328020251;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1356735495;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
