# id;timestamp;commentText;codeText;commentWords;codeWords
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName);1415874087;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, "Union at "+unionLocationName)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,string,union,location,name,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,union,at,union,location,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName);1423570503;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, "Union at "+unionLocationName)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,string,union,location,name,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,union,at,union,location,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName);1455479358;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo, String unionLocationName) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, "Union at "+unionLocationName)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,string,union,location,name,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,union,at,union,location,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1405024514;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractFunction>(AbstractFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,function,abstract,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1405090423;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractFunction>(AbstractFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,function,abstract,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1406821655;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1406830680;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1411473593;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1412346153;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,name
Union -> public Union(BinaryOperatorInformation<T, T, T> operatorInfo);1412346154;Creates a new Union operator.;public Union(BinaryOperatorInformation<T, T, T> operatorInfo) {_		_		super(new UserCodeClassWrapper<AbstractRichFunction>(AbstractRichFunction.class), operatorInfo, NAME)__	};creates,a,new,union,operator;public,union,binary,operator,information,t,t,t,operator,info,super,new,user,code,class,wrapper,abstract,rich,function,abstract,rich,function,class,operator,info,name
