# id;timestamp;commentText;codeText;commentWords;codeWords
FrameworkServlet -> public String getContextId();1328020251;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1334781369;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1335774711;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1340398642;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1342803001;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1344035753;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1345223391;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1346877235;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1347908336;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1348061150;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1348531024;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1349904862;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1351289067;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1351648724;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1351857948;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1354911578;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
FrameworkServlet -> public String getContextId();1355313310;Return the custom WebApplicationContext id, if any.;public String getContextId() {_		return this.contextId__	};return,the,custom,web,application,context,id,if,any;public,string,get,context,id,return,this,context,id
