# id;timestamp;commentText;codeText;commentWords;codeWords
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1377611504;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1377611504;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1378890246;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1379267751;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1415211488;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1524063240;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1537290824;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1377611504;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1377611504;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1378890246;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1379267751;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
