commented;modifiers;parameterAmount;loc;comment;code
true;;1;1;/**  * Checks whether the signature document has the expected structure and  * contains the expected transformations and references. See  * http://www.w3.org/TR/xmldsig-bestpractices/#check-what-is-signed  *  * @param input  *            input parameters  * @throws Exception  *             when XML signature does not pass the check  */ ;/**  * Checks whether the signature document has the expected structure and  * contains the expected transformations and references. See  * http://www.w3.org/TR/xmldsig-bestpractices/#check-what-is-signed  *  * @param input  *            input parameters  * @throws Exception  *             when XML signature does not pass the check  */ void checkBeforeCoreValidation(Input input) throws Exception.
true;;0;1;/**  * Signed info instance.  */ ;/**  * Signed info instance.  */ SignedInfo getSignedInfo().
true;;0;1;/**  * Signature value instance.  */ ;/**  * Signature value instance.  */ SignatureValue getSignatureValue().
true;;0;1;/**  * XML objects list.  */ ;/**  * XML objects list.  */ List<? extends XMLObject> getObjects().
true;;0;1;/**  * Key info.  */ ;/**  * Key info.  */ KeyInfo getKeyInfo().
true;;0;1;/**  * Message body containing the XML signature as DOM.  */ ;/**  * Message body containing the XML signature as DOM.  */ Document getMessageBodyDocument().
true;;0;1;/**  * Message.  */ ;/**  * Message.  */ Message getMessage().
true;;0;1;/**  * Returns true if a XML schema validation was executed during the  * parsing of the XML document.  */ ;/**  * Returns true if a XML schema validation was executed during the  * parsing of the XML document.  */ boolean isXmlSchemaValidationExecuted().
true;;0;1;/**  * Returns the total count of XML signatures contained in the document.  */ ;/**  * Returns the total count of XML signatures contained in the document.  */ int getTotalCountOfSignatures().
true;;0;1;/**  * Returns the current count of XML signatures starting from 1.  */ ;/**  * Returns the current count of XML signatures starting from 1.  */ int getCurrentCountOfSignatures().
true;;0;1;/**  * Current signature element.  */ ;/**  * Current signature element.  */ Element getCurrentSignatureElement().
