# id;timestamp;commentText;codeText;commentWords;codeWords
HttpRange -> public static String toString(Collection<HttpRange> ranges);1426880143;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			range.appendTo(builder)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,range,append,to,builder,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1426880143;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notNull(ranges)__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			range.appendTo(builder)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,null,ranges,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,range,append,to,builder,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1426897141;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1438251419;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1462208452;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1462528971;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1465306936;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1467730834;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1470831642;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1472594218;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1472602111;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
