commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public GoogleCalendarStreamConfigurationNestedConfiguration getConfiguration() {     return configuration. }
false;public;1;4;;public void setConfiguration(GoogleCalendarStreamConfigurationNestedConfiguration configuration) {     this.configuration = configuration. }
false;public;0;3;;public String getClientFactory() {     return clientFactory. }
false;public;1;3;;public void setClientFactory(String clientFactory) {     this.clientFactory = clientFactory. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
false;public;0;3;;public String getClientId() {     return clientId. }
false;public;1;3;;public void setClientId(String clientId) {     this.clientId = clientId. }
false;public;0;3;;public String getClientSecret() {     return clientSecret. }
false;public;1;3;;public void setClientSecret(String clientSecret) {     this.clientSecret = clientSecret. }
false;public;0;3;;public String getAccessToken() {     return accessToken. }
false;public;1;3;;public void setAccessToken(String accessToken) {     this.accessToken = accessToken. }
false;public;0;3;;public String getRefreshToken() {     return refreshToken. }
false;public;1;3;;public void setRefreshToken(String refreshToken) {     this.refreshToken = refreshToken. }
false;public;0;3;;public String getApplicationName() {     return applicationName. }
false;public;1;3;;public void setApplicationName(String applicationName) {     this.applicationName = applicationName. }
false;public;0;3;;public List getScopes() {     return scopes. }
false;public;1;3;;public void setScopes(List scopes) {     this.scopes = scopes. }
false;public;0;3;;public String getIndex() {     return index. }
false;public;1;3;;public void setIndex(String index) {     this.index = index. }
false;public;0;3;;public String getQuery() {     return query. }
false;public;1;3;;public void setQuery(String query) {     this.query = query. }
false;public;0;3;;public Integer getMaxResults() {     return maxResults. }
false;public;1;3;;public void setMaxResults(Integer maxResults) {     this.maxResults = maxResults. }
false;public;0;3;;public String getCalendarId() {     return calendarId. }
false;public;1;3;;public void setCalendarId(String calendarId) {     this.calendarId = calendarId. }
false;public;0;3;;public Boolean getConsumeFromNow() {     return consumeFromNow. }
false;public;1;3;;public void setConsumeFromNow(Boolean consumeFromNow) {     this.consumeFromNow = consumeFromNow. }
false;public;0;3;;public Boolean getConsiderLastUpdate() {     return considerLastUpdate. }
false;public;1;3;;public void setConsiderLastUpdate(Boolean considerLastUpdate) {     this.considerLastUpdate = considerLastUpdate. }
