commented;modifiers;parameterAmount;loc;comment;code
false;public,static;3;3;;public static ExponentialDecayFunctionBuilder exponentialDecayFunction(String fieldName, Object origin, Object scale) {     return new ExponentialDecayFunctionBuilder(fieldName, origin, scale, null). }
false;public,static;4;3;;public static ExponentialDecayFunctionBuilder exponentialDecayFunction(String fieldName, Object origin, Object scale, Object offset) {     return new ExponentialDecayFunctionBuilder(fieldName, origin, scale, offset). }
false;public,static;5;4;;public static ExponentialDecayFunctionBuilder exponentialDecayFunction(String fieldName, Object origin, Object scale, Object offset, double decay) {     return new ExponentialDecayFunctionBuilder(fieldName, origin, scale, offset, decay). }
false;public,static;3;3;;public static GaussDecayFunctionBuilder gaussDecayFunction(String fieldName, Object origin, Object scale) {     return new GaussDecayFunctionBuilder(fieldName, origin, scale, null). }
false;public,static;4;3;;public static GaussDecayFunctionBuilder gaussDecayFunction(String fieldName, Object origin, Object scale, Object offset) {     return new GaussDecayFunctionBuilder(fieldName, origin, scale, offset). }
false;public,static;5;3;;public static GaussDecayFunctionBuilder gaussDecayFunction(String fieldName, Object origin, Object scale, Object offset, double decay) {     return new GaussDecayFunctionBuilder(fieldName, origin, scale, offset, decay). }
false;public,static;3;3;;public static LinearDecayFunctionBuilder linearDecayFunction(String fieldName, Object origin, Object scale) {     return new LinearDecayFunctionBuilder(fieldName, origin, scale, null). }
false;public,static;4;3;;public static LinearDecayFunctionBuilder linearDecayFunction(String fieldName, Object origin, Object scale, Object offset) {     return new LinearDecayFunctionBuilder(fieldName, origin, scale, offset). }
false;public,static;5;4;;public static LinearDecayFunctionBuilder linearDecayFunction(String fieldName, Object origin, Object scale, Object offset, double decay) {     return new LinearDecayFunctionBuilder(fieldName, origin, scale, offset, decay). }
false;public,static;1;3;;public static ScriptScoreFunctionBuilder scriptFunction(Script script) {     return (new ScriptScoreFunctionBuilder(script)). }
false;public,static;1;3;;public static ScriptScoreFunctionBuilder scriptFunction(String script) {     return (new ScriptScoreFunctionBuilder(new Script(ScriptType.INLINE, Script.DEFAULT_SCRIPT_LANG, script, emptyMap()))). }
false;public,static;0;3;;public static RandomScoreFunctionBuilder randomFunction() {     return new RandomScoreFunctionBuilder(). }
false;public,static;1;3;;public static WeightBuilder weightFactorFunction(float weight) {     return (WeightBuilder) (new WeightBuilder().setWeight(weight)). }
false;public,static;1;3;;public static FieldValueFactorFunctionBuilder fieldValueFactorFunction(String fieldName) {     return new FieldValueFactorFunctionBuilder(fieldName). }
