commented;modifiers;parameterAmount;loc;comment;code
false;public;4;5;;@Override public MergeSpecification findForcedMerges(SegmentInfos infos, int maxSegmentCount, Map<SegmentCommitInfo, Boolean> segmentsToMerge, MergeContext mergeContext) throws IOException {     return forcedMergePolicy.findForcedMerges(infos, maxSegmentCount, segmentsToMerge, mergeContext). }
false;public;2;4;;@Override public MergeSpecification findForcedDeletesMerges(SegmentInfos infos, MergeContext mergeContext) throws IOException {     return forcedMergePolicy.findForcedDeletesMerges(infos, mergeContext). }
false;public;1;4;;public void setForceMergeDeletesPctAllowed(double forceMergeDeletesPctAllowed) {     regularMergePolicy.setForceMergeDeletesPctAllowed(forceMergeDeletesPctAllowed).     forcedMergePolicy.setForceMergeDeletesPctAllowed(forceMergeDeletesPctAllowed). }
false;public;0;3;;public double getForceMergeDeletesPctAllowed() {     return forcedMergePolicy.getForceMergeDeletesPctAllowed(). }
false;public;1;4;;public void setFloorSegmentMB(double mbFrac) {     regularMergePolicy.setFloorSegmentMB(mbFrac).     forcedMergePolicy.setFloorSegmentMB(mbFrac). }
false;public;0;3;;public double getFloorSegmentMB() {     return regularMergePolicy.getFloorSegmentMB(). }
false;public;1;4;;public void setMaxMergeAtOnce(int maxMergeAtOnce) {     regularMergePolicy.setMaxMergeAtOnce(maxMergeAtOnce).     forcedMergePolicy.setMaxMergeAtOnce(maxMergeAtOnce). }
false;public;0;3;;public int getMaxMergeAtOnce() {     return regularMergePolicy.getMaxMergeAtOnce(). }
false;public;1;4;;public void setMaxMergeAtOnceExplicit(int maxMergeAtOnceExplicit) {     regularMergePolicy.setMaxMergeAtOnceExplicit(maxMergeAtOnceExplicit).     forcedMergePolicy.setMaxMergeAtOnceExplicit(maxMergeAtOnceExplicit). }
false;public;0;3;;public int getMaxMergeAtOnceExplicit() {     return forcedMergePolicy.getMaxMergeAtOnceExplicit(). }
true;public;1;3;// only setter that must NOT delegate to the forced merge policy ;// only setter that must NOT delegate to the forced merge policy public void setMaxMergedSegmentMB(double mbFrac) {     regularMergePolicy.setMaxMergedSegmentMB(mbFrac). }
false;public;0;3;;public double getMaxMergedSegmentMB() {     return regularMergePolicy.getMaxMergedSegmentMB(). }
false;public;1;4;;public void setSegmentsPerTier(double segmentsPerTier) {     regularMergePolicy.setSegmentsPerTier(segmentsPerTier).     forcedMergePolicy.setSegmentsPerTier(segmentsPerTier). }
false;public;0;3;;public double getSegmentsPerTier() {     return regularMergePolicy.getSegmentsPerTier(). }
false;public;1;4;;public void setDeletesPctAllowed(double deletesPctAllowed) {     regularMergePolicy.setDeletesPctAllowed(deletesPctAllowed).     forcedMergePolicy.setDeletesPctAllowed(deletesPctAllowed). }
false;public;0;3;;public double getDeletesPctAllowed() {     return regularMergePolicy.getDeletesPctAllowed(). }
