# id;timestamp;commentText;codeText;commentWords;codeWords
FileCache -> public void shutdown();1431371277;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1446112342;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1460741894;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1463093468;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1469728126;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1479853012;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1482522862;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1486740510;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1496869568;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1498220069;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1519567828;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
