commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getEntityManagerFactory() {     return entityManagerFactory. }
false;public;1;3;;public void setEntityManagerFactory(String entityManagerFactory) {     this.entityManagerFactory = entityManagerFactory. }
false;public;0;3;;public String getTransactionManager() {     return transactionManager. }
false;public;1;3;;public void setTransactionManager(String transactionManager) {     this.transactionManager = transactionManager. }
false;public;0;3;;public Boolean getJoinTransaction() {     return joinTransaction. }
false;public;1;3;;public void setJoinTransaction(Boolean joinTransaction) {     this.joinTransaction = joinTransaction. }
false;public;0;3;;public Boolean getSharedEntityManager() {     return sharedEntityManager. }
false;public;1;3;;public void setSharedEntityManager(Boolean sharedEntityManager) {     this.sharedEntityManager = sharedEntityManager. }
false;public;0;3;;public Boolean getResolvePropertyPlaceholders() {     return resolvePropertyPlaceholders. }
false;public;1;4;;public void setResolvePropertyPlaceholders(Boolean resolvePropertyPlaceholders) {     this.resolvePropertyPlaceholders = resolvePropertyPlaceholders. }
