commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public boolean hasErrors() {     return missingLabel || missingDescription || missingSyntax || missingUriPath || !missingComponentDocumentation.isEmpty() || !missingEndpointDocumentation.isEmpty(). }
false;public;0;3;;public String getKind() {     return kind. }
false;public;1;3;;public void setKind(String kind) {     this.kind = kind. }
false;public;0;3;;public boolean isMissingUriPath() {     return missingUriPath. }
false;public;1;3;;public void setMissingUriPath(boolean missingUriPath) {     this.missingUriPath = missingUriPath. }
false;public;0;3;;public boolean isMissingLabel() {     return missingLabel. }
false;public;1;3;;public void setMissingLabel(boolean missingLabel) {     this.missingLabel = missingLabel. }
false;public;0;3;;public boolean isMissingDescription() {     return missingDescription. }
false;public;1;3;;public void setMissingDescription(boolean missingDescription) {     this.missingDescription = missingDescription. }
false;public;0;3;;public boolean isMissingSyntax() {     return missingSyntax. }
false;public;1;3;;public void setMissingSyntax(boolean missingSyntax) {     this.missingSyntax = missingSyntax. }
false;public;1;3;;public void addMissingComponentDoc(String option) {     missingComponentDocumentation.add(option). }
false;public;1;3;;public void addMissingEndpointDoc(String option) {     missingEndpointDocumentation.add(option). }
false;public;0;3;;public List<String> getMissingComponentDocumentation() {     return missingComponentDocumentation. }
false;public;0;3;;public List<String> getMissingEndpointDocumentation() {     return missingEndpointDocumentation. }
