# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1386363047;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1405696918;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1413848647;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1467456997;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1467730834;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1495868221;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1498780456;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1504012043;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods);1518772998;Protected constructor accepting exception-to-method mappings.;protected AbstractExceptionHandlerMethodResolver(Map<Class<? extends Throwable>, Method> mappedMethods) {_		Assert.notNull(mappedMethods, "Mapped Methods must not be null")__		this.mappedMethods.putAll(mappedMethods)__	};protected,constructor,accepting,exception,to,method,mappings;protected,abstract,exception,handler,method,resolver,map,class,extends,throwable,method,mapped,methods,assert,not,null,mapped,methods,mapped,methods,must,not,be,null,this,mapped,methods,put,all,mapped,methods
AbstractExceptionHandlerMethodResolver -> @Nullable 	private Method getMappedMethod(Class<? extends Throwable> exceptionType);1495868221;Return the {@link Method} mapped to the given exception type, or {@code null} if none.;@Nullable_	private Method getMappedMethod(Class<? extends Throwable> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<>()__		for (Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,link,method,mapped,to,the,given,exception,type,or,code,null,if,none;nullable,private,method,get,mapped,method,class,extends,throwable,exception,type,list,class,extends,throwable,matches,new,array,list,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
AbstractExceptionHandlerMethodResolver -> @Nullable 	private Method getMappedMethod(Class<? extends Throwable> exceptionType);1498780456;Return the {@link Method} mapped to the given exception type, or {@code null} if none.;@Nullable_	private Method getMappedMethod(Class<? extends Throwable> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<>()__		for (Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,link,method,mapped,to,the,given,exception,type,or,code,null,if,none;nullable,private,method,get,mapped,method,class,extends,throwable,exception,type,list,class,extends,throwable,matches,new,array,list,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
