# id;timestamp;commentText;codeText;commentWords;codeWords
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1328020251;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1329142650;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1335903038;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1345652603;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1348582810;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1349904861;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1350918288;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1356735495;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1357119239;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
UriComponentsBuilder -> public static UriComponentsBuilder fromPath(String path);1362408075;Returns a builder that is initialized with the given path.__@param path the path to initialize with_@return the new {@code UriComponentsBuilder};public static UriComponentsBuilder fromPath(String path) {_		UriComponentsBuilder builder = new UriComponentsBuilder()__		builder.path(path)__		return builder__	};returns,a,builder,that,is,initialized,with,the,given,path,param,path,the,path,to,initialize,with,return,the,new,code,uri,components,builder;public,static,uri,components,builder,from,path,string,path,uri,components,builder,builder,new,uri,components,builder,builder,path,path,return,builder
